stage_ft,width_ft,bottleneck_lon,bottleneck_lat
-3,1094.4,-91.128522,33.481005
-2,1115.7,-91.140084,33.488861
-1,1173.8,-91.13088,33.483425
0,1206.5,-91.13088,33.483425
1,1269.5,-91.128522,33.481005
2,1325.8,-91.13088,33.483425
3,1359.8,-91.123772,33.475809
4,1390.5,-91.123772,33.475809
5,1420.3,-91.123772,33.475809
6,1444.2,-91.123772,33.475809
7,1468.0,-91.123772,33.475809
8,1492.5,-91.123772,33.475809
9,1519.2,-91.123772,33.475809
10,1541.2,-91.126454,33.478466
11,1573.4,-91.123772,33.475809
12,1608.5,-91.123772,33.475809
13,1644.1,-91.123772,33.475809
14,1675.1,-91.123772,33.475809
15,1705.3,-91.123772,33.475809
16,1731.0,-91.123772,33.475809
17,1753.0,-91.123772,33.475809
18,1775.0,-91.123772,33.475809
19,1797.0,-91.123772,33.475809
20,1926.3,-91.123772,33.475809
21,1965.1,-91.123772,33.475809
22,2005.3,-91.123772,33.475809
23,2047.2,-91.123772,33.475809
24,2202.0,-91.123772,33.475809
25,2983.2,-91.118929,33.470971
26,2987.6,-91.118929,33.470971
27,2991.9,-91.118929,33.470971
28,2996.3,-91.118929,33.470971
29,3114.7,-91.118929,33.470971
30,3187.6,-91.118929,33.470971
31,3227.0,-91.118929,33.470971
32,3570.1,-91.118929,33.470971
33,3656.6,-91.118929,33.470971
34,3892.6,-91.118929,33.470971
35,4032.9,-91.13088,33.483425
36,4032.9,-91.13088,33.483425
