lat,lon,width,folder_name
33.88298943381992,-91.0585684891173,0.0,AAA_05212023_588
33.3645739365029,-91.11854118835662,787.4015748,DDD_07122023_529
32.65883204266604,-91.14150203108461,754.5931758500001,FFF_08092023_464
35.25505687071167,-90.09551062466231,0.0,H_09202023_742
34.02607047459596,-90.97161359983672,524.9343832000001,LM_16_OVLX_20230804_CS_609_607_SORT_LWRP_08042023_608
33.99696893739351,-91.02089141193846,754.5931758500001,LM_16_OVLX_20230917_CS_603_606_SORT_ACTUALDEPTHS_09172023_605
34.127117687605505,-90.96094622428375,557.74278215,LM_17_CLDX_20230802_CS_620_621_SORT_LWRP_08022023_621
34.82751114301903,-90.42313885308685,426.5091863500001,LM_18_FRIX_20230918_CS_696_693_SORT_ACTUALDEPTHS_09182023_695
34.88536638321769,-90.29190208382282,754.5931758500001,LM_18_FRIX_20230926_CS_703_705_SORT_ACTUALDEPTHS_09262023_704
35.41332914583295,-90.04110563080832,0.0,LM_19_MEMX_20230830_CS_757_756_SORT_LWRP_08302023_757
35.62323634895946,-89.87926868081051,623.35958005,LM_22_RANX_20230420_CS_778_780_SORT_LWRP_04202023_779
35.51141336191794,-89.91432913615607,656.1679790000001,LM_22_RANX_20230722_CS_771_769_SORT_LWRP_07222023_770
35.74230303009471,-89.85709108509691,721.7847769,LM_23_OSCX_20230603_CS_792_788_SORT_LWRP_06032023_791
36.33439781052685,-89.53624033371744,656.1679790000001,LM_24_CARX_20230721_CS_871_869_SORT_LWRP_07212023_870
34.02734856587633,-90.95757972035463,0.0,ZZ_05142023_611
