chunk,river,survey_id,date
2022-3,LM,LM_10_SSL_20221027_CS,2022-10-27
2022-3,LM,LM_16_OVLX_20221028_CS_605_603_SORT_ACTUALDEPTHS,2022-10-28
2022-3,LM,LM_19_MEMX_20221029_CS_757_755_SORT_ACTUALDEPTHS,2022-10-29
2022-3,LM,LM_18_FRIX_20221031_CS_652_653_SORT_ACTUALDEPTH,2022-10-31
2022-3,LM,LM_24_CARX_20221103_CS_849_SORT_ACTUALDEPTH,2022-11-03
2022-3,LM,LM_24_CARX_20221104_CS_868_870_SORT_ACTUALDEPTH,2022-11-04
2022-3,LM,LM_18_FRIX_20221109_CS_705_704_ACTUALDEPTH,2022-11-09
2022-3,LM,LM_18_FRIX_20221109_CS_705_704_SORT_ACTUALDEPTH,2022-11-09
2022-3,LM,LM_18_FRIX_20221109_CS_705_704_SORT_ACTUALDEPTHS,2022-11-09
2022-3,LM,LM_18_FRIX_20221110_CS_682_681_SORT_ACTUALDEPTH,2022-11-10
2022-3,LM,LM_23_OSCX_20221111_CS_804_803_SORT_ACTUALDEPTH,2022-11-11
2022-3,LM,LM_24_CARX_20221115_CS_850_844_SORT_LWRP,2022-11-15
2022-3,LM,LM_11_YBS_20221122_CS,2022-11-22
2022-3,LM,LM_11_YBS_20221130_CS,2022-11-30
2022-3,LM,LM_08_MVF_20221212_CS,2022-12-12
2022-3,LM,LM_06_MBV_20221214_CS,2022-12-14
2022-3,LM,LM_07_FMB_20221215_CS,2022-12-15
2022-3,LM,LM_10_SSL_20221219_CS,2022-12-19
2022-3,LM,LM_09_LPM_20221220_CS,2022-12-20
2023-1,LM,LM_01_HBR_20230105_CS_5265_25,2023-01-05
2023-1,LM,LM_26_HIKX_20230411_CS_921_SORT_LWRP,2023-04-11
2023-1,LM,LM_23_OSCX_20230413_CS_785_SORT_ACTUALDEPTH,2023-04-13
2023-1,LM,LM_23_OSCX_20230413_CS_785_SORT_LWRP,2023-04-13
2023-1,LM,LM_22_RANX_20230420_CS_778_780_SORT_ACTUALDEPTH,2023-04-20
2023-1,LM,LM_22_RANX_20230420_CS_778_780_SORT_LWRP,2023-04-20
2023-1,LM,LM_15_CVB_20230511_CS_6170_6138,2023-05-11
2023-1,LM,LM_15_CVB_20230513_CS_6152_6100,2023-05-13
2023-1,LM,LM_15_CVB_20230514_CS_6098_6074,2023-05-14
2023-1,LM,LM_15_CVB_20230515_CS_6072_6034,2023-05-15
2023-1,LM,LM_15_CVB_20230516_CS_6032_598,2023-05-16
2023-1,LM,LM_14_VBO_20230519_CS_5840_5810,2023-05-19
2023-1,LM,LM_13_OZE_20230520_CS_5810_5774,2023-05-20
2023-1,LM,LM_14_VBO_20230520_CS_5884_5842,2023-05-20
2023-1,LM,LM_13_OZE_20230521_CS_5776_5726,2023-05-21
2023-1,LM,LM_14_VBO_20230521_CS_5938_5886,2023-05-21
2023-1,LM,LM_13_OZE_20230522_CS_5724_5658,2023-05-22
2023-1,LM,LM_25_MADX_20230601_CS_899_902_SORT_ACTUALDEPTH,2023-06-01
2023-1,LM,LM_26_HIKX_20230602_CS_929_923_SORT_ACTUALDEPTHS,2023-06-02
2023-1,LM,LM_26_HIKX_20230602_CS_929_923_SORT_LWRP,2023-06-02
2023-1,LM,LM_23_OSCX_20230603_CS_792_788_SORT_ACTUALDEPTHS,2023-06-03
2023-1,LM,LM_23_OSCX_20230603_CS_792_788_SORT_LWRP,2023-06-03
2023-1,LM,LM_19_MEMX_20230604_CS_746_739_SORT_ACTUALDEPTHS,2023-06-04
2023-1,LM,LM_19_MEMX_20230604_CS_746_739_SORT_LWRP,2023-06-04
2023-1,LM,LM_18_FRIX_20230605_CS_683_680_SORT_ACTUALDEPTHS,2023-06-05
2023-1,LM,LM_16_OVLX_20230606_CS_610_607_SORT_ACTUALDEPTH,2023-06-06
2023-1,LM,LM_17_CLDX_20230607_CS_620_622_SORT_LWRP,2023-06-07
2023-1,LM,LM_16_OVLX_20230613_CS_599_601_SORT_LWRP,2023-06-13
2023-1,LM,LM_19_MEMX_20230615_CS_741_740_SORT_ACTUALDEPTHS,2023-06-15
2023-1,LM,LM_24_CARX_20230616_CS_871_869_SORT_ACTUALDEPTHS,2023-06-16
2023-1,LM,LM_15_CVB_20230618_CS_MB_5982_5977,2023-06-18
2023-1,LM,LM_15_CVB_20230618_CS_MB_5986_5982,2023-06-18
2023-1,LM,LM_12_EYB_20230626_CS_5658_5634,2023-06-26
2023-1,LM,LM_11_YBS_20230627_CS_5502_5462,2023-06-27
2023-1,LM,LM_12_EYB_20230627_CS_5632_5580,2023-06-27
2023-1,LM,LM_11_YBS_20230628_CS_5460_5420,2023-06-28
2023-1,LM,LM_12_EYB_20230628_CS_5596_553,2023-06-28
2023-1,LM,LM_11_YBS_20230629_CS_5418_5380,2023-06-29
2023-1,LM,LM_12_EYB_20230629_CS_5530_5502,2023-06-29
2023-1,LM,LM_11_YBS_20230630_CS_5382_5368,2023-06-30
2023-1,LM,LM_19_MEMX_20230702_CS_739_745_SORT_ACTUALDEPTHS,2023-07-02
2023-1,LM,LM_24_CARX_20230703_CS_842_838_SORT_ACTUALDEPTHS,2023-07-03
2023-2,LM,LM_11_YBS_20230704_CS_5368_5326,2023-07-04
2023-2,LM,LM_10_SSL_20230705_CS_5324_5270,2023-07-05
2023-2,LM,LM_24_CARX_20230705_CS_849_SORT_ACTUALDEPTHS,2023-07-05
2023-2,LM,LM_24_CARX_20230705_CS_849_SORT_LWRP,2023-07-05
2023-2,LM,LM_10_SSL_20230706_CS_5268_5234,2023-07-06
2023-2,LM,LM_15_CVB_20230709_CS_MB_5957_5953,2023-07-09
2023-2,LM,LM_09_LPM_20230712_CS_5234_5182,2023-07-12
2023-2,LM,LM_19_MEMX_20230716_CS_739_745_SORT_ACTUALDEPTHS,2023-07-16
2023-2,LM,LM_09_LPM_20230718_CS_5180_5116,2023-07-18
2023-2,LM,LM_09_LPM_20230719_CS_5180_5116,2023-07-19
2023-2,LM,LM_23_OSCX_20230719_CS_790_792_SORT_ACTUALDEPTHS,2023-07-19
2023-2,LM,LM_09_LPM_20230720_CS_5180_5116,2023-07-20
2023-2,LM,LM_24_CARX_20230721_CS_871_869_SORT_ACTUALDEPTHS,2023-07-21
2023-2,LM,LM_24_CARX_20230721_CS_871_869_SORT_LWRP,2023-07-21
2023-2,LM,LM_22_RANX_20230722_CS_771_769_SORT_ACTUALDEPTHS,2023-07-22
2023-2,LM,LM_22_RANX_20230722_CS_771_769_SORT_LWRP,2023-07-22
2023-2,LM,LM_08_MVF_20230724_CS_4958_4940,2023-07-24
2023-2,LM,LM_09_LPM_20230724_CS_5180_5116,2023-07-24
2023-2,LM,LM_08_MVF_20230725_CS_4800_4786,2023-07-25
2023-2,LM,LM_19_MEMX_20230729_CS_756_758_SORT_ACTUALDEPTHS,2023-07-29
2023-2,LM,LM_07_FMB_20230801_CS_4588_4530,2023-08-01
2023-2,LM,LM_06_MBV_20230802_CS_4530_4524,2023-08-02
2023-2,LM,LM_07_FMB_20230802_CS_4640_4590,2023-08-02
2023-2,LM,LM_17_CLDX_20230802_CS_620_621_SORT_LWRP,2023-08-02
2023-2,LM,LM_06_MBV_20230803_CS_4522_4476,2023-08-03
2023-2,LM,LM_18_FRIX_20230803_CS_652_651_SORT_ACTUALDEPTHS,2023-08-03
2023-2,LM,LM_06_MBV_20230804_CS_4474_4414,2023-08-04
2023-2,LM,LM_07_FMB_20230804_CS_4680_4642,2023-08-04
2023-2,LM,LM_16_OVLX_20230804_CS_609_607_SORT_LWRP,2023-08-04
2023-2,LM,LM_16_OVLX_20230805_CS_610_616_SORT_ACTUALDEPTHS,2023-08-05
2023-2,LM,LM_07_FMB_20230807_CS_4722_4682,2023-08-07
2023-2,LM,LM_06_MBV_20230808_CS_4414_4384,2023-08-08
2023-2,LM,LM_05_VGG_20230809_CS_4382_4344,2023-08-09
2023-2,LM,LM_07_FMB_20230809_CS_4786_4724,2023-08-09
2023-2,LM,LM_18_FRIX_20230813_CS_712_710_SORT_LWRP,2023-08-13
2023-2,LM,LM_05_VGG_20230815_CS_4342_4316,2023-08-15
2023-2,LM,LM_05_VGG_20230816_CS_4314_4276,2023-08-16
2023-2,LM,LM_04_GGK_20230817_CS_3870_3820,2023-08-17
2023-2,LM,LM_05_VGG_20230817_CS_4274_4240,2023-08-17
2023-2,LM,LM_04_GGK_20230818_CS_3898_3872,2023-08-18
2023-2,LM,LM_04_GGK_20230821_CS_3954_3900,2023-08-21
2023-2,LM,LM_05_VGG_20230821_CS_4238_4210,2023-08-21
2023-3,LM,LM_04_GGK_20230822_CS_4012_3956,2023-08-22
2023-3,LM,LM_05_VGG_20230822_CS_4208_4162,2023-08-22
2023-3,LM,LM_03_KGC_20230823_CS_3820_3796,2023-08-23
2023-3,LM,LM_04_GGK_20230823_CS_4076_4012,2023-08-23
2023-3,LM,LM_05_VGG_20230823_CS_4160_4140,2023-08-23
2023-3,LM,LM_03_KGC_20230824_CS_3794_3756,2023-08-24
2023-3,LM,LM_05_VGG_20230824_CS_4138_4082,2023-08-24
2023-3,LM,LM_03_KGC_20230825_CS_3820_3730,2023-08-25
2023-3,LM,LM_03_KGC_20230826_CS_3729_3690,2023-08-26
2023-3,LM,LM_05_VGG_20230826_CS_4080_4076,2023-08-26
2023-3,LM,LM_03_KGC_20230827_CS_3688_3660,2023-08-27
2023-3,LM,LM_19_MEMX_20230829_CS_722_718_SORT_ACTUALDEPTHS,2023-08-29
2023-3,LM,LM_19_MEMX_20230829_CS_722_718_SORT_LWRP,2023-08-29
2023-3,LM,LM_19_MEMX_20230830_CS_757_756_SORT_ACTUALDEPTHS,2023-08-30
2023-3,LM,LM_19_MEMX_20230830_CS_757_756_SORT_LWRP,2023-08-30
2023-3,LM,LM_02_GCG_20230901_CS_3660_3642,2023-09-01
2023-3,LM,LM_19_MEMX_20230901_CS_739_745_SORT_ACTUALDEPTHS,2023-09-01
2023-3,LM,LM_19_MEMX_20230901_CS_739_745_SORT_LWRP,2023-09-01
2023-3,LM,LM_02_GCG_20230902_CS_3640_3622,2023-09-02
2023-3,LM,LM_02_GCG_20230903_CS_3620_3582,2023-09-03
2023-3,LM,LM_02_GCG_20230904_CS_3580_3542,2023-09-04
2023-3,LM,LM_02_GCG_20230905_CS_3540_3512,2023-09-05
2023-3,LM,LM_26_HIKX_20230905_CS_927_929_SORT_ACTUALDEPTHS,2023-09-05
2023-3,LM,LM_02_GCG_20230906_CS_3510_3472,2023-09-06
2023-3,LM,LM_26_HIKX_20230906_CS_927_925_SORT_ACTUALDEPTHS,2023-09-06
2023-3,LM,LM_02_GCG_20230907_CS_3470_3454,2023-09-07
2023-3,LM,LM_25_MADX_20230907_CS_917_915_SORT_ACTUALDEPTHS,2023-09-07
2023-3,LM,LM_01_GCB_20230908_CS_3454_3420,2023-09-08
2023-3,LM,LM_01_GCB_20230912_CS_3418_3380,2023-09-12
2023-3,LM,LM_01_GCB_20230913_CS_3378_3328,2023-09-13
2023-3,LM,LM_23_OSCX_20230913_CS_792_789_SORT_ACTUALDEPTHS,2023-09-13
2023-3,LM,LM_01_GCB_20230914_CS_3326_3282,2023-09-14
2023-3,LM,LM_16_OVLX_20230917_CS_603_606_SORT_ACTUALDEPTHS,2023-09-17
2023-3,LM,LM_18_FRIX_20230918_CS_680_683_SORT_ACTUALDEPTHS,2023-09-18
2023-3,LM,LM_18_FRIX_20230918_CS_696_693_SORT_ACTUALDEPTHS,2023-09-18
2023-3,LM,LM_01_GCB_20230919_CS_3280_3242,2023-09-19
2023-3,LM,LM_01_GCB_20230920_CS_3240_3200,2023-09-20
2023-3,LM,LM_19_MEMX_20230920_CS_743_735_SORT_ACTUALDEPTHS,2023-09-20
2023-3,LM,LM_18_FRIX_20230926_CS_695_696_SORT_ACTUALDEPTHS,2023-09-26
2023-3,LM,LM_18_FRIX_20230926_CS_703_705_SORT_ACTUALDEPTHS,2023-09-26
2023-3,LM,LM_01_LMR_20231017_CS,2023-10-17
2023-3,LM,LM_26_HIKX_20231121_CS_929_925_SORT_ACTUALDEPTHS,2023-11-21
2024-1,LM,LM_01_HBR_20240304_CS_5419_30,2024-03-04
2024-1,LM,LM_01_HBR_20240304_OT_5383_30,2024-03-04
2024-1,LM,LM_15_CVB_20240429_CS_6000_5984,2024-04-29
2024-1,LM,LM_15_CVB_20240430_CS_6044_6002,2024-04-30
2024-1,LM,LM_15_CVB_20240501_CS_6090_6046,2024-05-01
2024-1,LM,LM_15_CVB_20240503_CS_6130_6092,2024-05-03
2024-1,LM,LM_15_CVB_20240506_CS_6170_6132,2024-05-06
2024-1,LM,LM_14_VBO_20240517_CS_5938_5904,2024-05-17
2024-1,LM,LM_14_VBO_20240518_CS_5902_5862,2024-05-18
2024-1,LM,LM_14_VBO_20240519_CS_5860_5842,2024-05-19
2024-1,LM,LM_14_VBO_20240520_CS_5840_5810,2024-05-20
2024-1,LM,LM_13_OZE_20240528_CS_5674_5658,2024-05-28
2024-1,LM,LM_13_OZE_20240529_CS_5724_5676,2024-05-29
2024-1,LM,LM_15_CVB_20240529_CS_MB_5948_5943,2024-05-29
2024-1,LM,LM_13_OZE_20240530_CS_5770_5726,2024-05-30
2024-1,LM,LM_13_OZE_20240531_CS_5810_5772,2024-05-31
2024-1,LM,LM_15_CVB_20240531_CS_MB_5953_5948,2024-05-31
2024-1,LM,LM_15_CVB_20240601_CS_MB_5958_5953,2024-06-01
2024-1,LM,LM_12_EYB_20240603_CS_5658_5642,2024-06-03
2024-1,LM,LM_15_CVB_20240603_CS_MB_5963_5958,2024-06-03
2024-1,LM,LM_12_EYB_20240604_CS_5640_5636,2024-06-04
2024-1,LM,LM_15_CVB_20240604_CS_MB_5968_5963,2024-06-04
2024-1,LM,LM_15_CVB_20240604_CS_MB_5973_5968,2024-06-04
2024-1,LM,LM_12_EYB_20240605_CS_5636_5590,2024-06-05
2024-1,LM,LM_15_CVB_20240605_CS_MB_5978_5973,2024-06-05
2024-1,LM,LM_15_CVB_20240605_CS_MB_5983_5978,2024-06-05
2024-1,LM,LM_12_EYB_20240606_CS_5588_5548,2024-06-06
2024-1,LM,LM_15_CVB_20240606_CS_MB_5988_5983,2024-06-06
2024-1,LM,LM_12_EYB_20240610_CS_5546_5502,2024-06-10
2024-1,LM,LM_11_YBS_20240614_CS_5394_5368,2024-06-14
2024-1,LM,LM_11_YBS_20240618_CS_5414_5392,2024-06-18
2024-1,LM,LM_11_YBS_20240625_CS_5426_5394,2024-06-25
2024-1,LM,LM_11_YBS_20240626_CS_5468_5428,2024-06-26
2024-1,LM,LM_11_YBS_20240628_CS_5502_5470,2024-06-28
2024-1,LM,LM_10_SSL_20240702_CS_5368_5346,2024-07-02
2024-2,LM,LM_10_SSL_20240703_CS_5344_5306,2024-07-03
2024-2,LM,LM_10_SSL_20240704_CS_5304_5272,2024-07-04
2024-2,LM,LM_18_FRIX_20240709_CS_680_682_SORT_ACTUALDEPTHS,2024-07-09
2024-2,LM,LM_10_SSL_20240711_CS_5282_5234,2024-07-11
2024-2,LM,LM_09_LPM_20240716_CS_4996_4958,2024-07-16
2024-2,LM,LM_10_SSL_20240716_CS_5344_5344,2024-07-16
2024-2,LM,LM_09_LPM_20240717_CS_5046_4998,2024-07-17
2024-2,LM,LM_09_LPM_20240718_CS_5092_5048,2024-07-18
2024-2,LM,LM_08_MVF_20240722_CS_4958_4940,2024-07-22
2024-2,LM,LM_09_LPM_20240722_CS_5114_5094,2024-07-22
2024-2,LM,LM_07_FMB_20240723_CS_4786_4780,2024-07-23
2024-2,LM,LM_09_LPM_20240723_CS_5144_5116,2024-07-23
2024-2,LM,LM_07_FMB_20240724_CS_4778_4762,2024-07-24
2024-2,LM,LM_08_MVF_20240724_CS_4800_4786,2024-07-24
2024-2,LM,LM_09_LPM_20240724_CS_5182_5146,2024-07-24
2024-2,LM,LM_06_MBV_20240725_CS_4530_4518,2024-07-25
2024-2,LM,LM_09_LPM_20240725_CS_5234_5184,2024-07-25
2024-2,LM,LM_06_MBV_20240726_CS_4516_4478,2024-07-26
2024-2,LM,LM_07_FMB_20240729_CS_4760_4704,2024-07-29
2024-2,LM,LM_06_MBV_20240730_CS_4476_4414,2024-07-30
2024-2,LM,LM_07_FMB_20240730_CS_4702_4650,2024-07-30
2024-2,LM,LM_07_FMB_20240731_CS_4648_4602,2024-07-31
2024-2,LM,LM_05_VGG_20240801_CS_4414_4374,2024-08-01
2024-2,LM,LM_07_FMB_20240801_CS_4600_4532,2024-08-01
2024-2,LM,LM_04_GGK_20240803_CS_4076_4018,2024-08-03
2024-2,LM,LM_04_GGK_20240804_CS_4016_3958,2024-08-04
2024-2,LM,LM_04_GGK_20240805_CS_3956_3904,2024-08-05
2024-2,LM,LM_05_VGG_20240805_CS_4372_4328,2024-08-05
2024-2,LM,LM_04_GGK_20240806_CS_3902_3852,2024-08-06
2024-2,LM,LM_05_VGG_20240806_CS_4326_4276,2024-08-06
2024-2,LM,LM_18_FRIX_20240806_CS_684_688_SORT_ACTUALDEPTHS,2024-08-06
2024-2,LM,LM_04_GGK_20240807_CS_3850_3820,2024-08-07
2024-2,LM,LM_05_VGG_20240807_CS_4274_4226,2024-08-07
2024-2,LM,LM_04_GGK_20240808_CS_4024_4020,2024-08-08
2024-3,LM,LM_05_VGG_20240808_CS_4224_4168,2024-08-08
2024-3,LM,LM_03_KGC_20240809_CS_3820_3770,2024-08-09
2024-3,LM,LM_05_VGG_20240809_CS_4166_4114,2024-08-09
2024-3,LM,LM_03_KGC_20240812_CS_3768_3708,2024-08-12
2024-3,LM,LM_03_KGC_20240813_CS_3706_3660,2024-08-13
2024-3,LM,LM_05_VGG_20240813_CS_4112_4076,2024-08-13
2024-3,LM,LM_18_FRIX_20240813_CS_709_712_SORT_ACTUALDEPTHS,2024-08-13
2024-3,LM,LM_26_HIKX_20240814_CS_919_922_SORT_ACTUALDEPTHS,2024-08-14
2024-3,LM,LM_02_GCG_20240815_CS_3660_3624,2024-08-15
2024-3,LM,LM_05_VGG_20240815_CS_4166_4114,2024-08-15
2024-3,LM,LM_02_GCG_20240816_CS_3624_3612,2024-08-16
2024-3,LM,LM_02_GCG_20240817_CS_3610_3542,2024-08-17
2024-3,LM,LM_02_GCG_20240818_CS_3540_3474,2024-08-18
2024-3,LM,LM_02_GCG_20240819_CS_3472_3454,2024-08-19
2024-3,LM,LM_23_OSCX_20240826_CS_836_842_SORT_ACTUALDEPTHS,2024-08-26
2024-3,LM,LM_18_FRIX_20240903_CS_698_694_SORT_ACTUALDEPTHS,2024-09-03
2024-3,LM,LM_19_MEMX_20240903_CS_756_757_SORT_ACTUALDEPTHS,2024-09-03
2024-3,LM,LM_17_CLDX_20240904_CS_619_621_SORT_ACTUALDEPTHS,2024-09-04
2024-3,LM,LM_23_OSCX_20240909_CS_789_786_SORT_ACTUALDEPTHS,2024-09-09
2024-3,LM,LM_26_HIKX_20240911_CS_921_937_SORT_ACTUALDEPTHS,2024-09-11
2024-3,LM,LM_26_HIKX_20240911_CS_952_953_SORT_ACTUALDEPTHS,2024-09-11
2024-3,LM,LM_23_OSCX_20240919_CS_794_796_SORT_ACTUALDEPTHS,2024-09-19
2024-3,LM,LM_19_MEMX_20240923_CS_736_739_SORT_ACTUALDEPTHS,2024-09-23
2024-3,LM,LM_26_HIKX_20240923_CS_919_924_SORT_ACTUALDEPTHS,2024-09-23
2024-3,LM,LM_16_OVLX_20240924_CS_607_609_SORT_ACTUALDEPTHS,2024-09-24
2024-3,LM,LM_25_MADX_20240924_CS_913_916_SORT_ACTUALDEPTHS,2024-09-24
2024-3,LM,LM_26_HIKX_20240925_CS_924_919_SORT_ACTUALDEPTHS,2024-09-25
2024-3,LM,LM_18_FRIX_20240926_CS_701_706_SORT_ACTUALDEPTHS,2024-09-26
2024-3,LM,LM_18_FRIX_20240930_CS_704_705_SORT_ACTUALDEPTHS,2024-09-30
2024-3,LM,LM_19_MEMX_20240930_CS_739_740_SORT_ACTUALDEPTHS,2024-09-30
2024-3,LM,LM_26_HIKX_20241010_CS_922_927_SORT_ACTUALDEPTHS,2024-10-10
2024-3,LM,LM_18_FRIX_20241016_CS_709_712_SORT_ACTUALDEPTHS,2024-10-16
2024-3,LM,LM_23_OSCX_20241021_CS_783_786_SORT_ACTUALDEPTHS,2024-10-21
2024-3,LM,LM_23_OSCX_20241021_CS_802_804_SORT_ACTUALDEPTHS,2024-10-21
2025-1,LM,LM_01_HBR_20250116_CS_5518_30,2025-01-16
2025-1,LM,LM_01_HBR_20250116_OT_5517_30,2025-01-16
2025-1,LM,LM_01_HBR_20250224_AD_5547_30,2025-02-24
2025-1,LM,LM_15_CVB_20250325_CS_6170_6156,2025-03-25
2025-1,LM,LM_15_CVB_20250401_CS_6154_6148,2025-04-01
2025-1,LM,LM_15_CVB_20250402_CS_6154_6130,2025-04-02
2025-1,LM,LM_15_CVB_20250403_CS_6132_6106,2025-04-03
2025-1,LM,LM_15_CVB_20250404_CS_6106_6072,2025-04-04
2025-1,LM,LM_15_CVB_20250405_CS_6082_6050,2025-04-05
2025-1,LM,LM_15_CVB_20250406_CS_6048_6014,2025-04-06
2025-1,LM,LM_15_CVB_20250407_CS_6022_5984,2025-04-07
2025-1,LM,LM_15_CVB_20250415_CS_MB_5983_5978,2025-04-15
2025-1,LM,LM_15_CVB_20250415_CS_MB_5988_5983,2025-04-15
2025-1,LM,LM_15_CVB_20250416_CS_MB_5973_5968,2025-04-16
2025-1,LM,LM_15_CVB_20250416_CS_MB_5978_5973,2025-04-16
2025-1,LM,LM_15_CVB_20250417_CS_MB_5958_5953,2025-04-17
2025-1,LM,LM_15_CVB_20250417_CS_MB_5963_5958,2025-04-17
2025-1,LM,LM_15_CVB_20250417_CS_MB_5968_5963,2025-04-17
2025-1,LM,LM_15_CVB_20250421_CS_MB_5953_5948,2025-04-21
2025-1,LM,LM_15_CVB_20250422_CS_MB_5948_5943,2025-04-22
2025-1,LM,LM_14_VBO_20250423_CS_5938_5914,2025-04-23
2025-1,LM,LM_15_CVB_20250423_CS_MB_5943_5938,2025-04-23
2025-1,LM,LM_14_VBO_20250424_CS_5921_5900,2025-04-24
2025-1,LM,LM_14_VBO_20250425_CS_5888_5850,2025-04-25
2025-1,LM,LM_14_VBO_20250426_CS_5850_5820,2025-04-26
2025-1,LM,LM_14_VBO_20250427_CS_5818_5810,2025-04-27
2025-1,LM,LM_13_OZE_20250505_CS_5810_5802,2025-05-05
2025-1,LM,LM_13_OZE_20250507_CS_5800_5792,2025-05-07
2025-1,LM,LM_13_OZE_20250508_CS_5790_5778,2025-05-08
2025-1,LM,LM_13_OZE_20250509_CS_5776_5748,2025-05-09
2025-1,LM,LM_24_CARX_20250510_CS_849_SORT_ACTUALDEPTHS,2025-05-10
2025-1,LM,LM_13_OZE_20250511_CS_5746_5722,2025-05-11
2025-1,LM,LM_13_OZE_20250512_CS_5720_5672,2025-05-12
2025-1,LM,LM_13_OZE_20250513_CS_5680_5658,2025-05-13
2025-1,LM,LM_12_EYB_20250520_CS_5658_5622,2025-05-20
2025-1,LM,LM_12_EYB_20250521_CS_5620_5604,2025-05-21
2025-1,LM,LM_12_EYB_20250522_CS_5602_5584,2025-05-22
2025-1,LM,LM_12_EYB_20250523_CS_5582_5532,2025-05-23
2025-1,LM,LM_12_EYB_20250524_CS_5530_5502,2025-05-24
2025-1,LM,LM_11_YBS_20250525_CS_5502_5478,2025-05-25
2025-1,LM,LM_11_YBS_20250526_CS_5484_5448,2025-05-26
2025-1,LM,LM_11_YBS_20250527_CS_5458_5416,2025-05-27
2025-1,LM,LM_11_YBS_20250528_CS_5414_5406,2025-05-28
2025-1,LM,LM_11_YBS_20250602_CS_5404_5396,2025-06-02
2025-1,LM,LM_10_SSL_20250603_CS_5368_5330,2025-06-03
2025-1,LM,LM_11_YBS_20250603_CS_5412_5368,2025-06-03
2025-1,LM,LM_09_LPM_20250604_CS_5234_5220,2025-06-04
2025-1,LM,LM_10_SSL_20250604_CS_5328_5286,2025-06-04
2025-1,LM,LM_09_LPM_20250605_CS_5218_5206,2025-06-05
2025-1,LM,LM_10_SSL_20250605_CS_5284_5262,2025-06-05
2025-1,LM,LM_09_LPM_20250606_CS_5204_5176,2025-06-06
2025-1,LM,LM_10_SSL_20250606_CS_5260_5234,2025-06-06
2025-1,LM,LM_11_YBS_20250606_CS_5386_5384,2025-06-06
2025-1,LM,LM_09_LPM_20250607_CS_5176_5142,2025-06-07
2025-1,LM,LM_08_MVF_20250609_CS_4958_4938,2025-06-09
2025-1,LM,LM_09_LPM_20250609_CS_5140_5116,2025-06-09
2025-1,LM,LM_07_FMB_20250610_CS_4786_4776,2025-06-10
2025-1,LM,LM_08_MVF_20250610_CS_4936_4896,2025-06-10
2025-1,LM,LM_09_LPM_20250610_CS_5140_5088,2025-06-10
2025-1,LM,LM_18_FRIX_20250610_CS_709_712_SORT_ACTUALDEPTHS,2025-06-10
2025-1,LM,LM_08_MVF_20250611_CS_4894_4862,2025-06-11
2025-2,LM,LM_09_LPM_20250611_CS_5100_5086,2025-06-11
2025-2,LM,LM_19_MEMX_20250612_CS_732_734_SORT_ACTUALDEPTHS,2025-06-12
2025-2,LM,LM_19_MEMX_20250612_CS_735_738_SORT_ACTUALDEPTHS,2025-06-12
2025-2,LM,LM_19_MEMX_20250613_CS_739_744_SORT_ACTUALDEPTHS,2025-06-13
2025-2,LM,LM_09_LPM_20250616_CS_5086_5064,2025-06-16
2025-2,LM,LM_19_MEMX_20250616_CS_755_758_SORT_ACTUALDEPTHS,2025-06-16
2025-2,LM,LM_07_FMB_20250617_CS_4774_4736,2025-06-17
2025-2,LM,LM_08_MVF_20250617_CS_4860_4826,2025-06-17
2025-2,LM,LM_09_LPM_20250617_CS_5082_5046,2025-06-17
2025-2,LM,LM_16_OVLX_20250617_CS_607_609_SORT_ACTUALDEPTHS,2025-06-17
2025-2,LM,LM_17_CLDX_20250617_CS_619_621_SORT_ACTUALDEPTHS,2025-06-17
2025-2,LM,LM_07_FMB_20250618_CS_4734_4696,2025-06-18
2025-2,LM,LM_08_MVF_20250618_CS_4824_4786,2025-06-18
2025-2,LM,LM_09_LPM_20250618_CS_5044_5002,2025-06-18
2025-2,LM,LM_18_FRIX_20250618_CS_651_653_SORT_ACTUALDEPTHS,2025-06-18
2025-2,LM,LM_18_FRIX_20250618_CS_679_682_SORT_ACTUALDEPTHS,2025-06-18
2025-2,LM,LM_06_MBV_20250619_CS_4456_4414,2025-06-19
2025-2,LM,LM_07_FMB_20250619_CS_4694_4676,2025-06-19
2025-2,LM,LM_09_LPM_20250619_CS_5000_4958,2025-06-19
2025-2,LM,LM_06_MBV_20250620_CS_4490_4458,2025-06-20
2025-2,LM,LM_07_FMB_20250620_CS_4674_4636,2025-06-20
2025-2,LM,LM_06_MBV_20250621_CS_4530_4492,2025-06-21
2025-2,LM,LM_07_FMB_20250621_CS_4634_4604,2025-06-21
2025-2,LM,LM_07_FMB_20250622_CS_4602_4570,2025-06-22
2025-2,LM,LM_07_FMB_20250623_CS_4568_4530,2025-06-23
2025-2,LM,LM_18_FRIX_20250625_CS_709_712_SORT_ACTUALDEPTHS,2025-06-25
2025-2,LM,LM_10_SSL_20250702_CS_5368_5346,2025-07-02
2025-2,LM,LM_04_GGK_20250704_CS_3846_3820,2025-07-04
2025-2,LM,LM_04_GGK_20250705_CS_3898_3848,2025-07-05
2025-2,LM,LM_04_GGK_20250706_CS_3888_3868,2025-07-06
2025-2,LM,LM_04_GGK_20250707_CS_3928_3890,2025-07-07
2025-2,LM,LM_04_GGK_20250708_CS_3950_3914,2025-07-08
2025-2,LM,LM_04_GGK_20250709_CS_3980_3952,2025-07-09
2025-2,LM,LM_05_VGG_20250709_CS_4414_4400,2025-07-09
