,date,stlouis,chester,capegir,wickliffe,hickman,newmadrid,tipton,caruthers,osceola,memphis,mhoonl,helena,friarsp,rosedale,arkcity,greenville,lakeprov,vicksburg,natchez
0,2000-01-01,380.69,342.97,,,270.72999999999996,256.88,,239.53,205.23,175.53,,143.20000000000002,,,99.86,89.42,,55.03,34.379999999999995
1,2000-01-02,381.46999999999997,343.76,,,271.22999999999996,257.28,,239.51,204.73,175.03,,142.8,,,98.66000000000001,88.11999999999999,,53.73,32.879999999999995
2,2000-01-03,382.55,344.93,,,271.93,257.97999999999996,,239.79,204.53,174.83,,142.20000000000002,,,98.36,87.72,,52.33,31.58
3,2000-01-04,382.69,345.69,,,281.63,261.58,,241.99,204.63,175.03,,141.9,,,97.86,87.11999999999999,,51.83,30.479999999999997
4,2000-01-05,381.65999999999997,345.86,,,285.53,260.08,,248.49,208.23,176.43,,142.20000000000002,,,99.06,87.72,,51.03,29.68
5,2000-01-06,380.96999999999997,344.8,,,286.72999999999996,272.47999999999996,,253.19,214.33,181.43,,144.49,,,99.36,88.52,,51.53,29.18
6,2000-01-07,381.81,344.54,,,288.22999999999996,274.38,,255.69,218.53,186.73,,149.8,,,98.96000000000001,87.92,,52.03,29.38
7,2000-01-08,380.21,344.75,,,288.13,274.78,,256.59000000000003,221.33,190.63,,154.8,,,102.56,90.32,,51.93,29.78
8,2000-01-09,381.46,343.72,,,286.93,273.88,,256.19,222.23,192.83,,158.5,,,106.26,94.22,,53.93,30.18
9,2000-01-10,381.63,344.55,,,285.22999999999996,272.28,,255.09,221.63,193.03,,160.3,,,109.06,97.52,,57.629999999999995,32.379999999999995
10,2000-01-11,382.15,345.14000000000004,,,283.93,270.88,,253.79,220.23,192.13,,160.4,,,111.16000000000001,100.02,,61.129999999999995,35.68
11,2000-01-12,380.97999999999996,345.09000000000003,,,282.93,269.78,,252.59,218.83,190.73,,159.70000000000002,,,111.76,101.12,,64.23,38.78
12,2000-01-13,381.96,344.43,,,282.53,269.08,,251.89000000000001,217.73,189.43,,158.60000000000002,,,111.46000000000001,101.02,,65.33,40.980000000000004
13,2000-01-14,382.03999999999996,345.09000000000003,,,281.33,268.18,,251.19,216.93,188.43,,157.4,,,110.76,100.52,,65.83,41.980000000000004
14,2000-01-15,381.46,345.04,,,283.22999999999996,270.28,,252.87,219.42,190.8,,158.88000000000002,,,111.36,99.62,,64.31,41.37
15,2000-01-16,380.78,344.87,,,278.43,265.08,,248.49,214.83,186.53,,155.5,,,109.26,98.91999999999999,,64.23,41.879999999999995
16,2000-01-17,380.09999999999997,344.02000000000004,,,269.33,264.38,,247.29,213.35,185.23,,154.4,,,108.36,98.12,,64.03,41.379999999999995
17,2000-01-18,380.62,343.29,,,284.32,271.01,262.63,253.13,219.25,190.54,,157.93,,,110.73,97.22,,64.55,42.87
18,2000-01-19,380.27,343.53000000000003,,,277.03,263.58,,246.69,212.03,183.16,,151.70000000000002,,,106.76,96.41999999999999,,61.83,39.980000000000004
19,2000-01-20,381.06,343.44,,,275.93,261.88,,245.49,211.43,182.73,,150.9,,,105.86,95.41999999999999,,61.03,39.28
20,2000-01-21,380.83,344.04,,,275.22999999999996,261.08,,244.39000000000001,210.23,181.73,,150.20000000000002,,,105.36,94.91999999999999,,60.129999999999995,38.379999999999995
21,2000-01-22,379.83,343.86,,,275.33,260.88,,243.99,209.23,180.63,,149.10000000000002,,,104.56,94.02,,59.43,37.480000000000004
22,2000-01-23,380.0,343.28000000000003,,,275.03,260.78,,243.89000000000001,208.73,179.93,,148.10000000000002,,,103.76,93.42,,58.629999999999995,36.68
23,2000-01-24,379.88,343.05,,,273.53,259.65,,243.39000000000001,208.43,179.53,,147.3,,,102.76,92.11999999999999,,57.83,35.98
24,2000-01-25,379.15999999999997,342.87,,,273.53,258.84999999999997,,242.09,207.63,179.13,,146.8,,,102.36,91.61999999999999,,56.629999999999995,35.08
25,2000-01-26,378.76,342.72,,,274.22999999999996,259.06,,241.89000000000001,206.53,178.13,,146.3,,,102.06,91.32,,55.93,34.18
26,2000-01-27,379.75,342.01,,,274.33,259.76,,242.69,206.73,177.53,,145.31,,,101.46000000000001,90.72,,55.53,33.48
27,2000-01-28,381.4,342.75,,,274.93,260.08,,242.89000000000001,207.23,177.73,,144.91000000000003,,,100.96000000000001,90.32,,54.93,32.98
28,2000-01-29,381.40999999999997,344.18,,,273.83,260.18,,243.29,207.53,178.23,,145.19,,,100.66000000000001,89.82,,54.43,32.48
29,2000-01-30,380.91999999999996,344.29,,,272.33,258.83,,242.59,207.63,178.53,,145.54000000000002,,,100.46000000000001,89.72,,53.93,31.979999999999997
30,2000-01-31,380.82,343.93,,,271.22999999999996,258.08,,241.59,206.73,178.23,,145.77,,,100.76,89.82,,53.629999999999995,31.479999999999997
31,2000-02-01,380.06,343.70000000000005,,,271.43,257.58,,241.09,206.03,177.33,,145.36,,,100.46000000000001,89.72,,53.629999999999995,31.38
32,2000-02-02,379.59999999999997,343.1,,,271.33,257.08,,240.49,205.33,176.63,,144.47,,,100.46000000000001,89.52,,53.629999999999995,31.38
33,2000-02-03,379.84999999999997,342.65000000000003,,,271.43,257.08,,240.29,205.03,176.03,,143.8,,,100.06,89.32,,53.43,31.28
34,2000-02-04,381.32,343.3,,,271.72999999999996,257.28,,240.29,204.93,175.73,,143.20000000000002,,,99.16000000000001,88.72,,53.129999999999995,31.18
35,2000-02-05,380.5,344.05,,,271.03,257.18,,240.59,204.93,175.63,,142.9,,,99.06,88.32,,52.53,30.88
36,2000-02-06,380.46999999999997,343.46000000000004,,,270.83,257.08,,240.39000000000001,205.13,175.83,,142.9,,,98.26,87.92,,52.03,30.38
37,2000-02-07,381.13,343.46000000000004,,,271.13,257.18,,240.39000000000001,204.93,175.83,,143.0,,,98.06,87.32,,51.53,29.88
38,2000-02-08,379.93,343.91,,,271.03,257.18,,240.49,204.93,175.73,,142.9,,,98.06,87.22,,51.03,29.38
39,2000-02-09,379.99,343.41,,,270.93,257.18,,240.49,205.23,175.83,,142.9,,,98.16000000000001,87.42,,50.73,28.979999999999997
40,2000-02-10,379.41999999999996,342.92,,,270.93,257.18,,240.39000000000001,205.03,175.83,,142.9,,,98.26,87.42,,50.83,28.68
41,2000-02-11,379.93,342.47,,,270.83,256.97999999999996,,240.29,204.93,175.73,,142.9,,,97.86,87.22,,51.73,28.68
42,2000-02-12,378.78999999999996,342.72,,,270.63,256.88,,240.19,204.93,175.83,,142.9,,,97.66000000000001,86.92,,50.629999999999995,28.68
43,2000-02-13,380.26,342.43,,,271.03,256.97999999999996,,240.09,204.93,175.63,,142.8,,,97.76,87.02,,50.43,28.479999999999997
44,2000-02-14,380.03,342.95000000000005,,,272.72999999999996,258.15999999999997,,240.69,204.93,175.53,,142.8,,,97.76,86.92,,50.33,28.28
45,2000-02-15,379.96,343.03000000000003,,,276.53,260.58,,242.29,205.53,176.03,,142.8,,,97.96000000000001,87.22,,50.23,28.28
46,2000-02-16,379.96999999999997,342.79,,,280.93,264.97999999999996,,245.49,207.53,177.23,,143.3,,,97.76,87.02,,50.43,28.28
47,2000-02-17,379.59999999999997,343.0,,,285.33,270.18,,249.99,211.23,179.73,,144.68,,,97.46000000000001,86.72,,50.43,28.38
48,2000-02-18,382.65,343.19,,,288.43,273.88,,254.49,215.93,184.01,,147.8,,,98.36,87.22,,50.23,28.28
49,2000-02-19,383.76,346.0,,,291.43,276.78,,257.49,220.43,188.73,,152.20000000000002,,,100.46000000000001,88.82,,50.83,28.28
50,2000-02-20,385.19,347.16,,,293.43,278.88,,259.89,224.73,193.53,,157.0,,,104.06,92.02,,52.43,28.78
51,2000-02-21,383.9,348.06,,,295.03,280.38,,261.39,227.43,197.33,,161.8,,,107.06,95.22,,55.43,30.38
52,2000-02-22,382.65,347.3,,,296.22999999999996,281.58,,262.59000000000003,229.13,199.33,,165.3,,,110.86,99.02,,58.93,33.28
53,2000-02-23,381.53,346.02000000000004,,,296.93,282.47999999999996,,263.39,230.43,200.63,,167.3,,,114.06,102.62,,63.03,36.68
54,2000-02-24,380.90999999999997,344.92,,,297.53,282.97999999999996,,263.89,231.33,201.63,,168.70000000000002,,,116.46000000000001,105.32,,66.83,40.58
55,2000-02-25,381.24,344.74,,,298.03,283.38,,264.29,231.83,202.33,,169.60000000000002,,,118.26,107.22,,69.83,44.18
56,2000-02-26,383.09999999999997,344.83000000000004,,,298.43,283.88,,264.79,232.43,202.83,,170.3,,,119.56,108.82,,71.93,46.879999999999995
57,2000-02-27,385.8,347.23,,,299.33,284.38,,265.19,233.13,203.93,,171.4,,,120.56,109.91999999999999,,73.63,48.78
58,2000-02-28,388.82,350.09000000000003,,,300.03,285.28,,266.09000000000003,233.93,204.33,,172.3,,,121.96000000000001,111.12,,74.83,50.78
59,2000-02-29,389.74,352.3,,,300.13,285.47999999999996,,266.39,234.63,204.83,,172.9,,,122.96000000000001,112.12,,76.13,52.28
60,2000-03-01,389.76,352.85,,,299.63,285.08,,266.29,234.83,205.23,,173.4,,,123.36000000000001,112.82,,77.22999999999999,53.379999999999995
61,2000-03-02,388.83,352.91,,,298.43,284.28,,265.69,234.53,205.13,,173.70000000000002,,,123.56,113.12,,77.83,54.28
62,2000-03-03,388.24,351.85,,,296.03,282.47999999999996,,264.29,233.53,204.63,,173.5,,,123.86000000000001,113.41999999999999,,78.22999999999999,55.08
63,2000-03-04,389.84999999999997,352.08000000000004,,,293.43,280.08,,262.19,231.53,203.33,,172.70000000000002,,,124.06,113.32,,78.63,55.480000000000004
64,2000-03-05,389.8,352.90000000000003,,,291.03,277.88,,260.19,229.13,201.13,,171.20000000000002,,,122.96000000000001,112.82,,78.83,55.980000000000004
65,2000-03-06,389.84,353.03000000000003,,,289.33,276.18,,258.49,226.63,198.93,,169.20000000000002,,,121.86000000000001,111.82,,79.13,56.17999999999999
66,2000-03-07,388.60999999999996,352.81,,,288.72999999999996,275.18,,257.39,224.73,196.93,,167.10000000000002,,,120.46000000000001,110.62,,78.43,55.879999999999995
67,2000-03-08,388.44,351.95000000000005,,,287.93,274.58,,256.79,223.63,195.43,,165.20000000000002,,,118.76,109.12,,77.13,55.17999999999999
68,2000-03-09,387.83,351.42,,,286.63,273.47999999999996,,255.99,222.83,194.63,,163.8,,,117.56,107.82,,76.03,54.08
69,2000-03-10,387.52,351.07,,,284.93,271.97999999999996,,254.79,221.63,193.63,,162.8,,,116.76,107.02,,74.43,52.78
70,2000-03-11,386.89,350.52000000000004,,,282.43,269.88,,253.29,220.13,192.33,,161.70000000000002,,,115.96000000000001,106.32,,73.53,51.78
71,2000-03-12,387.21999999999997,350.34000000000003,,,279.93,267.38,,251.09,218.23,190.73,,160.3,,,114.76,105.12,,72.53,50.68
72,2000-03-13,387.05,350.47,,,278.72999999999996,265.47999999999996,,248.89000000000001,215.93,188.63,,158.70000000000002,,,112.86,103.52,,71.63,49.68
73,2000-03-14,386.07,350.1,,,279.93,265.47999999999996,,247.89000000000001,213.96,186.33,,156.60000000000002,,,110.96000000000001,101.62,,70.63,48.78
74,2000-03-15,385.21,349.19,,,281.63,267.18,,248.89000000000001,213.38,184.73,,154.5,,,109.46000000000001,99.91999999999999,,68.93,47.480000000000004
75,2000-03-16,384.37,348.3,,,281.93,268.28,,250.29,214.53,185.03,,153.4,,,108.56,98.91999999999999,,67.03,45.980000000000004
76,2000-03-17,385.62,347.91,,,283.03,268.97999999999996,,250.89000000000001,215.83,186.43,,154.0,,,108.06,98.12,,65.53,44.58
77,2000-03-18,385.31,348.53000000000003,,,284.43,270.47999999999996,,252.09,216.83,187.43,,155.10000000000002,,,108.86,98.62,,64.42999999999999,43.379999999999995
78,2000-03-19,385.72999999999996,348.6,,,285.03,271.47999999999996,,253.39000000000001,218.03,188.53,,156.20000000000002,,,110.36,99.91999999999999,,63.83,42.480000000000004
79,2000-03-20,386.56,349.02000000000004,,,285.53,271.88,,253.89000000000001,219.23,190.23,,157.5,,,111.36,101.02,,64.53,42.18
80,2000-03-21,386.90999999999997,350.1,,,288.22999999999996,273.78,,254.89000000000001,220.13,191.13,,158.8,,,112.66000000000001,102.22,,65.83,42.980000000000004
81,2000-03-22,385.65,350.08000000000004,,,290.63,276.38,,257.29,221.93,192.23,,159.60000000000002,,,113.46000000000001,103.22,,67.03,44.08
82,2000-03-23,386.09999999999997,349.41,,,292.03,277.78,,258.89,224.63,194.63,,160.9,,,114.26,103.91999999999999,,68.03,45.08
83,2000-03-24,386.53999999999996,349.67,,,292.83,278.78,,259.99,226.53,196.83,,163.3,,,115.76,105.32,,68.83,46.18
84,2000-03-25,385.78999999999996,349.8,,,293.33,279.28,,260.49,227.53,198.03,,165.3,,,117.36000000000001,106.91999999999999,,70.43,47.28
85,2000-03-26,385.66999999999996,349.20000000000005,,,293.22999999999996,279.28,,260.69,227.93,198.73,,166.4,,,118.76,108.32,,70.83,48.379999999999995
86,2000-03-27,385.51,348.92,,,292.83,278.97999999999996,,260.49,228.03,198.93,,167.10000000000002,,,119.46000000000001,109.22,,72.22999999999999,49.58
87,2000-03-28,384.76,348.99,,,292.33,278.47999999999996,,260.19,227.63,198.83,,167.20000000000002,,,120.06,109.82,,73.53,50.68
88,2000-03-29,384.35999999999996,347.68,,,291.22999999999996,277.78,,259.59000000000003,227.13,198.43,,166.9,,,120.16,110.12,,74.33,51.78
89,2000-03-30,385.07,347.54,,,288.93,275.97999999999996,,258.39,226.23,197.83,,166.60000000000002,,,120.06,110.02,,75.13,52.68
90,2000-03-31,386.38,348.45000000000005,,,286.22999999999996,273.58,,256.49,224.43,196.53,,165.8,,,120.06,109.62,,75.53,53.17999999999999
91,2000-04-01,386.49,349.48,,,283.63,271.08,,254.29,222.03,194.53,,164.3,,,119.56,109.22,,75.72999999999999,53.480000000000004
92,2000-04-02,386.08,,,,282.53,269.47999999999996,,252.59,219.83,192.63,,162.60000000000002,,,118.86000000000001,108.12,,75.63,53.480000000000004
93,2000-04-03,385.21,349.11,,,282.22999999999996,268.78,,251.59,218.13,190.63,,160.70000000000002,,,117.56,107.02,,75.63,54.17999999999999
94,2000-04-04,385.02,348.46000000000004,,,283.03,260.08,,251.29,217.23,189.73,,159.3,,,116.46000000000001,106.02,,75.43,54.980000000000004
95,2000-04-05,383.75,348.01,,,284.63,270.28,,251.99,217.33,188.73,,158.20000000000002,,,115.46000000000001,105.02,,74.83,54.480000000000004
96,2000-04-06,384.52,346.96000000000004,,,288.43,273.68,,254.19,218.33,188.93,,157.4,,,114.36,103.91999999999999,,73.83,53.879999999999995
97,2000-04-07,384.22999999999996,347.48,,,290.83,276.58,,257.19,221.13,190.63,,157.60000000000002,,,113.26,103.52,,72.72999999999999,53.17999999999999
98,2000-04-08,384.28,347.39000000000004,,,292.53,277.97999999999996,,258.99,224.43,194.03,,159.4,,,113.16000000000001,103.82,,71.72999999999999,52.379999999999995
99,2000-04-09,383.34,347.52000000000004,,,293.72999999999996,279.47999999999996,,260.29,226.53,196.53,,162.3,,,113.76,105.12,,71.33,51.68
100,2000-04-10,383.78999999999996,347.16,,,294.93,280.58,,261.39,228.03,198.23,,164.8,,,115.46000000000001,106.82,,71.53,51.379999999999995
101,2000-04-11,382.77,346.37,,,295.63,281.28,,262.19,229.33,199.53,,166.3,,,117.06,107.52,,72.72999999999999,51.879999999999995
102,2000-04-12,383.57,346.15000000000003,,,296.33,281.88,,262.79,230.33,200.83,,168.10000000000002,,,117.96000000000001,109.02,,74.22999999999999,52.980000000000004
103,2000-04-13,383.05,346.18,,,296.13,282.08,,263.29,231.13,201.53,,169.20000000000002,,,119.26,109.72,,75.22999999999999,54.08
104,2000-04-14,383.59,346.31,,,295.13,281.28,,262.69,231.13,202.03,,170.0,,,120.36000000000001,110.82,,76.22999999999999,54.980000000000004
105,2000-04-15,382.7,346.34000000000003,,,294.53,280.58,,262.09000000000003,230.43,201.53,,170.20000000000002,,,121.26,111.41999999999999,,77.13,55.78
106,2000-04-16,381.97999999999996,345.58000000000004,,,294.03,280.18,,261.59000000000003,229.83,200.93,,169.8,,,121.76,111.32,,77.93,56.67999999999999
107,2000-04-17,382.58,345.15000000000003,,,293.53,279.68,,261.19,229.13,200.43,,169.20000000000002,,,121.46000000000001,110.82,,78.53,57.08
108,2000-04-18,382.72999999999996,345.55,,,292.53,278.88,,260.59000000000003,228.63,199.83,,168.70000000000002,,,120.86000000000001,110.12,,78.33,57.28
109,2000-04-19,381.87,345.77000000000004,,,291.22999999999996,277.88,,259.79,227.73,199.23,,168.0,,,119.96000000000001,109.32,,77.72999999999999,57.08
110,2000-04-20,383.59,345.1,,,289.83,276.58,,258.69,226.53,198.23,,167.4,,,119.26,108.82,,76.83,56.480000000000004
111,2000-04-21,383.68,346.39000000000004,,,287.93,274.78,,257.29,225.13,196.93,,166.20000000000002,,,118.76,107.91999999999999,,75.93,55.58
112,2000-04-22,385.88,346.99,,,286.13,273.08,,255.79,223.43,195.43,,164.9,,,117.76,106.62,,77.33,54.58
113,2000-04-23,389.49,349.70000000000005,,,285.93,272.38,,254.69,221.63,193.83,,163.3,,,116.46000000000001,105.41999999999999,,74.33,53.78
114,2000-04-24,390.65,352.61,,,287.22999999999996,273.08,,254.89000000000001,220.83,192.63,,161.8,,,115.16000000000001,104.22,,72.83,52.58
115,2000-04-25,388.65,352.92,,,289.72999999999996,275.08,,256.09000000000003,221.43,192.33,,160.70000000000002,,,113.96000000000001,103.22,,71.53,51.18
116,2000-04-26,389.45,351.92,,,291.13,277.08,,258.09000000000003,223.53,193.53,,160.70000000000002,,,113.16000000000001,102.91999999999999,,70.13,49.879999999999995
117,2000-04-27,387.74,352.04,,,291.03,277.38,,258.89,225.43,195.73,,162.0,,,112.96000000000001,103.32,,69.13,48.480000000000004
118,2000-04-28,388.37,351.21000000000004,,,290.83,276.97999999999996,,258.69,225.83,196.73,,163.9,,,113.76,104.12,,68.53,47.28
119,2000-04-29,388.32,351.42,,,290.53,276.78,,258.49,225.53,196.73,,164.5,,,114.76,105.22,,68.72999999999999,46.78
120,2000-04-30,388.46,351.41,,,290.13,276.47999999999996,,258.19,225.33,196.53,,164.70000000000002,,,115.76,105.22,,69.63,46.879999999999995
121,2000-05-01,388.95,351.74,,,289.83,276.08,,257.89,224.93,196.13,,164.4,,,115.56,105.02,,70.22999999999999,47.480000000000004
122,2000-05-02,387.57,351.83000000000004,,,290.13,276.28,,257.89,224.53,195.83,,164.10000000000002,,,115.36,105.12,,70.33,47.879999999999995
123,2000-05-03,387.25,350.58000000000004,,,289.63,276.18,,257.99,224.63,195.73,,163.8,,,115.56,105.41999999999999,,70.22999999999999,47.980000000000004
124,2000-05-04,386.97999999999996,350.33000000000004,,,287.63,274.68,,257.09000000000003,224.43,195.83,,163.8,,,115.86,105.82,,70.43,48.08
125,2000-05-05,386.28,349.75,,,285.43,272.68,,255.49,223.13,195.03,,163.60000000000002,,,116.26,106.12,,70.72999999999999,48.480000000000004
126,2000-05-06,384.60999999999996,348.96000000000004,,,284.13,271.08,,253.99,221.23,193.53,,163.0,,,116.56,106.12,,71.33,48.980000000000004
127,2000-05-07,385.53,348.20000000000005,,,283.13,269.97999999999996,,252.89000000000001,219.63,191.73,,161.5,,,116.36000000000001,105.52,,71.63,49.480000000000004
128,2000-05-08,391.53,352.43,,,281.43,268.78,,251.89000000000001,218.33,190.33,,159.9,,,115.56,104.91999999999999,,71.72999999999999,50.08
129,2000-05-09,387.59,355.99,,,281.03,267.38,,250.29,217.03,188.93,,158.8,,,115.06,104.62,,71.72999999999999,50.08
130,2000-05-10,385.65,353.0,,,283.43,268.78,,250.39000000000001,215.83,187.53,,157.10000000000002,,,114.66000000000001,104.62,,70.93,49.78
131,2000-05-11,383.69,349.56,,,284.13,270.38,,252.09,216.43,186.93,,155.8,,,114.06,104.12,,70.43,49.379999999999995
132,2000-05-12,384.77,347.84000000000003,,,282.03,269.38,,252.29,217.53,187.93,,155.5,,,112.36,102.82,,69.83,48.980000000000004
133,2000-05-13,385.63,348.35,,,280.22999999999996,267.08,,250.59,217.33,188.93,,156.3,,,111.76,101.72,,68.83,48.28
134,2000-05-14,384.64,348.79,,,279.13,265.88,,240.09,215.83,187.83,,156.9,,,112.36,101.91999999999999,,68.03,47.28
135,2000-05-15,384.96,348.13,,,277.93,264.38,,247.69,214.53,186.33,,156.0,,,112.96000000000001,102.52,,67.83,46.78
136,2000-05-16,384.65,348.37,,,278.03,264.18,,246.89000000000001,212.98,184.83,,154.8,,,112.76,102.72,,67.93,46.480000000000004
137,2000-05-17,385.3,347.98,,,277.72999999999996,264.08,,246.79,212.22,183.56,,153.20000000000002,,,111.96000000000001,102.02,,67.83,46.379999999999995
138,2000-05-18,384.77,348.18,,,276.83,263.18,,246.09,211.93,182.93,,151.9,,,110.96000000000001,101.02,,67.22999999999999,45.980000000000004
139,2000-05-19,385.15,348.07,,,276.63,262.78,,245.59,211.13,182.53,,151.10000000000002,,,109.56,99.82,,66.22999999999999,44.379999999999995
140,2000-05-20,384.57,348.20000000000005,,,275.63,261.78,,245.09,210.73,181.83,,150.3,,,108.46000000000001,98.62,,65.13,43.68
141,2000-05-21,385.19,347.84000000000003,,,276.03,261.58,,244.39000000000001,210.03,181.23,,149.70000000000002,,,107.36,97.41999999999999,,63.93,43.379999999999995
142,2000-05-22,386.95,348.8,,,277.03,262.58,,244.79,209.63,180.53,,149.10000000000002,,,105.66000000000001,95.82,,62.629999999999995,43.379999999999995
143,2000-05-23,388.75,350.18,,,277.13,263.08,,245.49,210.13,180.53,,148.4,,,104.36,94.32,,61.03,43.379999999999995
144,2000-05-24,388.85999999999996,351.48,,,278.63,263.88,,245.89000000000001,210.73,181.13,,148.5,,,103.36,93.32,,59.43,39.879999999999995
145,2000-05-25,389.32,351.88,,,280.83,266.18,,247.59,211.53,181.73,,149.0,,,103.16000000000001,92.82,,58.129999999999995,38.379999999999995
146,2000-05-26,389.19,352.25,,,282.93,268.38,,249.59,213.29,182.93,,149.60000000000002,,,102.56,92.52,,57.43,36.879999999999995
147,2000-05-27,390.35999999999996,352.55,,,284.63,270.68,,251.99,215.63,184.98,,151.0,,,102.86,92.32,,56.83,36.18
148,2000-05-28,393.45,355.13,,,287.03,272.78,,253.99,218.33,187.63,,153.10000000000002,,,104.96000000000001,93.72,,56.73,35.78
149,2000-05-29,394.85999999999996,358.27000000000004,,,289.43,275.08,,256.09000000000003,220.63,190.23,,156.0,,,107.46000000000001,96.32,,57.93,35.68
150,2000-05-30,392.88,357.62,,,290.83,276.68,,257.69,223.13,192.83,,158.70000000000002,,,109.96000000000001,98.91999999999999,,60.23,36.78
151,2000-05-31,391.8,356.14000000000004,,,291.33,277.58,,258.79,225.13,195.13,,161.3,,,111.86,101.22,,63.03,38.78
152,2000-06-01,389.95,354.90000000000003,,,290.03,276.68,,258.59000000000003,226.03,196.63,,163.5,,,113.06,102.52,,65.33,41.18
153,2000-06-02,389.56,353.22,,,289.13,275.68,,257.69,225.43,196.63,,164.70000000000002,,,115.06,104.22,,66.93,43.18
154,2000-06-03,391.59999999999997,353.59000000000003,,,288.72999999999996,275.08,,256.99,224.43,195.83,,164.70000000000002,,,111.56,105.82,,69.03,44.879999999999995
155,2000-06-04,391.87,354.91,,,287.72999999999996,274.47999999999996,,256.59000000000003,223.73,195.13,,164.20000000000002,,,117.06,106.62,,70.33,46.58
156,2000-06-05,391.84999999999997,354.73,,,286.93,273.58,,255.79,222.93,194.43,,163.60000000000002,,,116.76,106.72,,71.53,48.28
157,2000-06-06,392.96,355.29,,,285.72999999999996,272.47999999999996,,254.99,221.83,193.53,,162.8,,,116.26,106.22,,71.63,49.08
158,2000-06-07,393.19,356.04,,,283.72999999999996,271.08,,253.99,220.63,192.53,,161.9,,,115.36,105.41999999999999,,71.33,49.28
159,2000-06-08,393.13,356.15000000000003,,,282.22999999999996,269.18,,252.39000000000001,219.33,191.33,,160.8,,,114.86,104.91999999999999,,70.93,49.08
160,2000-06-09,393.15,356.14000000000004,,,282.63,268.97999999999996,,251.29,217.63,189.73,,159.5,,,113.56,103.91999999999999,,70.33,48.68
161,2000-06-10,393.52,356.36,,,282.63,268.97999999999996,,251.39000000000001,216.93,188.33,,157.9,,,112.66000000000001,102.91999999999999,,69.63,48.08
162,2000-06-11,393.66999999999996,356.54,,,283.13,269.47999999999996,,251.49,216.73,187.83,,156.60000000000002,,,111.66000000000001,102.02,,68.43,47.18
163,2000-06-12,394.27,356.85,,,283.43,269.88,,251.89000000000001,216.93,187.73,,156.0,,,110.36,100.72,,67.43,46.18
164,2000-06-13,394.53,357.37,,,283.43,269.97999999999996,,252.09,217.33,188.03,,155.9,,,109.26,99.41999999999999,,66.03,45.08
165,2000-06-14,394.4,357.44,,,282.63,269.47999999999996,,251.89000000000001,217.43,188.33,,156.0,,,109.26,99.22,,64.83,43.879999999999995
166,2000-06-15,394.49,357.31,,,282.43,268.97999999999996,,251.39000000000001,217.23,188.63,,156.20000000000002,,,109.16000000000001,98.91999999999999,,64.23,42.980000000000004
167,2000-06-16,395.01,357.44,,,282.83,269.28,,251.39000000000001,216.93,188.13,,156.4,,,109.86,99.41999999999999,,63.93,42.28
168,2000-06-17,396.28999999999996,360.28000000000003,,,283.13,269.47999999999996,,251.59,216.83,187.83,,156.3,,,110.56,100.22,,64.23,42.08
169,2000-06-18,397.24,361.67,,,285.33,270.78,,252.19,217.23,188.03,,156.20000000000002,,,110.36,100.41999999999999,,64.92999999999999,42.28
170,2000-06-19,397.95,362.03000000000003,,,289.22999999999996,274.68,,254.99,218.43,188.53,,156.3,,,110.86,100.52,,65.13,42.78
171,2000-06-20,398.16999999999996,361.76,,,291.33,277.08,,257.69,221.93,190.93,,157.10000000000002,,,112.06,101.52,,65.42999999999999,43.08
172,2000-06-21,398.86,361.72,,,291.93,277.97999999999996,,259.09000000000003,225.03,194.53,,159.60000000000002,,,113.06,102.62,,66.33,43.68
173,2000-06-22,399.57,362.61,,,292.53,278.47999999999996,,259.59000000000003,226.33,196.63,,162.8,,,113.86,103.41999999999999,,67.43,44.58
174,2000-06-23,400.02,363.05,,,292.83,278.88,,260.09000000000003,226.93,197.43,,164.70000000000002,,,115.96000000000001,105.02,,68.43,45.58
175,2000-06-24,402.12,363.61,,,292.93,279.08,,260.29,227.33,198.03,,165.70000000000002,,,118.46000000000001,107.52,,70.33,46.68
176,2000-06-25,403.36,366.32,,,293.03,279.08,,260.39,227.53,198.33,,166.3,,,120.56,109.62,,72.83,48.58
177,2000-06-26,402.52,366.63,,,294.13,279.78,,260.69,227.73,198.43,,166.70000000000002,,,121.66,111.12,,75.13,50.879999999999995
178,2000-06-27,402.68,366.53000000000003,,,295.72999999999996,281.28,,261.89,228.63,199.13,,167.0,,,121.66,111.41999999999999,,76.22999999999999,52.78
179,2000-06-28,404.25,366.99,,,295.93,281.88,,262.79,230.13,200.23,,167.8,,,121.56,111.41999999999999,,76.72999999999999,53.879999999999995
180,2000-06-29,404.95,368.22,,,295.22999999999996,281.28,,262.59000000000003,230.63,201.23,,168.9,,,121.96000000000001,111.82,,77.03,54.379999999999995
181,2000-06-30,404.84999999999997,368.45000000000005,,,294.63,280.78,,262.09000000000003,230.13,201.13,,169.60000000000002,,,122.56,112.32,,77.43,54.67999999999999
182,2000-07-01,403.96999999999997,368.19,,,294.43,280.47999999999996,,261.69,229.63,200.63,,169.5,,,123.16,112.82,,78.03,55.28
183,2000-07-02,402.69,367.3,,,294.63,280.58,,261.69,229.33,200.23,,169.10000000000002,,,123.26,113.02,,78.43,55.78
184,2000-07-03,401.74,366.12,,,294.33,280.58,,261.69,229.33,200.13,,168.8,,,123.16,113.02,,78.63,56.28
185,2000-07-04,400.79999999999995,364.92,,,293.33,279.68,,261.29,229.13,200.03,,168.70000000000002,,,123.06,113.02,,78.83,56.480000000000004
