,ID
2681,UM_SP_P08_20201008_CS_6907_6915
2682,UM_SP_P03_20191001_CS_8030_8040
2683,UM_20_MVR_20200722_BD_34903494_20B
2684,UM_18_MVR_20240930_AD_42574258_24D
2685,UM_16_MVR_19981021_CS_45784593_98A
2686,UM_14_MVR_20190813_CS_50145032_19A
2687,UM_SP_P07_20221012_CS_7040_7050
2688,UM_11_MVR_20170822_CS_59825992_17C
2689,UM_SP_P10_20151119_CS_6320_6330
2690,UM_13_MVR_20040712_CS_53295340_04A
2691,UM_11_MVR_20140514_OT_5832_L
2692,UM_SP_P06_20190506_CS_7180_7190
2693,UM_SL_P25_20220714_BD_6
2694,UM_SP_P08_20200421_CS_6870_6880
2695,UM_SP_P09_20150825_AD_6650_6660
2696,UM_16_MVR_20170711_CS_46884698_17A
2697,UM_22_MVR_20020606_CS_30123055_02A
2698,UM_11_MVR_19980709_CS_59275945_98A
2699,UM_20_MVR_20140730_OT_3457_R
2700,UM_01_UM1_20190806_CS
2701,UM_SP_P03_20220504_CS_8050_8060
2702,UM_21_MVR_20111012_CS_34273432_11A
2703,UM_SP_P02_20190719_CS_8270_8280
2704,UM_17_MVR_20140621_OT_44154427_R
2705,UM_SP_P05_20240606_CS_7440_7450
2706,UM_SP_P04_20150320_CS_7560_7570
2707,UM_SP_P07_20190702_CS_7110_7120
2708,UM_SP_P08_20190709_CS_6990_7000
2709,UM_15_MVR_20191122_CS_49034913_19B2
2710,UM_22_MVR_20140725_CS_30533060_14B
2711,UM_12_MVR_20240521_OT_5821_L
2712,UM_11_MVR_20080605_CS_60756091_08A
2713,UM_12_MVR_19980928_CS_56965712_98A
2714,UM_14_MVR_20210907_AD_50955100_21F
2715,UM_21_MVR_20140724_OT_3408_L
2716,UM_11_MVR_20140515_OT_5973_L
2717,UM_19_MVR_19970819_CS_39884001_97A
2718,UM_11_MVR_20190703_CS_59585967_19A
2719,UM_20_MVR_20180503_CS_36333638_18A
2720,UM_18_MVR_20200504_CS_42344250_20A
2721,UM_SP_P05_20240827_CS_7390_7400
2722,UM_SL_DBC_20161006
2723,UM_22_MVR_20240226_CS_31903210_24B
2724,UM_SP_P08_20220707_CS_6870_6880
2725,UM_SP_P08_20150828_AD_6865_6876
2726,UM_22_MVR_20020326_CS_31053142_02A
2727,UM_SP_P10_20161018_CS_6170_6180
2728,UM_14_MVR_20140608_OT_5075_R
2729,UM_SP_P05_20210831_CS_7420_7430
2730,UM_20_MVR_20101014_CS_36073617_10B
2731,UM_05_UM5_20190919_CS
2732,UM_22_MVR_20010717_BD_31123125_01C
2733,UM_22_MVR_20140728_OT_3208_L
2734,UM_SP_P01_20190522_CS_8490_8499
2735,UM_11_MVR_20191003_CS_59405956_19G
2736,UM_18_MVR_20220815_CS_41874203_22C
2737,UM_SL_DIC_20230623_BD_1
2738,UM_20_MVR_20250304_OT_34493460_25A
2739,UM_13_MVR_20240529_OT_5280_L
2740,UM_22_MVR_19990623_CS_31103135_99A
2741,UM_18_MVR_20190926_CS_41324137_19D
2742,UM_18_MVR_20190515_CS_41304140_19A
2743,UM_SP_P07_20200817_BD_7030_7040
2744,UM_SP_P09_20200825_CS_6640_6650
2745,UM_SL_P25_20210722_BD_1
2746,UM_20_MVR_20240703_OT_3594_L
2747,UM_SP_P02_20240605_CS_8170_8180
2748,UM_18_MVR_20080729_CS_41874205_08A
2749,UM_18_MVR_19980505_CS_41274143_98A
2750,UM_SP_P10_20190723_CS_6160_6170
2751,UM_SP_P07_20200625_CS_7030_7040
2752,UM_13_MVR_20070828_CS_53845396_07C
2753,UM_18_MVR_20160519_CS_42524260_16A
2754,UM_13_MVR_20201124_CS_52895303_20H
2755,UM_16_MVR_20240610_OT_4681_L
2756,UM_18_MVR_20100517_CS_41304140_10B
2757,UM_SP_P08_20180612_CS_6860_6870
2758,UM_SP_P03_20200512_CS_8030_8040
2759,UM_SP_P02_20181101_CS_8220_8230
2760,UM_13_MVR_20140527_OT_54175428_L
2761,UM_SP_P05_20240717_CS_7385_7392
2762,UM_SP_P10_20160609_CS_6186_6191
2763,UM_SL_DIC_20171116_BD
2764,UM_13_MVR_20150901_AD_54725475_15D
2765,UM_SL_P26_20130412_BD_1
2766,UM_17_MVR_20210619_CS_45604571_21B2
2767,UM_13_MVR_20120924_AD_54775480_12F
2768,UM_13_MVR_20120605_AD_53095316_12C
2769,UM_SL_ILC_20131025_BD_1
2770,UM_12_MVR_20121001_CS_56275651_12A
2771,UM_03_UM3_20101025_CS
2772,UM_SP_P10_20160819_CS_6260_6270
2773,UM_SP_P04_20180806_CS_7550_7560
2774,UM_01_UM1_20190515_CS
2775,UM_17_MVR_20030909_CS_44344450_03A
2776,UM_20_MVR_20140904_OT_3592_R
2777,UM_18_MVR_20140624_OT_4194_R
2778,UM_18_MVR_20060518_CS_42394255_06A
2779,UM_SL_MRC_20141111_BD_1
2780,UM_18_MVR_20200706_BD_42414246_20A
2781,UM_11_MVR_20240519_OT_6134_L
2782,UM_12_MVR_20240523_OT_5568_L
2783,UM_13_MVR_20150325_CS_55655567_15A
2784,UM_16_MVR_20140612_OT_4779_L
2785,UM_SL_ILC_20210623_OT_1
2786,UM_15_MVR_20220914_CS_48804882_22A
2787,UM_SP_P08_20221005_CS_6870_6880
2788,UM_SP_P04_20200519_AD_7557_7569
2789,UM_SP_P10_20241121_CS_6410_6420
2790,UM_17_MVR_20240615_OT_4392_R
2791,UM_19_MVR_20110810_CS_39673983_11B
2792,UM_13_MVR_20240525_OT_5541_L
2793,UM_13_MVR_20140526_OT_5387_L
2794,UM_SP_P02_20180328_CS_8230_8240
2795,UM_SL_GTC_20140819_BD_3
2796,UM_SP_P08_20150904_AD_6928_6932
2797,UM_19_MVR_20040901_CS_40414042_04C
2798,UM_SP_P07_20161028_AD_7029_7036
2799,UM_SP_P10_20220617_CS_6151_6158
2800,UM_SP_P5A_20170725_CS_7310_7315
2801,UM_16_MVR_20030731_CS_47504764_03A
2802,UM_13_MVR_20080716_CS_53205338_08A
2803,UM_15_MVR_20080922_CS_48974903_08C
2804,UM_18_MVR_20240723_CS_42504277_24B
2805,UM_22_MVR_20140727_OT_3114_R
2806,UM_SL_P26_20200917_BD_1
2807,UM_SL_ILC_20221122_BD_2
2808,UM_SP_P03_20240925_CS_8130_8140
2809,UM_SL_ILC_20180827_BD_1
2810,UM_19_MVR_20240701_OT_4060_L
2811,UM_11_MVR_20190911_CS_59705991_19C
2812,UM_SL_MRC_20240821_BD_1
2813,UM_SP_P08_20200602_AD_6942_6946
2814,UM_11_MVR_20080813_BD_59465959_08C
2815,UM_SP_P04_20171107_BD_7585_7595
2816,UM_18_MVR_20170907_CS_41904202_17C
2817,UM_SP_P08_20170615_CS_6900_6910
2818,UM_16_MVR_20190812_CS_46004620_19B
2819,UM_21_MVR_20080917_BD_33163330_08C
2820,UM_16_MVR_20240829_CS_48024830_24D
2821,UM_SP_P06_20150427_CS_7190_7200
2822,UM_22_MVR_20050830_CS_31103120_05D
2823,UM_11_MVR_20240516_OT_5918_L
2824,UM_SP_P02_20241030_CS_8314_8324
2825,UM_SP_P04_20220502_CS_7590_7600
2826,UM_11_MVR_20140716_CS_59625982_14A
2827,UM_SP_P04_20170623_BD_7585_7595
2828,UM_SP_P09_20220628_CS_6636_6640
2829,UM_SP_P5A_20220329_CS_7310_7320
2830,UM_18_MVR_20180508_CS_41784187_18A
2831,UM_21_MVR_20240228_CS_33683382_24A
2832,UM_17_MVR_20240615_OT_4395_R
2833,UM_SP_P08_20190919_CS_6910_6920
2834,UM_SP_P06_20240711_CS_7200_7210
2835,UM_22_MVR_20120807_CS_31933208_12B
2836,UM_14_MVR_19981013_CS_50815095_98A
2837,UM_SL_RRC_20141210_BD_1
2838,UM_21_MVR_20130904_CS_33083329_13C
2839,UM_14_MVR_20240531_OT_5135_R
2840,UM_11_MVR_20140510_OT_5884_L
2841,UM_SP_P03_20190626_CS_8030_8040
2842,UM_14_MVR_20200311_CS_50935102_20A
2843,UM_18_MVR_20240620_OT_4342_C
2844,UM_SL_MRC_20230629_BD_3
2845,UM_18_MVR_20140625_OT_41974199_R
2846,UM_SP_P05_20161014_CS_7480_7490
2847,UM_16_MVR_20050418_CS_47194733_05A
2848,UM_SP_P03_20170622_BD_8020_8030
2849,UM_12_MVR_20140524_OT_5634_R
2850,UM_SP_P08_20201008_CS_6866_6876
2851,UM_17_MVR_20140620_OT_4511_L
2852,UM_22_MVR_20040615_CS_31203140_04A
2853,UM_SL_ILC_20230710_BD_2
2854,UM_SP_P02_20201106_CS_8200_8210
2855,UM_20_MVR_20140730_OT_3494_L
2856,UM_16_MVR_20140614_OT_4687_L
2857,UM_SP_P07_20240321_CS_7130_7141
2858,UM_21_MVR_20220518_BD_33123320_22D
2859,UM_SP_P04_20200317_CS_7550_7560
2860,UM_21_MVR_20120207_CS_33083323_12A
2861,UM_17_MVR_20000809_CS_44704484_00B
2862,UM_SP_P09_20220803_CS_6599_6610
2863,UM_22_MVR_20140729_OT_31213126_R
2864,UM_17_MVR_20240614_OT_4457_L
2865,UM_14_MVR_20200319_CS_52005220_20A
2866,UM_16_MVR_20030910_CS_46104620_03B
2867,UM_11_MVR_20140517_OT_6093_L
2868,UM_SL_P25_20130528_BD_1
2869,UM_SP_P09_20200923_CS_6660_6670
2870,UM_12_MVR_20160427_CS_56155625_16A
2871,UM_14_MVR_20140528_OT_5212_L
2872,UM_17_MVR_20240613_OT_4558_L
2873,UM_22_MVR_20040802_CS_30553072_04C
2874,UM_22_MVR_20140729_OT_31433149_R
2875,UM_SL_ILC_20211206_AD_1
2876,UM_SP_P04_20220324_CS_7630_7640
2877,UM_14_MVR_19991129_BD_49374948_99A
2878,UM_14_MVR_20151202_CS_50935102_15C
2879,UM_18_MVR_20240630_OT_4225_R
2880,UM_SP_P09_20150423_CS_6600_6610
2881,UM_20_MVR_20140730_OT_3510_R
2882,UM_SP_P02_20210422_CS_8370_8380
2883,UM_SP_P05_20160824_CS_7410_7420
2884,UM_20_MVR_20240704_OT_3456_C
2885,UM_SP_P09_20181115_CS_6730_6740
2886,UM_16_MVR_20210616_CS_46204640_21A
2887,UM_12_MVR_20240521_OT_5733_C
2888,UM_11_MVR_20010816_CS_59455966_01A
2889,UM_15_MVR_20150724_CS_49284931_15A
2890,UM_21_MVR_20150730_CS_33823397_15A
2891,UM_16_MVR_20240608_OT_4749_L
2892,UM_SP_P07_20180725_CS_7110_7120
2893,UM_SP_P5A_20170524_AD_7310_7315
2894,UM_SL_CRC_20191106_OT_1
2895,UM_19_MVR_20240702_OT_3943_C
2896,UM_SP_P06_20190910_BD_7188_7194
2897,UM_SP_P04_20200811_AD_7941_7947
2898,UM_20_MVR_20190807_CS_34323447_19B
2899,UM_13_MVR_20161102_CS_54675480_16C
2900,UM_20_MVR_20240704_OT_3471_L
2901,UM_11_MVR_20140515_OT_5942_R
2902,UM_19_MVR_20191209_CS_41004105_19A
2903,UM_03_UM3_20171212_CS
2904,UM_18_MVR_19980909_CS_41874193_98C
2905,UM_SP_P08_20160505_CS_6860_6870
2906,UM_SP_P08_20240909_CS_6980_6990
2907,UM_SL_P25_20230322_BD_4
2908,UM_21_MVR_20240706_OT_3309_R
2909,UM_20_MVR_20220824_CS_34333443_22A
2910,UM_21_MVR_20240810_CS_32693281_24A
2911,UM_11_MVR_20030929_CS_60486055_03B
2912,UM_SL_P26_20140513_BD_1
2913,UM_SP_P04_20150617_CS_7908_7918
2914,UM_19_MVR_20150602_CS_39553970_15A
2915,UM_SP_P06_20150505_AD_7261_7263
2916,UM_SP_P08_20160428_CS_6900_6910
2917,UM_20_MVR_20071023_BD_36103614_07C
2918,UM_11_MVR_20140521_OT_60746077_L
2919,UM_17_MVR_20140620_OT_4464_R
2920,UM_SP_P10_20220907_BD_6179_6191
2921,UM_18_MVR_20140622_OT_4356_L
2922,UM_17_MVR_20140620_OT_4506_L
2923,UM_11_MVR_20240519_OT_6128_L
2924,UM_SP_P01_20220509_CS_8499_8507
2925,UM_SL_P25_20130711_BD_2
2926,UM_20_MVR_20240703_OT_3554_L
2927,UM_11_MVR_20170621_CS_59806000_17B
2928,UM_SP_SAF_20150316_CS_8550_8554
2929,UM_SP_P02_20190718_CS_8370_8380
2930,UM_SP_P07_20250404_CS_7025_7030
2931,UM_SL_P25_20230622_BD_1
2932,UM_17_MVR_20240614_OT_4464_R
2933,UM_SP_P08_20190717_CS_6860_6870
2934,UM_17_MVR_20210621_CS_45104530_21A
2935,UM_SP_P09_20200929_CS_6690_6700
2936,UM_SP_P06_20161011_CS_7220_7230
2937,UM_SP_P10_20220823_CS_6460_6470
2938,UM_SP_P03_20240823_AD_8015_8020
2939,UM_18_MVR_20160831_CS_42684275_16C
2940,UM_21_MVR_20080903_CS_34263431_08A
2941,UM_SL_ILC_20190912_OT_1
2942,UM_SP_P08_20221005_CS_6880_6890
2943,UM_SP_P02_20241030_CS_8290_8300
2944,UM_16_MVR_20160727_CS_47184731_16B
2945,UM_22_MVR_20030812_CS_31303142_03A
2946,UM_SL_P26_20220718_AD_1
2947,UM_SP_P06_20150630_AD_7189_7195
2948,UM_SP_P04_20240411_CS_7920_7930
2949,UM_21_MVR_20240706_OT_3275_R
2950,UM_SL_MRC_20221129_AD_1
2951,UM_04_UM4_20170619_CS
2952,UM_11_MVR_20210412_CS_60746084_21A
2953,UM_21_MVR_20140628_OT_3298_R
2954,UM_18_MVR_20240617_OT_4370_R
2955,UM_22_MVR_20240709_OT_3140_R
2956,UM_SL_P24_20220308_BD_1
2957,UM_SL_GTC_20140819_BD_1
2958,UM_16_MVR_20020501_CS_47974821_02A
2959,UM_SP_P04_20160510_CS_7580_7590
2960,UM_16_MVR_20240611_OT_4670_R
2961,UM_12_MVR_20100811_CS_56755690_10A
2962,UM_SL_P25_20190624_OT_1
2963,UM_SP_P09_20220503_CS_6760_6770
2964,UM_SP_P05_20240712_AD_7479_7491
2965,UM_11_MVR_20240516_OT_5914_L
2966,UM_11_MVR_20181024_CS_59405956_18B
2967,UM_SP_P05_20200325_BD_7410_7417
2968,UM_18_MVR_20240630_OT_4182_L
2969,UM_16_MVR_20200602_CS_48204830_20A
2970,UM_24_MVR_20200513_BD_30003010_20A
2971,UM_SP_P05_20220427_CS_7420_7430
2972,UM_18_MVR_20140622_OT_4329_R
2973,UM_22_MVR_20220922_CS_30453059_22E
2974,UM_SL_DBC_20140827_BD_2
2975,UM_16_MVR_20240608_OT_4753_L
2976,UM_12_MVR_20140523_OT_5709_L
2977,UM_00_UMN_20190813_PA
2978,UM_SP_P06_20150316_CS_7220_7230
2979,UM_18_MVR_20210422_CS_42504265_21A
2980,UM_SP_P06_20240711_CS_7210_7220
2981,UM_SL_DIC_20241118_AD_1
2982,UM_SP_P02_20200819_CS_8230_8240
2983,UM_16_MVR_20121015_CS_47694785_12A
2984,UM_22_MVR_20240709_OT_3154_R
2985,UM_12_MVR_20150624_CS_56155624_15B
2986,UM_16_MVR_20220630_CS_46054620_22A
2987,UM_SP_P07_20221028_BD_7074_7083
2988,UM_SP_P05_20210407_CS_7410_7420
2989,UM_13_MVR_20140526_OT_5367_L
2990,UM_22_MVR_20090915_BD_31953208_09D
2991,UM_20_MVR_20240703_OT_3627_L
2992,UM_11_MVR_20140517_OT_6085_L
2993,UM_SP_P04_20160517_CS_7620_7630
2994,UM_16_MVR_20140612_OT_4798_R
2995,UM_SP_P04_20170608_AD_7635_CHIPPEWA_DELTA
2996,UM_SL_DBC_20230109_BD_2
2997,UM_13_MVR_20240525_OT_5556_R
2998,UM_16_MVR_20240612_OT_4609_R
2999,UM_SP_P10_20150722_CS_6160_6170
3000,UM_16_MVR_20080908_CS_47504769_08A
3001,UM_SP_P01_20180423_CS_8475_8480
3002,UM_SP_P07_20180828_AD_7137_7140
3003,UM_02_UM2_20210630_CS
3004,UM_SP_P02_20241113_CS_8395_8405
3005,UM_SP_P04_20180711_CS_7580_7590
3006,UM_01_UM1_20140812_CS
3007,UM_18_MVR_20240701_OT_4139_L
3008,UM_20_MVR_20180808_CS_36073617_18B
3009,UM_SP_P07_20191031_CS_7035_7045
3010,UM_19_MVR_20240701_OT_4075_C
3011,UM_SL_GTC_20191029_OT_1
3012,UM_22_MVR_20240708_OT_3050_C
3013,UM_SP_P05_20210628_AD_7446_7454
3014,UM_19_MVR_20191115_CS_36413660_19A
3015,UM_SP_P02_20170621_CS_8220_8230
3016,UM_13_MVR_20170629_AD_52965301_17D
3017,UM_SL_MRC_20200922_BD_1
3018,UM_SP_P04_20200513_CS_7840_7850
3019,UM_SP_P09_20191003_CS_6780_6790
3020,UM_SP_P02_20200813_CS_8240_8250
3021,UM_16_MVR_19990607_CS_47504762_99A
3022,UM_11_MVR_20190818_CS_59585968_19G
3023,UM_SP_P04_20240312_CS_7590_7600
3024,UM_SL_CRC_20201117_BD_1
3025,UM_21_MVR_20140724_OT_3418_L
3026,UM_SL_P24_20200520_OT_1
3027,UM_16_MVR_20240528_CS_47504765_24B
3028,UM_SP_P08_20180912_CS_6900_6910
3029,UM_SP_P5A_20250401_CS_7330_7340
3030,UM_SP_P10_20150721_CS_6150_6160
3031,UM_07_WIN_20190924_CS
3032,UM_19_MVR_20160831_CS_41024105_16A
3033,UM_SL_RRC_20191104_OT_1
3034,UM_SP_P06_20160413_CS_7210_7220
3035,UM_03_UM3_20190313_CS
3036,UM_13_MVR_20140526_OT_5365_L
3037,UM_SP_P10_20151118_CS_6310_6320
3038,UM_11_MVR_20140517_OT_6089_L
3039,UM_SP_P5A_20200917_CS_7360_7370
3040,UM_SP_P10_20191023_CS_6400_6410
3041,UM_15_MVR_20160627_CS_49264933_16B
3042,UM_SP_P05_20250329_CS_7460_7470
3043,UM_11_MVR_20200624_CS_59405950_20D
3044,UM_SP_P05_20220623_AD_7476_7484
3045,UM_18_MVR_20060522_CS_41734187_06A
3046,UM_SP_P04_20240604_CS_7570_7580
3047,UM_SL_MRC_20141007_BD_1
3048,UM_SL_GTC_20221202_AD_2
3049,UM_19_MVR_20240702_OT_4008_L
3050,UM_14_MVR_20240603_OT_5011_R
3051,UM_20_MVR_19981021_CS_35463550_98A
3052,UM_22_MVR_20010730_CS_31143122_01D
3053,UM_18_MVR_20120619_CS_41454153_12B
3054,UM_SP_P06_20220511_CS_7200_7210
3055,UM_13_MVR_20140911_OT_5336_L
3056,UM_13_MVR_20240530_OT_5238_R
3057,UM_14_MVR_20140529_OT_5110_R
3058,UM_SL_ILC_20220720_BD_1
3059,UM_SL_P26_20241121_BD_1
3060,UM_SL_DIC_20200917_OT_1
3061,UM_22_MVR_20020327_CS_31903205_02A
3062,UM_11_MVR_20050810_CS_59505960_05B
3063,UM_03_UM3_20211216_CS
3064,UM_SP_P04_20200729_CS_7590_7600
3065,UM_SP_P06_20200507_CS_7160_7170
3066,UM_SL_P25_20220712_BD_2
3067,UM_16_MVR_20200225_CS_46704680_20A
3068,UM_04_UM4_20210218_CS
3069,UM_18_MVR_20210422_CS_42034225_21A
3070,UM_11_MVR_20200728_CS_59825993_20C
3071,UM_00_UMA_20080806_CS
3072,UM_03_UM3_20180423_CS
3073,UM_11_MVR_20140517_OT_6079_L
3074,UM_SP_P10_20200707_AD_6355_6360
3075,UM_14_MVR_20241030_CS_50945100_24F
3076,UM_SL_P26_20190308_BD_2
3077,UM_SL_CRC_20240918_BD_1
3078,UM_22_MVR_20010924_CS_30633068_01D
3079,UM_14_MVR_20220517_BD_50265040_22B
3080,UM_16_MVR_20240611_OT_4664_R
3081,UM_21_MVR_20080826_BD_33053320_08B
3082,UM_20_MVR_20140904_OT_3608_R
3083,UM_22_MVR_20210928_CS_30593062_21S
3084,UM_SP_P02_20201105_AD_8182_8192
3085,UM_15_MVR_20170606_CS_48414842_17A
3086,UM_SL_ILC_20241212_AD_1
3087,UM_18_MVR_20240617_OT_4321_L
3088,UM_16_MVR_20240918_AD_46044614_24E
3089,UM_16_MVR_20240607_OT_4780_L
3090,UM_17_MVR_20240614_OT_4475_R
3091,UM_20_MVR_20240703_OT_3549_L
3092,UM_SP_P04_20181016_CS_7880_7890
3093,UM_11_MVR_19980709_CS_59635970_98A
3094,UM_18_MVR_20140622_OT_4313_R
3095,UM_SP_P06_20190506_CS_7190_7200
3096,UM_14_MVR_20240602_OT_5027_L
3097,UM_SP_P04_20190709_CS_7540_7550
3098,UM_21_MVR_20100501_CS_33003320_10A
3099,UM_20_MVR_20240305_CS_36353640_24A
3100,UM_16_MVR_20140617_OT_45894593_R
3101,UM_SP_P04_20221013_CS_7570_7580
3102,UM_SL_FCC_20220901_BD_3
3103,UM_18_MVR_20100506_CS_41464157_10A
3104,UM_SP_P08_20190820_CS_6840_6850
3105,UM_19_MVR_20050720_CS_39693977_05B
3106,UM_SP_P03_20190716_CS_8080_8090
3107,UM_11_MVR_20140521_OT_61096116_L
3108,UM_SP_P09_20170622_CS_6580_6590
3109,UM_SP_P04_20220426_CS_7550_7560
3110,UM_16_MVR_20240528_CS_47184735_24C
3111,UM_13_MVR_20140728_CS_53265340_14A
3112,UM_20_MVR_20170613_CS_34863495_17A
3113,UM_13_MVR_20030723_CS_53875397_03A
3114,UM_11_MVR_20060706_CS_59655980_06B
3115,UM_22_MVR_20130717_CS_31253140_13B
3116,UM_13_MVR_20240525_OT_5518_R
3117,UM_SP_P10_20190618_CS_6210_6220
3118,UM_17_MVR_20140620_OT_4474_R
3119,UM_15_MVR_20160509_CS_49284933_16A
3120,UM_SL_MRC_20140825_BD_1
3121,UM_11_MVR_20220714_CS_60306039_22B
3122,UM_SP_P06_20210519_CS_7230_7240
3123,UM_SP_P08_20210504_CS_6900_6910
3124,UM_16_MVR_20140618_OT_4601_L
3125,UM_16_MVR_20120927_CS_47324747_12A
3126,UM_SP_P10_20220824_CS_6400_6410
3127,UM_SP_P08_20190511_CS_6900_6910
3128,UM_SP_P10_20180808_BD_6152_6160
3129,UM_21_MVR_20240820_BD_33873390_24C
3130,UM_17_MVR_20200611_CS_44604466_20A
3131,UM_16_MVR_20140618_OT_4576_R
3132,UM_20_MVR_20101022_AD_34873497_10C
3133,UM_16_MVR_20240918_AD_46924696_24E
3134,UM_24_MVR_20190828_CS_30003011_19B
3135,UM_20_MVR_20240703_OT_3599_R
3136,UM_11_MVR_20210811_CS_60746096_21B
3137,UM_11_MVR_19980909_CS_59855993_98C
3138,UM_21_MVR_20090414_CS_33093325_09A
3139,UM_11_MVR_20240517_OT_5992_C
3140,UM_17_MVR_20140620_OT_4449_L
3141,UM_SL_ILC_20210204_BD_1
3142,UM_SL_ILC_20200817_BD_1
3143,UM_12_MVR_20140524_OT_55845590_L
3144,UM_14_MVR_20240601_OT_5068_L
3145,UM_SP_P08_20210330_CS_6930_6940
3146,UM_14_MVR_20240530_OT_5223_C
3147,UM_14_MVR_20150714_CS_50305042_15A
3148,UM_SP_P5A_20240725_CS_7300_7310
3149,UM_16_MVR_20050301_BD_48214829_05A
3150,UM_14_MVR_20180330_CS_50305045_18A
3151,UM_SP_P5A_20240605_CS_7300_7310
3152,UM_18_MVR_20100825_CS_41354156_10C
3153,UM_SP_P03_20160322_CS_7990_8000
3154,UM_21_MVR_20140618_CS_33153330_14A
3155,UM_17_MVR_20140620_OT_4497_L
3156,UM_19_MVR_20240306_CS_38903908_24A
3157,UM_14_MVR_20170622_CS_51575177_17A
3158,UM_11_MVR_20080708_CS_59425956_08A
3159,UM_17_MVR_20110609_CS_44654481_11A
3160,UM_SP_P05_20240712_CS_7445_7450
3161,UM_SP_P10_20241121_CS_6400_6410
3162,UM_SP_P09_20201110_CS_6635_6645
3163,UM_SP_P06_20150827_CS_7200_7210
3164,UM_13_MVR_20240527_OT_5447_L
3165,UM_SL_ILC_20131127_BD_3
3166,UM_18_MVR_20240617_OT_4318_R
3167,UM_14_MVR_19991006_AD_50255042_99C
3168,UM_19_MVR_20140907_OT_3944_C
3169,UM_SP_P02_20190718_BD_8240_8248
3170,UM_16_MVR_20240729_CS_46054616_24C
3171,UM_SP_P07_20210929_CS_7120_7130
3172,UM_SL_GTC_20141119_BD_2
3173,UM_13_MVR_20140610_OT_5227_R
3174,UM_SL_DIC_20210202_BD_1
3175,UM_16_MVR_20240610_OT_4704_R
3176,UM_SP_P08_20240923_AD_6943_6948
3177,UM_20_MVR_20061211_CS_36373639_06B
3178,UM_SP_P08_20150402_CS_6830_6840
3179,UM_SL_EPC_20220816_BD_1
3180,UM_14_MVR_20190319_CS_51605173_19A
3181,UM_18_MVR_20160714_CS_41304142_16A
3182,UM_SP_P06_20160629_AD_7229_7237
3183,UM_11_MVR_20140514_OT_5924_L
3184,UM_SP_P02_20150716_CS_8290_8300
3185,UM_SP_P05_20191028_CS_7450_7460
3186,UM_14_MVR_20200317_CS_50405060_20A
3187,UM_11_MVR_20140923_CS_59615966_14C
3188,UM_12_MVR_20160425_CS_56005615_16A
3189,UM_14_MVR_19991129_AD_51755175_99B
3190,UM_11_MVR_20200624_CS_59505970_20A
3191,UM_11_MVR_20240518_OT_6067_R
3192,UM_19_MVR_20050427_CS_39904002_05A
3193,UM_SL_ILC_20141210_BD_1
3194,UM_12_MVR_20201012_CS_56005610_20D
3195,UM_13_MVR_20140909_OT_5408_R
3196,UM_11_MVR_20240519_OT_6111_R
3197,UM_20_MVR_20140730_OT_3469_R
3198,UM_SL_DBC_20140821_BD_1
3199,UM_15_MVR_20201215_CS_48644866_20A
3200,UM_20_MVR_20150602_CS_36363640_15A
3201,UM_13_MVR_20020429_CS_52705277_02A
3202,UM_11_MVR_20240516_OT_5933_L
3203,UM_13_MVR_20080707_CS_53865396_08B
3204,UM_SL_MRC_20201002_BD_1
3205,UM_SP_P04_20190520_BD_7622_7629
3206,UM_20_MVR_20090602_CS_35053517_09A
3207,UM_15_MVR_19991027_CS_49304933_99A
3208,UM_11_MVR_20240610_CS_59705991_24C
3209,UM_18_MVR_20211103_CS_42504265_21G
3210,UM_12_MVR_20240523_OT_5600_L
3211,UM_22_MVR_20180816_BD_32333243_18C
3212,UM_SP_P04_20170628_AD_7540_7546
3213,UM_14_MVR_20140729_CS_51555170_14A
3214,UM_SP_P08_20210914_CS_7020_7025
3215,UM_13_MVR_20090505_CS_53175327_09B
3216,UM_13_MVR_20170411_CS_54205434_17A
3217,UM_SP_P06_20220727_CS_7190_7200
3218,UM_14_MVR_20210928_CS_50905103_21G
3219,UM_17_MVR_20240614_OT_4500_L
3220,UM_18_MVR_20080825_CS_42624280_08B
3221,UM_SP_P06_20210823_BD_7232_7238
3222,UM_SP_P03_20150417_CS_8080_8090
3223,UM_SP_P5A_20240328_BD_7330_7340
3224,UM_16_MVR_20140613_OT_4755_L
3225,UM_19_MVR_20240508_CS_38903905_24E
3226,UM_SL_P26_20190701_BD_3
3227,UM_SL_GTC_20191205_BD_1
3228,UM_SP_P5A_20200615_CS_7300_7310
3229,UM_16_MVR_20090402_BD_48214832_09A
3230,UM_22_MVR_20240801_CS_31203140_24B
3231,UM_14_MVR_20140730_CS_49314938_14A
3232,UM_20_MVR_20140807_CS_36363640_14A
3233,UM_SL_GTC_20210331_OT_1
3234,UM_13_MVR_20070403_CS_53705393_07A
3235,UM_SP_P02_20050831_CS_8470_8476
3236,UM_20_MVR_20140730_OT_3457_L
3237,UM_18_MVR_20120717_CS_41434151_12C
3238,UM_19_MVR_20140907_OT_3891_R
3239,UM_13_MVR_20140911_OT_5315_L
3240,UM_19_MVR_20140907_OT_3981_L
3241,UM_02_UM2_20110324_CS
3242,UM_13_MVR_20140909_OT_5474_L
3243,UM_04_UM4_20150805
3244,UM_14_MVR_20140609_OT_51015110_L
3245,UM_SP_P10_20150527_AD_6183_6190
3246,UM_18_MVR_20010911_BD_41904204_01B
3247,UM_16_MVR_20200911_AD_47184733_20E
3248,UM_SP_P05_20170804_AD_7441_7446
