,MileMarker,thresh_el,LAT,LON
383,612.0,113.7863635834119,34.0252,-90.9006
384,613.0,114.29815408609815,34.03742,-90.89298
385,614.0,114.80994458878442,34.05172,-90.89503
386,615.0,115.32173509147067,34.06542,-90.90094
387,616.0,115.83352559415692,34.07891,-90.90732
388,617.0,116.34531609684318,34.09093,-90.9166
389,618.0,116.85710659952943,34.10051,-90.92999
390,619.0,117.3688971022157,34.10953,-90.94342
391,620.0,117.88068760490195,34.12127,-90.95307
392,621.0,118.3924781075882,34.13553,-90.95093
393,622.0,118.90426861027447,34.14719,-90.94093
394,623.0,119.41605911296072,34.15649,-90.92752
395,624.0,119.92784961564698,34.16418,-90.91275
396,625.0,120.43964011833323,34.17349,-90.89942
397,626.0,120.95143062101948,34.18279,-90.88615
398,627.0,121.46322112370575,34.18822,-90.86989
399,628.0,121.975011626392,34.19757,-90.85661
400,629.0,122.48680212907826,34.2089,-90.84559
401,630.0,122.99859263176452,34.22243,-90.83965
402,631.0,123.51038313445078,34.23663,-90.839
403,632.0,124.02217363713703,34.25126,-90.83643
404,633.0,124.53396413982328,34.26543,-90.8334
405,634.0,125.04575464250954,34.27579,-90.82266
406,635.0,125.5575451451958,34.27789,-90.80548
407,636.0,126.06933564788206,34.2776,-90.78801
408,637.0,126.58112615056831,34.27864,-90.77052
409,638.0,127.09291665325458,34.28597,-90.75694
410,639.0,127.60470715594083,34.29286,-90.7398
411,640.0,128.11649765862708,34.30825,-90.73951
412,641.0,128.62828816131335,34.32243,-90.74341
413,642.0,129.1400786639996,34.33392,-90.75387
414,643.0,129.65186916668586,34.3444,-90.76604
415,644.0,130.16365966937212,34.35839,-90.76858
416,645.0,130.67545017205836,34.36734,-90.75574
417,646.0,131.18724067474463,34.36611,-90.73863
418,647.0,131.69903117743087,34.36208,-90.72176
419,648.0,132.21082168011714,34.36454,-90.70467
420,649.0,132.7226121828034,34.36926,-90.68798
421,650.0,133.23440268548964,34.37496,-90.67201
422,651.0,133.7461931881759,34.38249,-90.6573
423,652.0,134.25798369086215,34.38288,-90.63978
