x,y,vessel_count
656170.4331893444,3522430.905745316,86
656170.4331893444,3522505.905745316,77
656170.4331893444,3522580.905745316,61
656170.4331893444,3522655.905745316,68
656170.4331893444,3522730.905745316,75
656170.4331893444,3522805.905745316,78
656170.4331893444,3522880.905745316,58
656170.4331893444,3522955.905745316,44
656170.4331893444,3523030.905745316,49
656170.4331893444,3523105.905745316,44
656170.4331893444,3523180.905745316,27
656170.4331893444,3523255.905745316,26
656170.4331893444,3523330.905745316,14
656170.4331893444,3523405.905745316,18
656170.4331893444,3523480.905745316,12
656170.4331893444,3523555.905745316,12
656170.4331893444,3523630.905745316,12
656170.4331893444,3523705.905745316,2
656170.4331893444,3523780.905745316,2
656170.4331893444,3523930.905745316,1
656245.4331893444,3402280.905745316,2
656245.4331893444,3402355.905745316,2
656245.4331893444,3402430.905745316,8
656245.4331893444,3402505.905745316,10
656245.4331893444,3402580.905745316,6
656245.4331893444,3402655.905745316,5
656245.4331893444,3402730.905745316,2
656245.4331893444,3402805.905745316,6
656245.4331893444,3402880.905745316,21
656245.4331893444,3402955.905745316,67
656245.4331893444,3403030.905745316,61
656245.4331893444,3403105.905745316,75
656245.4331893444,3403180.905745316,77
656245.4331893444,3403255.905745316,107
656245.4331893444,3403330.905745316,124
656245.4331893444,3403405.905745316,89
656245.4331893444,3403480.905745316,37
656245.4331893444,3403555.905745316,8
656245.4331893444,3521605.905745316,1
656245.4331893444,3522055.905745316,1
656245.4331893444,3522205.905745316,4
656245.4331893444,3522280.905745316,4
656245.4331893444,3522355.905745316,9
656245.4331893444,3522430.905745316,10
656245.4331893444,3522505.905745316,31
656245.4331893444,3522580.905745316,41
656245.4331893444,3522655.905745316,51
656245.4331893444,3522730.905745316,69
656245.4331893444,3522805.905745316,73
656245.4331893444,3522880.905745316,83
656245.4331893444,3522955.905745316,96
656245.4331893444,3523030.905745316,75
656245.4331893444,3523105.905745316,70
656245.4331893444,3523180.905745316,57
656245.4331893444,3523255.905745316,67
656245.4331893444,3523330.905745316,47
656245.4331893444,3523405.905745316,52
656245.4331893444,3523480.905745316,44
656245.4331893444,3523555.905745316,41
656245.4331893444,3523630.905745316,32
656245.4331893444,3523705.905745316,24
656245.4331893444,3523780.905745316,37
656245.4331893444,3523855.905745316,22
656245.4331893444,3523930.905745316,16
656245.4331893444,3524005.905745316,11
656245.4331893444,3524080.905745316,5
656245.4331893444,3524155.905745316,2
656320.4331893444,3402205.905745316,3
656320.4331893444,3402280.905745316,5
656320.4331893444,3402355.905745316,9
656320.4331893444,3402430.905745316,13
656320.4331893444,3402505.905745316,3
656320.4331893444,3402580.905745316,3
656320.4331893444,3402655.905745316,5
656320.4331893444,3402730.905745316,8
656320.4331893444,3402805.905745316,34
656320.4331893444,3402880.905745316,41
656320.4331893444,3402955.905745316,65
656320.4331893444,3403030.905745316,76
656320.4331893444,3403105.905745316,97
656320.4331893444,3403180.905745316,112
656320.4331893444,3403255.905745316,118
656320.4331893444,3403330.905745316,55
656320.4331893444,3403405.905745316,21
656320.4331893444,3403480.905745316,1
656320.4331893444,3521680.905745316,1
656320.4331893444,3521905.905745316,1
656320.4331893444,3522430.905745316,1
656320.4331893444,3522505.905745316,1
656320.4331893444,3522580.905745316,1
656320.4331893444,3522655.905745316,3
656320.4331893444,3522730.905745316,3
656320.4331893444,3522805.905745316,11
656320.4331893444,3522880.905745316,16
656320.4331893444,3522955.905745316,35
656320.4331893444,3523030.905745316,54
656320.4331893444,3523105.905745316,60
656320.4331893444,3523180.905745316,75
656320.4331893444,3523255.905745316,81
656320.4331893444,3523330.905745316,81
656320.4331893444,3523405.905745316,72
656320.4331893444,3523480.905745316,77
656320.4331893444,3523555.905745316,69
656320.4331893444,3523630.905745316,72
656320.4331893444,3523705.905745316,68
656320.4331893444,3523780.905745316,52
656320.4331893444,3523855.905745316,58
656320.4331893444,3523930.905745316,57
656320.4331893444,3524005.905745316,55
656320.4331893444,3524080.905745316,32
656320.4331893444,3524155.905745316,36
656320.4331893444,3524230.905745316,12
656320.4331893444,3524305.905745316,7
656320.4331893444,3524380.905745316,1
656395.4331893444,3402055.905745316,1
656395.4331893444,3402130.905745316,2
656395.4331893444,3402205.905745316,5
656395.4331893444,3402280.905745316,11
656395.4331893444,3402355.905745316,15
656395.4331893444,3402430.905745316,5
656395.4331893444,3402505.905745316,6
656395.4331893444,3402580.905745316,4
656395.4331893444,3402655.905745316,21
656395.4331893444,3402730.905745316,49
656395.4331893444,3402805.905745316,52
656395.4331893444,3402880.905745316,74
656395.4331893444,3402955.905745316,109
656395.4331893444,3403030.905745316,130
656395.4331893444,3403105.905745316,108
656395.4331893444,3403180.905745316,104
656395.4331893444,3403255.905745316,39
656395.4331893444,3403330.905745316,6
656395.4331893444,3521905.905745316,1
656395.4331893444,3522880.905745316,1
656395.4331893444,3523030.905745316,2
656395.4331893444,3523105.905745316,3
656395.4331893444,3523180.905745316,4
656395.4331893444,3523255.905745316,12
656395.4331893444,3523330.905745316,14
656395.4331893444,3523405.905745316,32
656395.4331893444,3523480.905745316,36
656395.4331893444,3523555.905745316,60
656395.4331893444,3523630.905745316,66
656395.4331893444,3523705.905745316,71
656395.4331893444,3523780.905745316,83
656395.4331893444,3523855.905745316,67
656395.4331893444,3523930.905745316,68
656395.4331893444,3524005.905745316,63
656395.4331893444,3524080.905745316,70
656395.4331893444,3524155.905745316,72
656395.4331893444,3524230.905745316,69
656395.4331893444,3524305.905745316,44
656395.4331893444,3524380.905745316,22
656395.4331893444,3524455.905745316,9
656395.4331893444,3524530.905745316,6
656470.4331893444,3402055.905745316,3
656470.4331893444,3402130.905745316,6
656470.4331893444,3402205.905745316,11
656470.4331893444,3402280.905745316,8
656470.4331893444,3402355.905745316,13
656470.4331893444,3402430.905745316,10
656470.4331893444,3402505.905745316,18
656470.4331893444,3402580.905745316,47
656470.4331893444,3402655.905745316,52
656470.4331893444,3402730.905745316,89
656470.4331893444,3402805.905745316,95
656470.4331893444,3402880.905745316,122
656470.4331893444,3402955.905745316,148
656470.4331893444,3403030.905745316,97
656470.4331893444,3403105.905745316,66
656470.4331893444,3403180.905745316,19
656470.4331893444,3521980.905745316,1
656470.4331893444,3523330.905745316,1
656470.4331893444,3523480.905745316,1
656470.4331893444,3523630.905745316,5
656470.4331893444,3523705.905745316,16
656470.4331893444,3523780.905745316,17
656470.4331893444,3523855.905745316,26
656470.4331893444,3523930.905745316,37
656470.4331893444,3524005.905745316,56
656470.4331893444,3524080.905745316,71
656470.4331893444,3524155.905745316,75
656470.4331893444,3524230.905745316,85
656470.4331893444,3524305.905745316,75
656470.4331893444,3524380.905745316,95
656470.4331893444,3524455.905745316,92
656470.4331893444,3524530.905745316,56
656470.4331893444,3524605.905745316,31
656470.4331893444,3524680.905745316,11
656470.4331893444,3524755.905745316,1
656545.4331893444,3401980.905745316,7
656545.4331893444,3402055.905745316,13
656545.4331893444,3402130.905745316,13
656545.4331893444,3402205.905745316,13
656545.4331893444,3402280.905745316,15
656545.4331893444,3402355.905745316,29
656545.4331893444,3402430.905745316,43
656545.4331893444,3402505.905745316,61
656545.4331893444,3402580.905745316,67
656545.4331893444,3402655.905745316,99
656545.4331893444,3402730.905745316,93
656545.4331893444,3402805.905745316,127
656545.4331893444,3402880.905745316,118
656545.4331893444,3402955.905745316,74
656545.4331893444,3403030.905745316,39
656545.4331893444,3403105.905745316,11
656545.4331893444,3523855.905745316,1
656545.4331893444,3523930.905745316,3
656545.4331893444,3524005.905745316,4
656545.4331893444,3524080.905745316,9
656545.4331893444,3524155.905745316,15
656545.4331893444,3524230.905745316,23
656545.4331893444,3524305.905745316,32
656545.4331893444,3524380.905745316,58
656545.4331893444,3524455.905745316,92
656545.4331893444,3524530.905745316,84
656545.4331893444,3524605.905745316,75
656545.4331893444,3524680.905745316,62
656545.4331893444,3524755.905745316,45
656545.4331893444,3524830.905745316,13
656545.4331893444,3524905.905745316,9
656545.4331893444,3524980.905745316,2
656620.4331893444,3401830.905745316,1
656620.4331893444,3401905.905745316,3
656620.4331893444,3401980.905745316,10
656620.4331893444,3402055.905745316,13
656620.4331893444,3402130.905745316,16
656620.4331893444,3402205.905745316,17
656620.4331893444,3402280.905745316,50
656620.4331893444,3402355.905745316,64
656620.4331893444,3402430.905745316,62
656620.4331893444,3402505.905745316,81
656620.4331893444,3402580.905745316,100
656620.4331893444,3402655.905745316,137
656620.4331893444,3402730.905745316,130
656620.4331893444,3402805.905745316,78
656620.4331893444,3402880.905745316,37
656620.4331893444,3402955.905745316,16
656620.4331893444,3403030.905745316,1
656620.4331893444,3522055.905745316,1
656620.4331893444,3522205.905745316,3
656620.4331893444,3522280.905745316,1
656620.4331893444,3524230.905745316,2
656620.4331893444,3524305.905745316,3
656620.4331893444,3524380.905745316,3
656620.4331893444,3524455.905745316,24
656620.4331893444,3524530.905745316,47
656620.4331893444,3524605.905745316,64
656620.4331893444,3524680.905745316,76
656620.4331893444,3524755.905745316,66
656620.4331893444,3524830.905745316,70
656620.4331893444,3524905.905745316,50
656620.4331893444,3524980.905745316,34
656620.4331893444,3525055.905745316,3
656620.4331893444,3525130.905745316,1
656695.4331893444,3401830.905745316,3
656695.4331893444,3401905.905745316,16
656695.4331893444,3401980.905745316,24
656695.4331893444,3402055.905745316,26
656695.4331893444,3402130.905745316,41
656695.4331893444,3402205.905745316,57
656695.4331893444,3402280.905745316,69
656695.4331893444,3402355.905745316,99
656695.4331893444,3402430.905745316,107
656695.4331893444,3402505.905745316,147
656695.4331893444,3402580.905745316,129
656695.4331893444,3402655.905745316,89
656695.4331893444,3402730.905745316,47
656695.4331893444,3402805.905745316,18
656695.4331893444,3402880.905745316,4
656695.4331893444,3402955.905745316,1
656695.4331893444,3522280.905745316,1
656695.4331893444,3522355.905745316,1
656695.4331893444,3524380.905745316,1
656695.4331893444,3524455.905745316,1
656695.4331893444,3524530.905745316,6
656695.4331893444,3524605.905745316,10
656695.4331893444,3524680.905745316,48
656695.4331893444,3524755.905745316,64
656695.4331893444,3524830.905745316,55
656695.4331893444,3524905.905745316,58
656695.4331893444,3524980.905745316,68
656695.4331893444,3525055.905745316,53
656695.4331893444,3525130.905745316,26
656695.4331893444,3525205.905745316,5
656695.4331893444,3525280.905745316,3
656770.4331893444,3401755.905745316,8
656770.4331893444,3401830.905745316,18
656770.4331893444,3401905.905745316,27
656770.4331893444,3401980.905745316,53
656770.4331893444,3402055.905745316,68
656770.4331893444,3402130.905745316,62
656770.4331893444,3402205.905745316,90
656770.4331893444,3402280.905745316,125
656770.4331893444,3402355.905745316,107
656770.4331893444,3402430.905745316,112
656770.4331893444,3402505.905745316,83
656770.4331893444,3402580.905745316,42
656770.4331893444,3402655.905745316,25
656770.4331893444,3402730.905745316,3
656770.4331893444,3402805.905745316,1
656770.4331893444,3515680.905745316,1
656770.4331893444,3524605.905745316,3
656770.4331893444,3524680.905745316,11
656770.4331893444,3524755.905745316,17
656770.4331893444,3524830.905745316,40
656770.4331893444,3524905.905745316,54
656770.4331893444,3524980.905745316,59
656770.4331893444,3525055.905745316,70
656770.4331893444,3525130.905745316,57
656770.4331893444,3525205.905745316,52
656770.4331893444,3525280.905745316,13
656770.4331893444,3525355.905745316,2
656770.4331893444,3525430.905745316,1
656845.4331893444,3401455.905745316,1
656845.4331893444,3401530.905745316,1
656845.4331893444,3401605.905745316,3
656845.4331893444,3401680.905745316,17
656845.4331893444,3401755.905745316,32
656845.4331893444,3401830.905745316,67
656845.4331893444,3401905.905745316,91
656845.4331893444,3401980.905745316,80
656845.4331893444,3402055.905745316,100
656845.4331893444,3402130.905745316,123
656845.4331893444,3402205.905745316,139
656845.4331893444,3402280.905745316,129
656845.4331893444,3402355.905745316,88
656845.4331893444,3402430.905745316,28
656845.4331893444,3402505.905745316,23
656845.4331893444,3402580.905745316,8
656845.4331893444,3402655.905745316,1
656845.4331893444,3522505.905745316,1
656845.4331893444,3522655.905745316,1
656845.4331893444,3524605.905745316,1
656845.4331893444,3524680.905745316,2
656845.4331893444,3524755.905745316,6
656845.4331893444,3524830.905745316,17
656845.4331893444,3524905.905745316,28
656845.4331893444,3524980.905745316,39
656845.4331893444,3525055.905745316,58
656845.4331893444,3525130.905745316,61
656845.4331893444,3525205.905745316,56
656845.4331893444,3525280.905745316,52
656845.4331893444,3525355.905745316,22
656845.4331893444,3525430.905745316,3
656920.4331893444,3401380.905745316,7
656920.4331893444,3401455.905745316,8
656920.4331893444,3401530.905745316,14
656920.4331893444,3401605.905745316,52
656920.4331893444,3401680.905745316,68
656920.4331893444,3401755.905745316,93
656920.4331893444,3401830.905745316,83
656920.4331893444,3401905.905745316,108
656920.4331893444,3401980.905745316,122
656920.4331893444,3402055.905745316,121
656920.4331893444,3402130.905745316,134
656920.4331893444,3402205.905745316,83
656920.4331893444,3402280.905745316,53
656920.4331893444,3402355.905745316,19
656920.4331893444,3402430.905745316,8
656920.4331893444,3402505.905745316,3
656920.4331893444,3522730.905745316,1
656920.4331893444,3524680.905745316,1
656920.4331893444,3524755.905745316,4
656920.4331893444,3524830.905745316,7
656920.4331893444,3524905.905745316,10
656920.4331893444,3524980.905745316,26
656920.4331893444,3525055.905745316,38
656920.4331893444,3525130.905745316,48
656920.4331893444,3525205.905745316,70
656920.4331893444,3525280.905745316,60
656920.4331893444,3525355.905745316,43
656920.4331893444,3525430.905745316,28
656920.4331893444,3525505.905745316,3
656995.4331893444,3400930.905745316,1
656995.4331893444,3401155.905745316,1
656995.4331893444,3401230.905745316,19
656995.4331893444,3401305.905745316,55
656995.4331893444,3401380.905745316,76
656995.4331893444,3401455.905745316,54
656995.4331893444,3401530.905745316,85
656995.4331893444,3401605.905745316,96
656995.4331893444,3401680.905745316,86
656995.4331893444,3401755.905745316,110
656995.4331893444,3401830.905745316,116
656995.4331893444,3401905.905745316,140
656995.4331893444,3401980.905745316,98
656995.4331893444,3402055.905745316,91
656995.4331893444,3402130.905745316,42
656995.4331893444,3402205.905745316,21
656995.4331893444,3402280.905745316,10
656995.4331893444,3523030.905745316,2
656995.4331893444,3524830.905745316,3
656995.4331893444,3524905.905745316,4
656995.4331893444,3524980.905745316,11
656995.4331893444,3525055.905745316,14
656995.4331893444,3525130.905745316,29
656995.4331893444,3525205.905745316,45
656995.4331893444,3525280.905745316,45
656995.4331893444,3525355.905745316,58
656995.4331893444,3525430.905745316,48
656995.4331893444,3525505.905745316,18
656995.4331893444,3525580.905745316,3
656995.4331893444,3525655.905745316,1
657070.4331893444,3400855.905745316,31
657070.4331893444,3401005.905745316,15
657070.4331893444,3401080.905745316,19
657070.4331893444,3401155.905745316,34
657070.4331893444,3401230.905745316,55
657070.4331893444,3401305.905745316,68
657070.4331893444,3401380.905745316,94
657070.4331893444,3401455.905745316,134
657070.4331893444,3401530.905745316,117
657070.4331893444,3401605.905745316,108
657070.4331893444,3401680.905745316,130
657070.4331893444,3401755.905745316,120
657070.4331893444,3401830.905745316,85
657070.4331893444,3401905.905745316,50
657070.4331893444,3401980.905745316,31
657070.4331893444,3402055.905745316,15
657070.4331893444,3402130.905745316,8
657070.4331893444,3402205.905745316,1
657070.4331893444,3524755.905745316,1
657070.4331893444,3524905.905745316,3
657070.4331893444,3524980.905745316,5
657070.4331893444,3525055.905745316,7
657070.4331893444,3525130.905745316,23
657070.4331893444,3525205.905745316,30
657070.4331893444,3525280.905745316,54
657070.4331893444,3525355.905745316,52
657070.4331893444,3525430.905745316,57
657070.4331893444,3525505.905745316,54
657070.4331893444,3525580.905745316,9
657145.4331893444,3400630.905745316,3
657145.4331893444,3400705.905745316,3
657145.4331893444,3400780.905745316,59
657145.4331893444,3400855.905745316,68
657145.4331893444,3400930.905745316,63
657145.4331893444,3401005.905745316,75
657145.4331893444,3401080.905745316,44
657145.4331893444,3401155.905745316,72
657145.4331893444,3401230.905745316,111
657145.4331893444,3401305.905745316,105
657145.4331893444,3401380.905745316,125
657145.4331893444,3401455.905745316,124
657145.4331893444,3401530.905745316,144
657145.4331893444,3401605.905745316,100
657145.4331893444,3401680.905745316,88
657145.4331893444,3401755.905745316,59
657145.4331893444,3401830.905745316,34
657145.4331893444,3401905.905745316,11
657145.4331893444,3401980.905745316,2
657145.4331893444,3402055.905745316,2
657145.4331893444,3524980.905745316,2
657145.4331893444,3525055.905745316,5
657145.4331893444,3525130.905745316,16
657145.4331893444,3525205.905745316,13
657145.4331893444,3525280.905745316,34
657145.4331893444,3525355.905745316,40
657145.4331893444,3525430.905745316,61
657145.4331893444,3525505.905745316,51
657145.4331893444,3525580.905745316,34
657145.4331893444,3525655.905745316,9
657145.4331893444,3525730.905745316,1
657220.4331893444,3400480.905745316,10
657220.4331893444,3400555.905745316,34
657220.4331893444,3400630.905745316,35
657220.4331893444,3400705.905745316,38
657220.4331893444,3400780.905745316,33
657220.4331893444,3400855.905745316,53
657220.4331893444,3400930.905745316,55
657220.4331893444,3401005.905745316,84
657220.4331893444,3401080.905745316,124
657220.4331893444,3401155.905745316,132
657220.4331893444,3401230.905745316,127
657220.4331893444,3401305.905745316,140
657220.4331893444,3401380.905745316,127
657220.4331893444,3401455.905745316,96
657220.4331893444,3401530.905745316,76
657220.4331893444,3401605.905745316,39
657220.4331893444,3401680.905745316,19
657220.4331893444,3401755.905745316,6
657220.4331893444,3401830.905745316,2
657220.4331893444,3401905.905745316,1
657220.4331893444,3523255.905745316,2
657220.4331893444,3525055.905745316,2
657220.4331893444,3525130.905745316,1
657220.4331893444,3525205.905745316,9
657220.4331893444,3525280.905745316,11
657220.4331893444,3525355.905745316,29
657220.4331893444,3525430.905745316,51
657220.4331893444,3525505.905745316,82
657220.4331893444,3525580.905745316,37
657220.4331893444,3525655.905745316,18
657295.4331893444,3400330.905745316,16
657295.4331893444,3400405.905745316,59
657295.4331893444,3400480.905745316,62
657295.4331893444,3400555.905745316,36
657295.4331893444,3400630.905745316,29
657295.4331893444,3400705.905745316,26
657295.4331893444,3400780.905745316,71
657295.4331893444,3400855.905745316,101
657295.4331893444,3400930.905745316,135
657295.4331893444,3401005.905745316,137
657295.4331893444,3401080.905745316,140
657295.4331893444,3401155.905745316,127
657295.4331893444,3401230.905745316,115
657295.4331893444,3401305.905745316,88
657295.4331893444,3401380.905745316,61
657295.4331893444,3401455.905745316,31
657295.4331893444,3401530.905745316,18
657295.4331893444,3401605.905745316,5
657295.4331893444,3401680.905745316,2
657295.4331893444,3523405.905745316,1
657295.4331893444,3525055.905745316,1
657295.4331893444,3525130.905745316,2
657295.4331893444,3525205.905745316,4
657295.4331893444,3525280.905745316,8
657295.4331893444,3525355.905745316,29
657295.4331893444,3525430.905745316,29
657295.4331893444,3525505.905745316,56
657295.4331893444,3525580.905745316,58
657295.4331893444,3525655.905745316,36
657295.4331893444,3525730.905745316,8
657370.4331893444,3400330.905745316,8
657370.4331893444,3400405.905745316,13
657370.4331893444,3400480.905745316,21
657370.4331893444,3400555.905745316,32
657370.4331893444,3400630.905745316,72
657370.4331893444,3400705.905745316,126
657370.4331893444,3400780.905745316,140
657370.4331893444,3400855.905745316,120
657370.4331893444,3400930.905745316,170
657370.4331893444,3401005.905745316,133
657370.4331893444,3401080.905745316,105
657370.4331893444,3401155.905745316,75
657370.4331893444,3401230.905745316,38
657370.4331893444,3401305.905745316,19
657370.4331893444,3401380.905745316,14
657370.4331893444,3401455.905745316,4
657370.4331893444,3525055.905745316,1
657370.4331893444,3525130.905745316,2
657370.4331893444,3525205.905745316,6
657370.4331893444,3525280.905745316,6
657370.4331893444,3525355.905745316,9
657370.4331893444,3525430.905745316,20
657370.4331893444,3525505.905745316,42
657370.4331893444,3525580.905745316,49
657370.4331893444,3525655.905745316,54
657370.4331893444,3525730.905745316,13
657370.4331893444,3525805.905745316,1
657445.4331893444,3400255.905745316,16
657445.4331893444,3400330.905745316,34
657445.4331893444,3400405.905745316,50
657445.4331893444,3400480.905745316,104
657445.4331893444,3400555.905745316,115
657445.4331893444,3400630.905745316,134
657445.4331893444,3400705.905745316,143
657445.4331893444,3400780.905745316,161
657445.4331893444,3400855.905745316,141
657445.4331893444,3400930.905745316,86
657445.4331893444,3401005.905745316,51
657445.4331893444,3401080.905745316,26
657445.4331893444,3401155.905745316,9
657445.4331893444,3401230.905745316,1
657445.4331893444,3401305.905745316,1
657445.4331893444,3523555.905745316,1
657445.4331893444,3524980.905745316,1
657445.4331893444,3525130.905745316,1
657445.4331893444,3525280.905745316,10
657445.4331893444,3525355.905745316,18
657445.4331893444,3525430.905745316,20
657445.4331893444,3525505.905745316,36
657445.4331893444,3525580.905745316,53
657445.4331893444,3525655.905745316,65
657445.4331893444,3525730.905745316,30
657445.4331893444,3525805.905745316,5
657520.4331893444,3399955.905745316,1
657520.4331893444,3400030.905745316,1
657520.4331893444,3400105.905745316,24
657520.4331893444,3400180.905745316,54
657520.4331893444,3400255.905745316,84
657520.4331893444,3400330.905745316,127
657520.4331893444,3400405.905745316,149
657520.4331893444,3400480.905745316,141
657520.4331893444,3400555.905745316,150
657520.4331893444,3400630.905745316,172
657520.4331893444,3400705.905745316,128
657520.4331893444,3400780.905745316,57
657520.4331893444,3400855.905745316,26
657520.4331893444,3400930.905745316,28
657520.4331893444,3401005.905745316,5
657520.4331893444,3401080.905745316,1
657520.4331893444,3525130.905745316,1
657520.4331893444,3525280.905745316,6
657520.4331893444,3525355.905745316,7
657520.4331893444,3525430.905745316,13
657520.4331893444,3525505.905745316,27
657520.4331893444,3525580.905745316,45
657520.4331893444,3525655.905745316,59
657520.4331893444,3525730.905745316,37
657520.4331893444,3525805.905745316,14
657595.4331893444,3399730.905745316,1
657595.4331893444,3399805.905745316,6
657595.4331893444,3399880.905745316,22
657595.4331893444,3399955.905745316,37
657595.4331893444,3400030.905745316,68
657595.4331893444,3400105.905745316,107
657595.4331893444,3400180.905745316,152
657595.4331893444,3400255.905745316,143
657595.4331893444,3400330.905745316,158
657595.4331893444,3400405.905745316,141
657595.4331893444,3400480.905745316,132
657595.4331893444,3400555.905745316,92
657595.4331893444,3400630.905745316,34
657595.4331893444,3400705.905745316,17
657595.4331893444,3400780.905745316,12
657595.4331893444,3400855.905745316,7
657595.4331893444,3525280.905745316,4
657595.4331893444,3525355.905745316,8
657595.4331893444,3525430.905745316,11
657595.4331893444,3525505.905745316,26
657595.4331893444,3525580.905745316,44
657595.4331893444,3525655.905745316,52
657595.4331893444,3525730.905745316,70
657595.4331893444,3525805.905745316,23
657595.4331893444,3525880.905745316,2
657670.4331893444,3399430.905745316,1
657670.4331893444,3399505.905745316,3
657670.4331893444,3399580.905745316,5
657670.4331893444,3399655.905745316,15
657670.4331893444,3399730.905745316,42
657670.4331893444,3399805.905745316,74
657670.4331893444,3399880.905745316,91
657670.4331893444,3399955.905745316,111
657670.4331893444,3400030.905745316,134
657670.4331893444,3400105.905745316,153
657670.4331893444,3400180.905745316,175
657670.4331893444,3400255.905745316,142
657670.4331893444,3400330.905745316,84
657670.4331893444,3400405.905745316,56
657670.4331893444,3400480.905745316,18
657670.4331893444,3400555.905745316,13
657670.4331893444,3400630.905745316,3
657670.4331893444,3400705.905745316,4
657670.4331893444,3523780.905745316,1
657670.4331893444,3525280.905745316,1
657670.4331893444,3525355.905745316,5
657670.4331893444,3525430.905745316,6
657670.4331893444,3525505.905745316,10
657670.4331893444,3525580.905745316,24
657670.4331893444,3525655.905745316,34
657670.4331893444,3525730.905745316,53
657670.4331893444,3525805.905745316,36
657670.4331893444,3525880.905745316,2
657745.4331893444,3399130.905745316,2
657745.4331893444,3399205.905745316,4
657745.4331893444,3399280.905745316,9
657745.4331893444,3399355.905745316,13
657745.4331893444,3399430.905745316,39
657745.4331893444,3399505.905745316,67
657745.4331893444,3399580.905745316,84
657745.4331893444,3399655.905745316,124
657745.4331893444,3399730.905745316,115
657745.4331893444,3399805.905745316,135
657745.4331893444,3399880.905745316,155
657745.4331893444,3399955.905745316,183
657745.4331893444,3400030.905745316,170
657745.4331893444,3400105.905745316,104
657745.4331893444,3400180.905745316,66
657745.4331893444,3400255.905745316,26
657745.4331893444,3400330.905745316,19
657745.4331893444,3400405.905745316,3
657745.4331893444,3400480.905745316,4
657745.4331893444,3525280.905745316,1
657745.4331893444,3525355.905745316,1
657745.4331893444,3525430.905745316,3
657745.4331893444,3525505.905745316,11
657745.4331893444,3525580.905745316,29
657745.4331893444,3525655.905745316,32
657745.4331893444,3525730.905745316,60
657745.4331893444,3525805.905745316,67
657745.4331893444,3525880.905745316,9
657745.4331893444,3525955.905745316,1
657820.4331893444,3397405.905745316,1
657820.4331893444,3397480.905745316,1
657820.4331893444,3397855.905745316,1
657820.4331893444,3398080.905745316,1
657820.4331893444,3398380.905745316,1
657820.4331893444,3398455.905745316,5
657820.4331893444,3398530.905745316,2
657820.4331893444,3398605.905745316,4
657820.4331893444,3398680.905745316,2
657820.4331893444,3398755.905745316,7
657820.4331893444,3398830.905745316,7
657820.4331893444,3398905.905745316,19
657820.4331893444,3398980.905745316,28
657820.4331893444,3399055.905745316,38
657820.4331893444,3399130.905745316,57
657820.4331893444,3399205.905745316,62
657820.4331893444,3399280.905745316,95
657820.4331893444,3399355.905745316,118
657820.4331893444,3399430.905745316,104
657820.4331893444,3399505.905745316,125
657820.4331893444,3399580.905745316,130
657820.4331893444,3399655.905745316,152
657820.4331893444,3399730.905745316,149
657820.4331893444,3399805.905745316,159
657820.4331893444,3399880.905745316,103
657820.4331893444,3399955.905745316,68
657820.4331893444,3400030.905745316,34
657820.4331893444,3400105.905745316,15
657820.4331893444,3400180.905745316,8
657820.4331893444,3400255.905745316,3
657820.4331893444,3400330.905745316,1
657820.4331893444,3400405.905745316,1
657820.4331893444,3523930.905745316,1
657820.4331893444,3525355.905745316,1
657820.4331893444,3525430.905745316,3
657820.4331893444,3525505.905745316,6
657820.4331893444,3525580.905745316,23
657820.4331893444,3525655.905745316,29
657820.4331893444,3525730.905745316,43
657820.4331893444,3525805.905745316,61
657820.4331893444,3525880.905745316,34
657820.4331893444,3525955.905745316,1
657895.4331893444,3396805.905745316,1
657895.4331893444,3396880.905745316,2
657895.4331893444,3396955.905745316,2
657895.4331893444,3397030.905745316,3
657895.4331893444,3397105.905745316,7
657895.4331893444,3397180.905745316,7
657895.4331893444,3397255.905745316,7
657895.4331893444,3397330.905745316,11
657895.4331893444,3397405.905745316,9
657895.4331893444,3397480.905745316,7
657895.4331893444,3397555.905745316,12
657895.4331893444,3397630.905745316,16
657895.4331893444,3397705.905745316,12
657895.4331893444,3397780.905745316,15
657895.4331893444,3397855.905745316,16
657895.4331893444,3397930.905745316,18
657895.4331893444,3398005.905745316,17
657895.4331893444,3398080.905745316,32
657895.4331893444,3398155.905745316,26
657895.4331893444,3398230.905745316,24
657895.4331893444,3398305.905745316,21
657895.4331893444,3398380.905745316,36
657895.4331893444,3398455.905745316,31
657895.4331893444,3398530.905745316,44
657895.4331893444,3398605.905745316,45
657895.4331893444,3398680.905745316,67
657895.4331893444,3398755.905745316,81
657895.4331893444,3398830.905745316,83
657895.4331893444,3398905.905745316,113
657895.4331893444,3398980.905745316,86
657895.4331893444,3399055.905745316,105
657895.4331893444,3399130.905745316,97
657895.4331893444,3399205.905745316,129
657895.4331893444,3399280.905745316,107
657895.4331893444,3399355.905745316,144
657895.4331893444,3399430.905745316,176
657895.4331893444,3399505.905745316,161
657895.4331893444,3399580.905745316,153
657895.4331893444,3399655.905745316,122
657895.4331893444,3399730.905745316,51
657895.4331893444,3399805.905745316,32
657895.4331893444,3399880.905745316,16
657895.4331893444,3399955.905745316,7
657895.4331893444,3400030.905745316,3
657895.4331893444,3400105.905745316,3
657895.4331893444,3525280.905745316,1
657895.4331893444,3525430.905745316,1
657895.4331893444,3525505.905745316,8
657895.4331893444,3525580.905745316,9
657895.4331893444,3525655.905745316,34
657895.4331893444,3525730.905745316,39
