file,date,datum,bathym_mean,milemarker,segment_id,water_elev,weights_sum,geometry,outsidecolor,bathym_fixing,bathym_fixed,depth,year,confirmed,at_risk,problem_lon,problem_lat,duplicate_of
LM_01_GCB_20180911_CS_3200_3454_w_datum.gpkg,2018-09-11 00:00:00+00:00,NAVD88,13.734024126940785,335.0,78,25.137418341930776,58766.80224129157,"POLYGON ((-91.58026535836574 31.255918602113624, -91.58392259818861 31.256045664321615, -91.62758340647994 31.25961921287189, -91.6275738830612 31.259711589241455, -91.6275576072822 31.259848454889124, -91.62738059311074 31.261213876325968, -91.62695646363552 31.26435476113394, -91.62588055210469 31.272028179365574, -91.53023510661541 31.276756903580132, -91.53008470207905 31.276682764425644, -91.52772166182518 31.274081838166516, -91.52323603822542 31.269069055792993, -91.52159647227258 31.267205525330645, -91.52150451275337 31.267091938047773, -91.52448058379616 31.26486565108111, -91.53118947241889 31.26148233351163, -91.53838615839923 31.258927325353532, -91.54154571653224 31.25813186363485, -91.54476081634905 31.257502717201756, -91.5555204775355 31.256835804062607, -91.57343118271461 31.25599602446675, -91.58026535836574 31.255918602113624))",b,-13.734024126940785,-13.734024126940785,38.87144246887157,2018,yes,,,,
LM_01_GCB_20180912_CS_3200_3454_w_datum.gpkg,2018-09-12 00:00:00+00:00,NAVD88,7.336338077792329,340.0,78,25.33047777831044,41450.91573602538,"POLYGON ((-91.51814048129266 31.268918603500136, -91.51836242215737 31.26909493594467, -91.51953663991331 31.270029211958278, -91.52681378596198 31.276217944817805, -91.52749208172332 31.276801753588067, -91.5100000076681 31.331571910651686, -91.50984194774777 31.3315421593406, -91.50937819959591 31.33143414349639, -91.5032276650307 31.329872698701436, -91.50307345609845 31.329832815508755, -91.50201034569521 31.329529261005693, -91.50212651895211 31.32656124207658, -91.50262253299094 31.31568054146257, -91.50269097840044 31.314744240290533, -91.5050891570012 31.298290624618147, -91.50603739319592 31.292427245671888, -91.50731436396852 31.28623114630358, -91.50822986986972 31.283049078908967, -91.50931677376413 31.279879318221035, -91.51339084582978 31.274288978020714, -91.51814048129266 31.268918603500136))",b,-7.336338077792329,-7.336338077792329,32.666815856102765,2018,yes,,,,
LM_01_GCB_20190605_CS_3404_3454_w_datum.gpkg,2019-06-05 00:00:00+00:00,NAVD88,23.590964633766685,343.0,78,25.33047777831044,48229.09127647974,"POLYGON ((-91.50443119692255 31.304032454611388, -91.50455197433729 31.304038939669894, -91.51427852515319 31.30478764630683, -91.51539300325372 31.304875995767407, -91.5155519260509 31.304893775128882, -91.5157103057613 31.304919283851945, -91.51539166672812 31.307850778881072, -91.51396037637821 31.318810824935365, -91.51014270225006 31.331581625064224, -91.50821612982045 31.33747130813844, -91.50677720019343 31.340110864290683, -91.5051202440653 31.342828375582748, -91.50190069239092 31.347902479445512, -91.48671448427945 31.364467633528772, -91.48449518826216 31.366664512739643, -91.47948390900164 31.370988370703223, -91.47245392750612 31.36212607183053, -91.4723636625596 31.36201007260346, -91.47212056244946 31.36165528375891, -91.4720427408198 31.36153496748182, -91.50443119692255 31.304032454611388))",b,-23.590964633766685,-23.590964633766685,48.92144241207713,2019,yes,,,,
LM_01_GCB_20190606_CS_3346_3402_w_datum.gpkg,2019-06-06 00:00:00+00:00,NAVD88,2.888872741361496,337.0,78,25.33047777831044,54964.440384302296,"POLYGON ((-91.57341025225719 31.255729032237483, -91.57686351802899 31.256063332215007, -91.57686902738045 31.256339572805754, -91.57686143773081 31.256475744133223, -91.57675677721434 31.257984755083974, -91.57632032660165 31.263745660508953, -91.57625119617039 31.264431027867083, -91.5166145996722 31.30212057995025, -91.51645057518367 31.302145126934455, -91.50481536180445 31.301226172455724, -91.50482743096055 31.29827638082579, -91.50518837815866 31.29503193623672, -91.505533436078 31.29226421665546, -91.50682717401263 31.28616335660098, -91.50787054779408 31.282935700391647, -91.50938969208491 31.279856659288207, -91.51116729374405 31.276922353804462, -91.51523015929938 31.271375877063456, -91.51803312419642 31.268794270013373, -91.52110825644642 31.26665533201692, -91.52434097343034 31.264550900556937, -91.5310717160286 31.26113835705301, -91.53835765416643 31.258653469613314, -91.54467677838308 31.257158903966754, -91.57341025225719 31.255729032237483))",b,-2.888872741361496,-2.888872741361496,28.21935051967193,2019,yes,,,,
LM_01_GCB_20190610_CS_3200_3248_w_datum.gpkg,2019-06-10 00:00:00+00:00,NAVD88,27.530411824430725,322.0,80,25.33047777831044,46512.78623393351,"POLYGON ((-91.60832879251399 31.14474333157664, -91.60844037244715 31.144841518592003, -91.60855008478653 31.144941016395332, -91.61281634978516 31.149033020284747, -91.61408760433373 31.150269636311894, -91.61450849655319 31.150685789411078, -91.61102437003314 31.19957187423792, -91.61031407629496 31.200126895320228, -91.60392484939717 31.205118090342314, -91.59681592592825 31.21065662196896, -91.59609088628068 31.211197499510234, -91.59371856118263 31.208925500036468, -91.58966809563807 31.203750661013316, -91.5881316205674 31.200489375547086, -91.58557243066714 31.193830670207607, -91.58527827565024 31.191264214277624, -91.58554497933737 31.184747385922652, -91.58597613284796 31.18165212038941, -91.58659274784668 31.178645321285085, -91.58858670930687 31.169757042110106, -91.59196743313188 31.161084685828445, -91.59547163952526 31.155580424954064, -91.60046639178238 31.150734297442213, -91.60567797006463 31.146751316810708, -91.60832879251399 31.14474333157664))",b,-27.530411824430725,-27.530411824430725,52.86088960274117,2019,yes,,,,
LM_01_GCB_20190611_CS_3250_3302_w_datum.gpkg,2019-06-11 00:00:00+00:00,NAVD88,25.678655818058143,327.0,79,25.5235372146901,50340.328229439416,"POLYGON ((-91.61252780524133 31.200925014370974, -91.64880920023369 31.23432349405929, -91.6513759023869 31.23708572872621, -91.65369147802058 31.239744078085405, -91.65658610944553 31.245850633659796, -91.65749417299835 31.249187459742743, -91.65769868641789 31.252755643727443, -91.6574279026784 31.25616467130711, -91.65592838670361 31.25954852290748, -91.65405148007893 31.26278532492227, -91.65155343748924 31.265730825440553, -91.6514264106756 31.26564479705647, -91.65076074495819 31.26505058261302, -91.6499844493778 31.264356477297444, -91.64887749490777 31.26336461368923, -91.64567045722121 31.260482966940618, -91.6405874887117 31.255911407200728, -91.63992636899212 31.255314338232377, -91.59883285357014 31.213441653068507, -91.61219305829856 31.201221239449847, -91.61252780524133 31.200925014370974))",b,-25.678655818058143,-25.678655818058143,51.20219303274824,2019,yes,,,,
LM_01_GCB_20190612_CS_3304_3344_w_datum.gpkg,2019-06-12 00:00:00+00:00,NAVD88,5.752540322129515,332.0,79,25.5235372146901,39286.16983720848,"POLYGON ((-91.58391402360827 31.255652598773842, -91.6392208577091 31.256956323725177, -91.6488051511772 31.2683034279993, -91.64574381999554 31.270527012663255, -91.64132420381823 31.271536386037795, -91.62581127157415 31.272427766243627, -91.6222311423386 31.272162097042656, -91.61862455121808 31.27185772208205, -91.57963255232163 31.263973488392033, -91.57962287742986 31.263695117972052, -91.57968578439888 31.2624601941799, -91.5802521602782 31.25684486464576, -91.58026622324755 31.256707310060605, -91.58035089005453 31.255886929139486, -91.58036914601033 31.255749471830853, -91.58391402360827 31.255652598773842))",b,-5.752540322129515,-5.752540322129515,31.276077536819617,2019,yes,,,,
LM_01_GCB_20250714_CS_MB_3263_3258_w_datum.gpkg,2025-07-14 00:00:00+00:00,NAVD88,11.193173047509877,326.0,79,26.874953269347746,7966882.00006394,"POLYGON ((-91.61960319272971 31.214235418825837, -91.61963554491638 31.214262584292133, -91.62333800675891 31.218403837238796, -91.62361414328682 31.2187171913051, -91.6236143299641 31.218730933922267, -91.62358290847098 31.21877248263498, -91.62331554369257 31.219105033388185, -91.62013808029947 31.22302656581448, -91.62005942615748 31.22312356427913, -91.61998077185669 31.22322056269867, -91.61990211739709 31.223317561073042, -91.61982346277865 31.223414559402233, -91.61966615202829 31.223608556837465, -91.61943018627943 31.223899552185, -91.6193515307081 31.223996550243292, -91.61927287497795 31.224093548256445, -91.61903690579744 31.224384542937166, -91.61895824943197 31.22448154076968, -91.6188795929077 31.224578538557022, -91.6188009362246 31.22467553629923, -91.61864362134479 31.22486953256038, -91.61856496418518 31.2249665301671, -91.61854915833804 31.224980432630556, -91.6185333524863 31.224994335092152, -91.61838868203274 31.224940802947927, -91.61835651240207 31.22492737993397, -91.61660188395354 31.224092741494243, -91.61315594486842 31.222367782673206, -91.6127368341522 31.222124550948575, -91.61267231321217 31.222083959307977, -91.61265613670656 31.2220703757252, -91.61265595159014 31.222056633055992, -91.61268719387589 31.222001344205157, -91.61284358991372 31.221738642513845, -91.61328356958504 31.22115699290257, -91.61870087094618 31.214917922441735, -91.61874828353208 31.21487621416362, -91.6189379335084 31.21470938449207, -91.61941280072269 31.21434727883582, -91.61958720270516 31.214235578737988, -91.61960319272971 31.214235418825837))",b,-11.193173047509877,-11.193173047509877,38.06812631685762,2025,yes,,,,
LM_01_GCB_20250714_CS_MB_3268_3263_w_datum.gpkg,2025-07-14 00:00:00+00:00,NAVD88,17.556468683455652,327.0,79,26.874953269347746,9403678.362350138,"POLYGON ((-91.62363069407944 31.218758258722964, -91.62451504484119 31.21910674060568, -91.62457938173328 31.219133583627567, -91.6249499736249 31.219336030389258, -91.62967219992208 31.223164464520384, -91.62967257509504 31.223191949669854, -91.62871302760306 31.224369901452306, -91.62635337875706 31.22726624912572, -91.62591289264616 31.227806712850022, -91.62555105419624 31.228250173492075, -91.6255038252402 31.228305625980056, -91.62548783288426 31.228305786690417, -91.62547184052818 31.228305947398802, -91.62545584817198 31.228306108105187, -91.62539169174109 31.22829300832382, -91.62535952003184 31.2282795871273, -91.6228964456174 31.227108541824684, -91.62125442943281 31.226327817094507, -91.6198532505945 31.22561338394943, -91.61864510937448 31.22497947360691, -91.61862893153355 31.22496589081835, -91.61861275369725 31.224952308027603, -91.61859657586555 31.224938725234665, -91.61861219569978 31.2249110801347, -91.62061000284113 31.222444572264397, -91.62359871255855 31.21875857958812, -91.62363069407944 31.218758258722964))",b,-17.556468683455652,-17.556468683455652,44.4314219528034,2025,yes,,,,
LM_01_GCB_20250714_CS_MB_3273_3268_w_datum.gpkg,2025-07-14 00:00:00+00:00,NAVD88,24.65563173488992,327.0,79,27.068012705727405,9040587.190594122,"POLYGON ((-91.62968837897459 31.223178045888083, -91.62975272108329 31.22320488617794, -91.63303586122815 31.224697383851172, -91.63343847689852 31.2248994806983, -91.63696689314501 31.226774239730577, -91.63696727048234 31.226801724784885, -91.63693585241538 31.226843276622468, -91.63517545217888 31.229101459950297, -91.63500254885406 31.22932312236132, -91.63482964576946 31.229544783642297, -91.63465674190037 31.229766445607346, -91.63431093070994 31.230209767993237, -91.634138024438 31.230431428403474, -91.6339651163321 31.230653089508362, -91.63379220846642 31.230874749483238, -91.63361929981617 31.231096410142072, -91.63327347906322 31.23153972991552, -91.63325748621186 31.23153989160704, -91.63317714564243 31.231513214959264, -91.63116713846965 31.230736339842434, -91.6285938586244 31.229703963396425, -91.62856168600666 31.22969054302971, -91.62852951339778 31.229677122654717, -91.62849734079778 31.229663702271374, -91.62827213283376 31.229569758452975, -91.625519817596 31.228305465267702, -91.6255196305727 31.22829172268133, -91.62583424076884 31.227903715625835, -91.62775345551763 31.225547845626938, -91.6291534811508 31.22382942874035, -91.62959393077962 31.22328895370095, -91.62968837897459 31.223178045888083))",b,-24.65563173488992,-24.65563173488992,51.72364444061732,2025,yes,,,,
