date,n_active,n_missing_stage,min_width_ft,min_width_survey_id,avg_lowest3_width_ft,lowest3_survey_id_1,lowest3_width_ft_1,lowest3_survey_id_2,lowest3_width_ft_2,lowest3_survey_id_3,lowest3_width_ft_3
2022-08-01,69,32,,,,,,,,,
2022-08-02,69,32,,,,,,,,,
2022-08-03,101,0,754.6,LM_08_MVF_20220202_CS_INTERP,962.4,LM_08_MVF_20220202_CS_INTERP,754.6,LM_18_FRIX_20220929_CS_709_711_SORT_LWRP_INTERP,984.3,LM_15_CVB_20220325_CS_MB_5987_5938,1148.3
2022-08-04,101,0,754.6,LM_08_MVF_20220202_CS_INTERP,962.4,LM_08_MVF_20220202_CS_INTERP,754.6,LM_18_FRIX_20220929_CS_709_711_SORT_LWRP_INTERP,984.3,LM_15_CVB_20220325_CS_MB_5987_5938,1148.3
2022-08-05,101,0,754.6,LM_08_MVF_20220202_CS_INTERP,962.4,LM_08_MVF_20220202_CS_INTERP,754.6,LM_18_FRIX_20220929_CS_709_711_SORT_LWRP_INTERP,984.3,LM_15_CVB_20220325_CS_MB_5987_5938,1148.3
2022-08-06,101,0,754.6,LM_08_MVF_20220202_CS_INTERP,962.4,LM_08_MVF_20220202_CS_INTERP,754.6,LM_18_FRIX_20220929_CS_709_711_SORT_LWRP_INTERP,984.3,LM_15_CVB_20220325_CS_MB_5987_5938,1148.3
2022-08-07,101,0,754.6,LM_08_MVF_20220202_CS_INTERP,951.5,LM_08_MVF_20220202_CS_INTERP,754.6,LM_18_FRIX_20220929_CS_709_711_SORT_LWRP_INTERP,984.3,LM_15_CVB_20220325_CS_MB_5987_5938,1115.5
2022-08-08,101,0,754.6,LM_08_MVF_20220202_CS_INTERP,951.5,LM_08_MVF_20220202_CS_INTERP,754.6,LM_18_FRIX_20220929_CS_709_711_SORT_LWRP_INTERP,984.3,LM_15_CVB_20220325_CS_MB_5987_5938,1115.5
2022-08-09,101,0,754.6,LM_08_MVF_20220202_CS_INTERP,951.5,LM_08_MVF_20220202_CS_INTERP,754.6,LM_18_FRIX_20220929_CS_709_711_SORT_LWRP_INTERP,984.3,LM_15_CVB_20220325_CS_MB_5987_5938,1115.5
2022-08-10,101,0,754.6,LM_08_MVF_20220202_CS_INTERP,940.5,LM_08_MVF_20220202_CS_INTERP,754.6,LM_18_FRIX_20220929_CS_709_711_SORT_LWRP_INTERP,984.3,LM_22_RANX_20220705_CS_772_769_SORT_LWRP_INTERP,1082.7
2022-08-11,101,0,754.6,LM_08_MVF_20220202_CS_INTERP,929.6,LM_08_MVF_20220202_CS_INTERP,754.6,LM_18_FRIX_20220929_CS_709_711_SORT_LWRP_INTERP,984.3,LM_15_CVB_20220325_CS_MB_5987_5938,1049.9
2022-08-12,101,0,754.6,LM_08_MVF_20220202_CS_INTERP,929.6,LM_08_MVF_20220202_CS_INTERP,754.6,LM_18_FRIX_20220929_CS_709_711_SORT_LWRP_INTERP,984.3,LM_22_RANX_20220705_CS_772_769_SORT_LWRP_INTERP,1049.9
2022-08-13,101,0,754.6,LM_08_MVF_20220202_CS_INTERP,929.6,LM_08_MVF_20220202_CS_INTERP,754.6,LM_18_FRIX_20220929_CS_709_711_SORT_LWRP_INTERP,984.3,LM_22_RANX_20220705_CS_772_769_SORT_LWRP_INTERP,1049.9
2022-08-14,101,0,754.6,LM_08_MVF_20220202_CS_INTERP,929.6,LM_08_MVF_20220202_CS_INTERP,754.6,LM_18_FRIX_20220929_CS_709_711_SORT_LWRP_INTERP,984.3,LM_22_RANX_20220705_CS_772_769_SORT_LWRP_INTERP,1049.9
2022-08-15,101,0,754.6,LM_08_MVF_20220202_CS_INTERP,929.6,LM_08_MVF_20220202_CS_INTERP,754.6,LM_18_FRIX_20220929_CS_709_711_SORT_LWRP_INTERP,984.3,LM_22_RANX_20220705_CS_772_769_SORT_LWRP_INTERP,1049.9
2022-08-16,101,0,754.6,LM_08_MVF_20220202_CS_INTERP,929.6,LM_08_MVF_20220202_CS_INTERP,754.6,LM_18_FRIX_20220929_CS_709_711_SORT_LWRP_INTERP,984.3,LM_22_RANX_20220705_CS_772_769_SORT_LWRP_INTERP,1049.9
2022-08-17,101,0,754.6,LM_08_MVF_20220202_CS_INTERP,929.6,LM_08_MVF_20220202_CS_INTERP,754.6,LM_18_FRIX_20220929_CS_709_711_SORT_LWRP_INTERP,984.3,LM_22_RANX_20220705_CS_772_769_SORT_LWRP_INTERP,1049.9
2022-08-18,101,0,754.6,LM_08_MVF_20220202_CS_INTERP,929.6,LM_08_MVF_20220202_CS_INTERP,754.6,LM_18_FRIX_20220929_CS_709_711_SORT_LWRP_INTERP,984.3,LM_22_RANX_20220705_CS_772_769_SORT_LWRP_INTERP,1049.9
2022-08-19,101,0,754.6,LM_08_MVF_20220202_CS_INTERP,918.7,LM_08_MVF_20220202_CS_INTERP,754.6,LM_18_FRIX_20220929_CS_709_711_SORT_LWRP_INTERP,984.3,LM_15_CVB_20220325_CS_MB_5987_5938,1017.1
2022-08-20,101,0,754.6,LM_08_MVF_20220202_CS_INTERP,907.7,LM_08_MVF_20220202_CS_INTERP,754.6,LM_22_RANX_20220907_CS_781_778_SORT_LWRP_INTERP,984.3,LM_22_RANX_20220705_CS_772_769_SORT_LWRP_INTERP,984.3
2022-08-21,0,101,,,,,,,,,
2022-08-22,101,0,721.8,LM_08_MVF_20220202_CS_INTERP,860.5,LM_08_MVF_20220202_CS_INTERP,721.8,LM_22_RANX_20220907_CS_781_778_SORT_LWRP_INTERP,918.6,LM_13_OZE_20220423_CS_5810_5774,941.1
2022-08-23,101,0,721.8,LM_08_MVF_20220202_CS_INTERP,823.3,LM_08_MVF_20220202_CS_INTERP,721.8,LM_13_OZE_20220423_CS_5810_5774,862.2,LM_22_RANX_20220907_CS_781_778_SORT_LWRP_INTERP,885.8
2022-08-24,101,0,721.8,LM_08_MVF_20220202_CS_INTERP,803.2,LM_08_MVF_20220202_CS_INTERP,721.8,LM_13_OZE_20220423_CS_5810_5774,834.9,LM_22_RANX_20220907_CS_781_778_SORT_LWRP_INTERP,853.0
2022-08-25,101,0,721.8,LM_08_MVF_20220202_CS_INTERP,803.2,LM_08_MVF_20220202_CS_INTERP,721.8,LM_13_OZE_20220423_CS_5810_5774,834.9,LM_22_RANX_20220907_CS_781_778_SORT_LWRP_INTERP,853.0
2022-08-26,101,0,721.8,LM_08_MVF_20220202_CS_INTERP,803.2,LM_08_MVF_20220202_CS_INTERP,721.8,LM_13_OZE_20220423_CS_5810_5774,834.9,LM_22_RANX_20220907_CS_781_778_SORT_LWRP_INTERP,853.0
2022-08-27,101,0,721.8,LM_08_MVF_20220202_CS_INTERP,821.2,LM_08_MVF_20220202_CS_INTERP,721.8,LM_13_OZE_20220423_CS_5810_5774,862.2,LM_07_FMB_20220620_CS_4706_4530,879.7
2022-08-28,101,0,721.8,LM_08_MVF_20220202_CS_INTERP,840.0,LM_08_MVF_20220202_CS_INTERP,721.8,LM_07_FMB_20220620_CS_4706_4530,879.7,LM_22_RANX_20220907_CS_781_778_SORT_LWRP_INTERP,918.6
2022-08-29,101,0,721.8,LM_08_MVF_20220202_CS_INTERP,840.0,LM_08_MVF_20220202_CS_INTERP,721.8,LM_07_FMB_20220620_CS_4706_4530,879.7,LM_22_RANX_20220907_CS_781_778_SORT_LWRP_INTERP,918.6
2022-08-30,101,0,721.8,LM_08_MVF_20220202_CS_INTERP,803.2,LM_08_MVF_20220202_CS_INTERP,721.8,LM_13_OZE_20220423_CS_5810_5774,834.9,LM_22_RANX_20220907_CS_781_778_SORT_LWRP_INTERP,853.0
2022-08-31,101,0,721.8,LM_08_MVF_20220202_CS_INTERP,792.4,LM_08_MVF_20220202_CS_INTERP,721.8,LM_13_OZE_20220423_CS_5810_5774,802.5,LM_22_RANX_20220907_CS_781_778_SORT_LWRP_INTERP,853.0
2022-09-01,101,0,721.8,LM_08_MVF_20220202_CS_INTERP,792.4,LM_08_MVF_20220202_CS_INTERP,721.8,LM_13_OZE_20220423_CS_5810_5774,802.5,LM_22_RANX_20220907_CS_781_778_SORT_LWRP_INTERP,853.0
2022-09-02,101,0,721.8,LM_08_MVF_20220202_CS_INTERP,781.5,LM_08_MVF_20220202_CS_INTERP,721.8,LM_13_OZE_20220423_CS_5810_5774,802.5,LM_22_RANX_20220907_CS_781_778_SORT_LWRP_INTERP,820.2
2022-09-03,101,0,721.8,LM_08_MVF_20220202_CS_INTERP,775.4,LM_08_MVF_20220202_CS_INTERP,721.8,LM_07_FMB_20220620_CS_4706_4530,802.0,LM_13_OZE_20220423_CS_5810_5774,802.5
2022-09-04,101,0,721.8,LM_08_MVF_20220202_CS_INTERP,788.4,LM_08_MVF_20220202_CS_INTERP,721.8,LM_13_OZE_20220423_CS_5810_5774,802.5,LM_07_FMB_20220620_CS_4706_4530,840.8
2022-09-05,101,0,721.8,LM_08_MVF_20220202_CS_INTERP,775.4,LM_08_MVF_20220202_CS_INTERP,721.8,LM_07_FMB_20220620_CS_4706_4530,802.0,LM_13_OZE_20220423_CS_5810_5774,802.5
2022-09-06,101,0,721.8,LM_08_MVF_20220202_CS_INTERP,775.4,LM_08_MVF_20220202_CS_INTERP,721.8,LM_07_FMB_20220620_CS_4706_4530,802.0,LM_13_OZE_20220423_CS_5810_5774,802.5
2022-09-07,101,0,721.8,LM_08_MVF_20220202_CS_INTERP,786.2,LM_08_MVF_20220202_CS_INTERP,721.8,LM_07_FMB_20220620_CS_4706_4530,802.0,LM_13_OZE_20220423_CS_5810_5774,834.9
2022-09-08,101,0,590.6,LM_08_MVF_20220202_CS_INTERP,703.9,LM_08_MVF_20220202_CS_INTERP,590.6,LM_07_FMB_20220620_CS_4706_4530,757.2,LM_07_FMB_20220621_CS_4720_4682,764.0
2022-09-09,101,0,721.8,LM_08_MVF_20220202_CS_INTERP,811.8,LM_08_MVF_20220202_CS_INTERP,721.8,LM_07_FMB_20220620_CS_4706_4530,802.0,LM_11_YBS_20220511_CS_5404_5376,911.7
2022-09-10,101,0,721.8,LM_08_MVF_20220202_CS_INTERP,827.1,LM_08_MVF_20220202_CS_INTERP,721.8,LM_07_FMB_20220620_CS_4706_4530,840.8,LM_22_RANX_20220907_CS_781_778_SORT_LWRP_INTERP,918.6
2022-09-11,101,0,721.8,LM_08_MVF_20220202_CS_INTERP,840.0,LM_08_MVF_20220202_CS_INTERP,721.8,LM_07_FMB_20220620_CS_4706_4530,879.7,LM_22_RANX_20220907_CS_781_778_SORT_LWRP_INTERP,918.6
2022-09-12,101,0,721.8,LM_08_MVF_20220202_CS_INTERP,840.0,LM_08_MVF_20220202_CS_INTERP,721.8,LM_07_FMB_20220620_CS_4706_4530,879.7,LM_22_RANX_20220907_CS_781_778_SORT_LWRP_INTERP,918.6
2022-09-13,101,0,721.8,LM_08_MVF_20220202_CS_INTERP,840.0,LM_08_MVF_20220202_CS_INTERP,721.8,LM_07_FMB_20220620_CS_4706_4530,879.7,LM_22_RANX_20220907_CS_781_778_SORT_LWRP_INTERP,918.6
2022-09-14,101,0,721.8,LM_08_MVF_20220202_CS_INTERP,803.2,LM_08_MVF_20220202_CS_INTERP,721.8,LM_13_OZE_20220423_CS_5810_5774,834.9,LM_22_RANX_20220907_CS_781_778_SORT_LWRP_INTERP,853.0
2022-09-15,101,0,721.8,LM_08_MVF_20220202_CS_INTERP,792.4,LM_08_MVF_20220202_CS_INTERP,721.8,LM_13_OZE_20220423_CS_5810_5774,802.5,LM_22_RANX_20220907_CS_781_778_SORT_LWRP_INTERP,853.0
2022-09-16,101,0,721.8,LM_08_MVF_20220202_CS_INTERP,781.5,LM_08_MVF_20220202_CS_INTERP,721.8,LM_13_OZE_20220423_CS_5810_5774,802.5,LM_22_RANX_20220907_CS_781_778_SORT_LWRP_INTERP,820.2
2022-09-17,101,0,721.8,LM_08_MVF_20220202_CS_INTERP,775.4,LM_08_MVF_20220202_CS_INTERP,721.8,LM_07_FMB_20220620_CS_4706_4530,802.0,LM_13_OZE_20220423_CS_5810_5774,802.5
2022-09-18,101,0,590.6,LM_08_MVF_20220202_CS_INTERP,703.9,LM_08_MVF_20220202_CS_INTERP,590.6,LM_07_FMB_20220620_CS_4706_4530,757.2,LM_07_FMB_20220621_CS_4720_4682,764.0
2022-09-19,101,0,590.6,LM_08_MVF_20220202_CS_INTERP,703.9,LM_08_MVF_20220202_CS_INTERP,590.6,LM_07_FMB_20220620_CS_4706_4530,757.2,LM_07_FMB_20220621_CS_4720_4682,764.0
2022-09-20,101,0,590.6,LM_08_MVF_20220202_CS_INTERP,703.9,LM_08_MVF_20220202_CS_INTERP,590.6,LM_07_FMB_20220620_CS_4706_4530,757.2,LM_07_FMB_20220621_CS_4720_4682,764.0
2022-09-21,101,0,590.6,LM_08_MVF_20220202_CS_INTERP,703.9,LM_08_MVF_20220202_CS_INTERP,590.6,LM_07_FMB_20220620_CS_4706_4530,757.2,LM_07_FMB_20220621_CS_4720_4682,764.0
2022-09-22,101,0,0.0,LM_08_MVF_20220202_CS_INTERP,455.1,LM_08_MVF_20220202_CS_INTERP,0.0,LM_15_CVB_20220325_CS_MB_5987_5938,656.2,LM_07_FMB_20220620_CS_4706_4530,709.0
2022-09-23,101,0,0.0,LM_08_MVF_20220202_CS_INTERP,455.1,LM_08_MVF_20220202_CS_INTERP,0.0,LM_15_CVB_20220325_CS_MB_5987_5938,656.2,LM_07_FMB_20220620_CS_4706_4530,709.0
2022-09-24,101,0,0.0,LM_08_MVF_20220202_CS_INTERP,432.2,LM_08_MVF_20220202_CS_INTERP,0.0,LM_07_FMB_20220620_CS_4706_4530,640.3,LM_15_CVB_20220325_CS_MB_5987_5938,656.2
2022-09-25,101,0,0.0,LM_08_MVF_20220202_CS_INTERP,432.2,LM_08_MVF_20220202_CS_INTERP,0.0,LM_07_FMB_20220620_CS_4706_4530,640.3,LM_15_CVB_20220325_CS_MB_5987_5938,656.2
2022-09-26,101,0,0.0,LM_08_MVF_20220202_CS_INTERP,380.3,LM_08_MVF_20220202_CS_INTERP,0.0,LM_14_VBO_20220412_CS_5938_5906,500.5,LM_07_FMB_20220620_CS_4706_4530,640.3
2022-09-27,101,0,0.0,LM_08_MVF_20220202_CS_INTERP,432.2,LM_08_MVF_20220202_CS_INTERP,0.0,LM_07_FMB_20220620_CS_4706_4530,640.3,LM_15_CVB_20220325_CS_MB_5987_5938,656.2
2022-09-28,101,0,0.0,LM_08_MVF_20220202_CS_INTERP,353.4,LM_08_MVF_20220202_CS_INTERP,0.0,LM_07_FMB_20220621_CS_4720_4682,436.1,LM_07_FMB_20220620_CS_4706_4530,624.1
2022-09-29,101,0,0.0,LM_08_MVF_20220202_CS_INTERP,312.2,LM_08_MVF_20220202_CS_INTERP,0.0,LM_07_FMB_20220621_CS_4720_4682,436.1,LM_14_VBO_20220412_CS_5938_5906,500.5
2022-09-30,101,0,0.0,LM_08_MVF_20220202_CS_INTERP,312.2,LM_08_MVF_20220202_CS_INTERP,0.0,LM_07_FMB_20220621_CS_4720_4682,436.1,LM_14_VBO_20220412_CS_5938_5906,500.5
2022-10-01,101,0,0.0,LM_08_MVF_20220202_CS_INTERP,312.2,LM_08_MVF_20220202_CS_INTERP,0.0,LM_07_FMB_20220621_CS_4720_4682,436.1,LM_14_VBO_20220412_CS_5938_5906,500.5
2022-10-02,101,0,0.0,LM_08_MVF_20220202_CS_INTERP,278.8,LM_08_MVF_20220202_CS_INTERP,0.0,LM_07_FMB_20220621_CS_4720_4682,406.7,LM_07_FMB_20220620_CS_4706_4530,429.8
2022-10-03,101,0,0.0,LM_08_MVF_20220202_CS_INTERP,278.8,LM_08_MVF_20220202_CS_INTERP,0.0,LM_07_FMB_20220621_CS_4720_4682,406.7,LM_07_FMB_20220620_CS_4706_4530,429.8
2022-10-04,101,0,0.0,LM_08_MVF_20220202_CS_INTERP,278.8,LM_08_MVF_20220202_CS_INTERP,0.0,LM_07_FMB_20220621_CS_4720_4682,406.7,LM_07_FMB_20220620_CS_4706_4530,429.8
2022-10-05,101,0,0.0,LM_08_MVF_20220202_CS_INTERP,278.8,LM_08_MVF_20220202_CS_INTERP,0.0,LM_07_FMB_20220621_CS_4720_4682,406.7,LM_07_FMB_20220620_CS_4706_4530,429.8
2022-10-06,101,0,0.0,LM_08_MVF_20220202_CS_INTERP,278.8,LM_08_MVF_20220202_CS_INTERP,0.0,LM_07_FMB_20220621_CS_4720_4682,406.7,LM_07_FMB_20220620_CS_4706_4530,429.8
2022-10-07,101,0,0.0,LM_08_MVF_20220202_CS_INTERP,353.4,LM_08_MVF_20220202_CS_INTERP,0.0,LM_07_FMB_20220621_CS_4720_4682,436.1,LM_07_FMB_20220620_CS_4706_4530,624.1
2022-10-08,101,0,406.7,LM_07_FMB_20220621_CS_4720_4682,497.6,LM_07_FMB_20220621_CS_4720_4682,406.7,LM_07_FMB_20220620_CS_4706_4530,429.8,LM_15_CVB_20220325_CS_MB_5987_5938,656.2
2022-10-09,101,0,436.1,LM_07_FMB_20220621_CS_4720_4682,620.9,LM_07_FMB_20220621_CS_4720_4682,436.1,LM_07_FMB_20220620_CS_4706_4530,624.1,LM_13_OZE_20220423_CS_5810_5774,802.5
2022-10-10,101,0,436.1,LM_07_FMB_20220621_CS_4720_4682,572.1,LM_07_FMB_20220621_CS_4720_4682,436.1,LM_07_FMB_20220620_CS_4706_4530,624.1,LM_15_CVB_20220325_CS_MB_5987_5938,656.2
2022-10-11,101,0,436.1,LM_07_FMB_20220621_CS_4720_4682,520.2,LM_07_FMB_20220621_CS_4720_4682,436.1,LM_14_VBO_20220412_CS_5938_5906,500.5,LM_07_FMB_20220620_CS_4706_4530,624.1
2022-10-12,101,0,445.7,LM_14_VBO_20220412_CS_5938_5906,553.2,LM_14_VBO_20220412_CS_5938_5906,445.7,LM_15_CVB_20220325_CS_MB_5987_5938,590.6,LM_19_MEMX_20220707_CS_739_744_SORT_LWRP_INTERP,623.4
2022-10-13,101,0,325.3,LM_14_VBO_20220412_CS_5938_5906,428.8,LM_14_VBO_20220412_CS_5938_5906,325.3,LM_07_FMB_20220621_CS_4720_4682,436.1,LM_19_MEMX_20220707_CS_739_744_SORT_LWRP_INTERP,524.9
2022-10-14,101,0,325.3,LM_14_VBO_20220412_CS_5938_5906,428.8,LM_14_VBO_20220412_CS_5938_5906,325.3,LM_07_FMB_20220621_CS_4720_4682,436.1,LM_19_MEMX_20220707_CS_739_744_SORT_LWRP_INTERP,524.9
2022-10-15,101,0,325.3,LM_14_VBO_20220412_CS_5938_5906,387.3,LM_14_VBO_20220412_CS_5938_5906,325.3,LM_07_FMB_20220621_CS_4720_4682,406.7,LM_07_FMB_20220620_CS_4706_4530,429.8
2022-10-16,101,0,286.3,LM_14_VBO_20220412_CS_5938_5906,357.0,LM_14_VBO_20220412_CS_5938_5906,286.3,LM_07_FMB_20220621_CS_4720_4682,383.9,LM_07_FMB_20220620_CS_4706_4530,400.9
2022-10-17,101,0,348.5,LM_07_FMB_20220620_CS_4706_4530,431.5,LM_07_FMB_20220620_CS_4706_4530,348.5,LM_07_FMB_20220621_CS_4720_4682,365.9,LM_10_SSL_20220602_CS_5264_5234,580.2
2022-10-18,101,0,231.1,LM_14_VBO_20220412_CS_5938_5906,284.8,LM_14_VBO_20220412_CS_5938_5906,231.1,LM_18_FRIX_20220929_CS_709_711_SORT_LWRP_INTERP,295.3,LM_19_MEMX_20220707_CS_739_744_SORT_LWRP_INTERP,328.1
2022-10-19,69,32,,,,,,,,,
2022-10-20,101,0,231.1,LM_14_VBO_20220412_CS_5938_5906,284.8,LM_14_VBO_20220412_CS_5938_5906,231.1,LM_18_FRIX_20220929_CS_709_711_SORT_LWRP_INTERP,295.3,LM_19_MEMX_20220707_CS_739_744_SORT_LWRP_INTERP,328.1
2022-10-21,69,32,,,,,,,,,
2022-10-22,69,32,,,,,,,,,
2022-10-23,101,0,231.1,LM_14_VBO_20220412_CS_5938_5906,284.8,LM_14_VBO_20220412_CS_5938_5906,231.1,LM_18_FRIX_20220929_CS_709_711_SORT_LWRP_INTERP,295.3,LM_19_MEMX_20220707_CS_739_744_SORT_LWRP_INTERP,328.1
2022-10-24,101,0,201.0,LM_07_FMB_20220620_CS_4706_4530,277.3,LM_07_FMB_20220620_CS_4706_4530,201.0,LM_14_VBO_20220412_CS_5938_5906,286.3,LM_05_VGG_20220714_CS_4354_4088,344.7
2022-10-25,101,0,286.3,LM_14_VBO_20220412_CS_5938_5906,333.6,LM_14_VBO_20220412_CS_5938_5906,286.3,LM_07_FMB_20220620_CS_4706_4530,348.5,LM_07_FMB_20220621_CS_4720_4682,365.9
2022-10-26,101,0,325.3,LM_14_VBO_20220412_CS_5938_5906,346.6,LM_14_VBO_20220412_CS_5938_5906,325.3,LM_07_FMB_20220620_CS_4706_4530,348.5,LM_07_FMB_20220621_CS_4720_4682,365.9
2022-10-27,101,0,286.3,LM_14_VBO_20220412_CS_5938_5906,357.0,LM_14_VBO_20220412_CS_5938_5906,286.3,LM_07_FMB_20220621_CS_4720_4682,383.9,LM_07_FMB_20220620_CS_4706_4530,400.9
2022-10-28,101,0,286.3,LM_14_VBO_20220412_CS_5938_5906,357.0,LM_14_VBO_20220412_CS_5938_5906,286.3,LM_07_FMB_20220621_CS_4720_4682,383.9,LM_07_FMB_20220620_CS_4706_4530,400.9
2022-10-29,101,0,286.3,LM_14_VBO_20220412_CS_5938_5906,357.0,LM_14_VBO_20220412_CS_5938_5906,286.3,LM_07_FMB_20220621_CS_4720_4682,383.9,LM_07_FMB_20220620_CS_4706_4530,400.9
