date,n_active,n_missing_stage,min_width_ft,min_width_survey_id,avg_lowest3_width_ft,lowest3_survey_id_1,lowest3_width_ft_1,lowest3_survey_id_2,lowest3_width_ft_2,lowest3_survey_id_3,lowest3_width_ft_3
2022-10-30,101,0,383.9,LM_07_FMB_20220621_CS_4720_4682,410.2,LM_07_FMB_20220621_CS_4720_4682,383.9,LM_07_FMB_20220620_CS_4706_4530,400.9,LM_14_VBO_20220412_CS_5938_5906,445.7
2022-10-31,101,0,383.9,LM_07_FMB_20220621_CS_4720_4682,410.2,LM_07_FMB_20220621_CS_4720_4682,383.9,LM_07_FMB_20220620_CS_4706_4530,400.9,LM_14_VBO_20220412_CS_5938_5906,445.7
2022-11-01,101,0,383.9,LM_07_FMB_20220621_CS_4720_4682,410.2,LM_07_FMB_20220621_CS_4720_4682,383.9,LM_07_FMB_20220620_CS_4706_4530,400.9,LM_14_VBO_20220412_CS_5938_5906,445.7
2022-11-02,101,0,406.7,LM_07_FMB_20220621_CS_4720_4682,427.4,LM_07_FMB_20220621_CS_4720_4682,406.7,LM_07_FMB_20220620_CS_4706_4530,429.8,LM_14_VBO_20220412_CS_5938_5906,445.7
2022-11-03,101,0,406.7,LM_07_FMB_20220621_CS_4720_4682,427.4,LM_07_FMB_20220621_CS_4720_4682,406.7,LM_07_FMB_20220620_CS_4706_4530,429.8,LM_14_VBO_20220412_CS_5938_5906,445.7
2022-11-04,101,0,383.9,LM_07_FMB_20220621_CS_4720_4682,410.2,LM_07_FMB_20220621_CS_4720_4682,383.9,LM_07_FMB_20220620_CS_4706_4530,400.9,LM_14_VBO_20220412_CS_5938_5906,445.7
2022-11-05,101,0,406.7,LM_07_FMB_20220621_CS_4720_4682,445.7,LM_07_FMB_20220621_CS_4720_4682,406.7,LM_07_FMB_20220620_CS_4706_4530,429.8,LM_14_VBO_20220412_CS_5938_5906,500.5
2022-11-06,101,0,406.7,LM_07_FMB_20220621_CS_4720_4682,445.7,LM_07_FMB_20220621_CS_4720_4682,406.7,LM_07_FMB_20220620_CS_4706_4530,429.8,LM_14_VBO_20220412_CS_5938_5906,500.5
2022-11-07,101,0,436.1,LM_07_FMB_20220621_CS_4720_4682,490.8,LM_07_FMB_20220621_CS_4720_4682,436.1,LM_14_VBO_20220412_CS_5938_5906,445.7,LM_15_CVB_20220325_CS_MB_5987_5938,590.6
2022-11-08,101,0,445.7,LM_14_VBO_20220412_CS_5938_5906,553.2,LM_14_VBO_20220412_CS_5938_5906,445.7,LM_15_CVB_20220325_CS_MB_5987_5938,590.6,LM_19_MEMX_20220707_CS_739_744_SORT_LWRP_INTERP,623.4
2022-11-09,101,0,436.1,LM_07_FMB_20220621_CS_4720_4682,490.8,LM_07_FMB_20220621_CS_4720_4682,436.1,LM_14_VBO_20220412_CS_5938_5906,445.7,LM_15_CVB_20220325_CS_MB_5987_5938,590.6
2022-11-10,101,0,406.7,LM_07_FMB_20220621_CS_4720_4682,427.4,LM_07_FMB_20220621_CS_4720_4682,406.7,LM_07_FMB_20220620_CS_4706_4530,429.8,LM_14_VBO_20220412_CS_5938_5906,445.7
2022-11-11,101,0,406.7,LM_07_FMB_20220621_CS_4720_4682,427.4,LM_07_FMB_20220621_CS_4720_4682,406.7,LM_07_FMB_20220620_CS_4706_4530,429.8,LM_14_VBO_20220412_CS_5938_5906,445.7
2022-11-12,101,0,406.7,LM_07_FMB_20220621_CS_4720_4682,427.4,LM_07_FMB_20220621_CS_4720_4682,406.7,LM_07_FMB_20220620_CS_4706_4530,429.8,LM_14_VBO_20220412_CS_5938_5906,445.7
2022-11-13,101,0,406.7,LM_07_FMB_20220621_CS_4720_4682,445.7,LM_07_FMB_20220621_CS_4720_4682,406.7,LM_07_FMB_20220620_CS_4706_4530,429.8,LM_14_VBO_20220412_CS_5938_5906,500.5
2022-11-14,101,0,406.7,LM_07_FMB_20220621_CS_4720_4682,445.7,LM_07_FMB_20220621_CS_4720_4682,406.7,LM_07_FMB_20220620_CS_4706_4530,429.8,LM_14_VBO_20220412_CS_5938_5906,500.5
2022-11-15,101,0,406.7,LM_07_FMB_20220621_CS_4720_4682,497.6,LM_07_FMB_20220621_CS_4720_4682,406.7,LM_07_FMB_20220620_CS_4706_4530,429.8,LM_15_CVB_20220325_CS_MB_5987_5938,656.2
2022-11-16,101,0,436.1,LM_07_FMB_20220621_CS_4720_4682,620.9,LM_07_FMB_20220621_CS_4720_4682,436.1,LM_07_FMB_20220620_CS_4706_4530,624.1,LM_13_OZE_20220423_CS_5810_5774,802.5
2022-11-17,101,0,640.3,LM_07_FMB_20220620_CS_4706_4530,721.2,LM_07_FMB_20220620_CS_4706_4530,640.3,LM_07_FMB_20220621_CS_4720_4682,688.3,LM_13_OZE_20220423_CS_5810_5774,834.9
2022-11-18,101,0,640.3,LM_07_FMB_20220620_CS_4706_4530,726.9,LM_07_FMB_20220620_CS_4706_4530,640.3,LM_07_FMB_20220621_CS_4720_4682,688.3,LM_11_YBS_20220511_CS_5404_5376,852.0
2022-11-19,101,0,757.2,LM_07_FMB_20220620_CS_4706_4530,803.8,LM_07_FMB_20220620_CS_4706_4530,757.2,LM_07_FMB_20220621_CS_4720_4682,764.0,LM_11_YBS_20220511_CS_5404_5376,890.3
2022-11-20,101,0,802.0,LM_07_FMB_20220620_CS_4706_4530,877.4,LM_07_FMB_20220620_CS_4706_4530,802.0,LM_11_YBS_20220511_CS_5404_5376,911.7,LM_22_RANX_20220907_CS_781_778_SORT_LWRP_INTERP,918.6
2022-11-21,101,0,840.8,LM_07_FMB_20220620_CS_4706_4530,899.0,LM_07_FMB_20220620_CS_4706_4530,840.8,LM_22_RANX_20220907_CS_781_778_SORT_LWRP_INTERP,918.6,LM_11_YBS_20220511_CS_5404_5376,937.6
2022-11-22,101,0,879.7,LM_07_FMB_20220620_CS_4706_4530,913.1,LM_07_FMB_20220620_CS_4706_4530,879.7,LM_22_RANX_20220907_CS_781_778_SORT_LWRP_INTERP,918.6,LM_13_OZE_20220423_CS_5810_5774,941.1
