date,year,survey_id,gage,stage_ft,width_ft,used_in_avg
2021-08-01,2021,LM_04_GGK_20210724_CS_3900_3870,Greenville,27.59,1005.5,True
2021-08-01,2021,LM_15_CVB_20210423_CS_6094_6056,Memphis,5.67,1225.0,True
2021-08-01,2021,LM_14_VBO_20210426_CS_5860_5824,Memphis,5.67,1289.2,True
2021-08-01,2021,LM_14_VBO_20210425_CS_5902_5862,Memphis,5.67,1364.5,True
2021-08-01,2021,LM_05_VGG_20210719_CS_4146_4098,Greenville,27.59,1424.0,True
2021-08-01,2021,LM_07_FMB_20210622_CS_4700_4530,Greenville,27.59,1486.4,False
2021-08-01,2021,LM_09_LPM_20210610_CS_5032_4998,Greenville,27.59,1492.3,False
2021-08-01,2021,LM_06_MBV_20210628_CS_4496_4450,Greenville,27.59,1519.2,False
2021-08-01,2021,LM_04_GGK_20210725_CS_3868_3820,Greenville,27.59,1520.6,False
2021-08-01,2021,LM_12_EYB_20210510_CS_5610_5586,Greenville,27.59,1604.2,False
2021-08-01,2021,LM_07_FMB_20210620_CS_4754_4724,Greenville,27.59,1664.4,False
2021-08-01,2021,LM_13_OZE_20210509_CS_5696_5658,Greenville,27.59,1686.6,False
2021-08-01,2021,LM_15_CVB_20210421_CS_6150_6128,Memphis,5.67,1717.0,False
2021-08-01,2021,LM_06_MBV_20210629_CS_54448_4414,Greenville,27.59,1736.4,False
2021-08-01,2021,LM_05_VGG_20210718_CS_4096_4076,Greenville,27.59,1746.5,False
2021-08-01,2021,LM_09_LPM_20210611_CS_4996_4958,Greenville,27.59,1752.5,False
2021-08-01,2021,LM_15_CVB_20210425_CS_6026_6000,Memphis,5.67,1790.4,False
2021-08-01,2021,LM_07_FMB_20210621_CS_4722_4702,Greenville,27.59,1809.0,False
2021-08-01,2021,LM_12_EYB_20210512_CS_5544_5502,Greenville,27.59,1813.5,False
2021-08-01,2021,LM_05_VGG_20210721_CS_4242_4188,Greenville,27.59,1827.0,False
2021-08-01,2021,LM_05_VGG_20210720_CS_4182_4148,Greenville,27.59,1863.4,False
2021-08-01,2021,LM_07_FMB_20210624_CS_4630_4584,Greenville,27.59,1889.5,False
2021-08-01,2021,LM_04_GGK_20210714_CS_4076_4046,Greenville,27.59,1893.1,False
2021-08-01,2021,LM_05_VGG_20210724_CS_4376_4336,Greenville,27.59,1928.7,False
2021-08-01,2021,LM_09_LPM_20210607_CS_5102_5068,Greenville,27.59,1934.8,False
2021-08-01,2021,LM_14_VBO_20210427_CS_5822_5810,Memphis,5.67,1942.4,False
2021-08-01,2021,LM_04_GGK_20210723_CS_3942_3902,Greenville,27.59,1950.5,False
2021-08-01,2021,LM_13_OZE_20210507_CS_5794_5748,Greenville,27.59,1996.7,False
2021-08-01,2021,LM_04_GGK_20210717_CS_4030_3978,Greenville,27.59,2027.6,False
2021-08-01,2021,LM_15_CVB_20210420_CS_6170_6152,Memphis,5.67,2030.2,False
2021-08-01,2021,LM_14_VBO_20210424_CS_5938_5904,Memphis,5.67,2067.3,False
2021-08-01,2021,LM_07_FMB_20210623_CS_4672_4548,Greenville,27.59,2070.8,False
2021-08-01,2021,LM_13_OZE_20210508_CS_5746_5698,Greenville,27.59,2102.9,False
2021-08-01,2021,LM_15_CVB_20210424_CS_6070_6028,Memphis,5.67,2266.2,False
2021-08-01,2021,LM_09_LPM_20210604_CS_5220_5178,Greenville,27.59,2296.7,False
2021-08-01,2021,LM_12_EYB_20210511_CS_5584_5546,Greenville,27.59,2449.9,False
2021-08-01,2021,LM_09_LPM_20210606_CS_5146_5104,Greenville,27.59,2537.0,False
2021-08-01,2021,LM_12_EYB_20210509_CS_5658_5620,Greenville,27.59,2654.7,False
2021-08-01,2021,LM_08_MVF_20210527_CS_4800_4786,Greenville,27.59,2665.0,False
2021-08-01,2021,LM_06_MBV_20210625_CS_4530_4498,Greenville,27.59,2714.7,False
2021-08-01,2021,LM_09_LPM_20210605_CS_5176_5148,Greenville,27.59,2947.8,False
2021-08-01,2021,LM_05_VGG_20210722_CS_4288_4244,Greenville,27.59,3035.1,False
2021-08-01,2021,LM_05_VGG_20210723_CS_4334_4290,Greenville,27.59,3035.1,False
2021-08-01,2021,LM_13_OZE_20210506_CS_5810_5796,Memphis,5.67,3052.8,False
2021-08-01,2021,LM_08_MVF_20210526_CS_4958_4786,Greenville,27.59,3179.1,False
2021-08-01,2021,LM_11_YBS_20210518_CS_5446_5406,Greenville,27.59,3258.6,False
2021-08-01,2021,LM_07_FMB_20210609_CS_4786_4756,Greenville,27.59,3322.3,False
2021-08-01,2021,LM_11_YBS_20210520_CS_5502_5488,Greenville,27.59,3346.5,False
2021-08-01,2021,LM_11_YBS_20210519_CS_5486_5448,Greenville,27.59,3640.5,False
2021-08-01,2021,LM_04_GGK_20210716_CS_4044_4018,Greenville,27.59,4088.7,False
2021-08-02,2021,LM_04_GGK_20210724_CS_3900_3870,Greenville,25.75,995.0,True
2021-08-02,2021,LM_15_CVB_20210423_CS_6094_6056,Memphis,5.01,1197.1,True
2021-08-02,2021,LM_14_VBO_20210426_CS_5860_5824,Memphis,5.01,1202.5,True
2021-08-02,2021,LM_14_VBO_20210425_CS_5902_5862,Memphis,5.01,1358.0,True
2021-08-02,2021,LM_05_VGG_20210719_CS_4146_4098,Greenville,25.75,1411.5,True
2021-08-02,2021,LM_07_FMB_20210622_CS_4700_4530,Greenville,25.75,1458.7,False
2021-08-02,2021,LM_06_MBV_20210628_CS_4496_4450,Greenville,25.75,1476.6,False
2021-08-02,2021,LM_09_LPM_20210610_CS_5032_4998,Greenville,25.75,1482.7,False
2021-08-02,2021,LM_04_GGK_20210725_CS_3868_3820,Greenville,25.75,1492.5,False
2021-08-02,2021,LM_12_EYB_20210510_CS_5610_5586,Greenville,25.75,1568.3,False
2021-08-02,2021,LM_07_FMB_20210620_CS_4754_4724,Greenville,25.75,1602.6,False
2021-08-02,2021,LM_07_FMB_20210621_CS_4722_4702,Greenville,25.75,1643.8,False
2021-08-02,2021,LM_05_VGG_20210718_CS_4096_4076,Greenville,25.75,1669.5,False
2021-08-02,2021,LM_13_OZE_20210509_CS_5696_5658,Greenville,25.75,1675.9,False
2021-08-02,2021,LM_15_CVB_20210421_CS_6150_6128,Memphis,5.01,1683.4,False
2021-08-02,2021,LM_06_MBV_20210629_CS_54448_4414,Greenville,25.75,1687.4,False
2021-08-02,2021,LM_05_VGG_20210721_CS_4242_4188,Greenville,25.75,1705.0,False
2021-08-02,2021,LM_09_LPM_20210611_CS_4996_4958,Greenville,25.75,1713.7,False
2021-08-02,2021,LM_15_CVB_20210425_CS_6026_6000,Memphis,5.01,1744.4,False
2021-08-02,2021,LM_07_FMB_20210624_CS_4630_4584,Greenville,25.75,1796.7,False
2021-08-02,2021,LM_12_EYB_20210512_CS_5544_5502,Greenville,25.75,1805.2,False
2021-08-02,2021,LM_04_GGK_20210723_CS_3942_3902,Greenville,25.75,1841.9,False
2021-08-02,2021,LM_05_VGG_20210720_CS_4182_4148,Greenville,25.75,1848.1,False
2021-08-02,2021,LM_04_GGK_20210714_CS_4076_4046,Greenville,25.75,1867.5,False
2021-08-02,2021,LM_05_VGG_20210724_CS_4376_4336,Greenville,25.75,1875.4,False
2021-08-02,2021,LM_09_LPM_20210607_CS_5102_5068,Greenville,25.75,1925.2,False
2021-08-02,2021,LM_14_VBO_20210427_CS_5822_5810,Memphis,5.01,1932.4,False
2021-08-02,2021,LM_13_OZE_20210507_CS_5794_5748,Greenville,25.75,1965.6,False
2021-08-02,2021,LM_04_GGK_20210717_CS_4030_3978,Greenville,25.75,1975.4,False
2021-08-02,2021,LM_15_CVB_20210420_CS_6170_6152,Memphis,5.01,1991.1,False
2021-08-02,2021,LM_14_VBO_20210424_CS_5938_5904,Memphis,5.01,2034.4,False
2021-08-02,2021,LM_07_FMB_20210623_CS_4672_4548,Greenville,25.75,2037.6,False
2021-08-02,2021,LM_13_OZE_20210508_CS_5746_5698,Greenville,25.75,2040.6,False
2021-08-02,2021,LM_09_LPM_20210604_CS_5220_5178,Greenville,25.75,2116.6,False
2021-08-02,2021,LM_15_CVB_20210424_CS_6070_6028,Memphis,5.01,2241.6,False
2021-08-02,2021,LM_02_GCG_20210802_CS_3468_3454,Greenville,25.75,2270.4,False
2021-08-02,2021,LM_11_YBS_20210519_CS_5486_5448,Greenville,25.75,2337.2,False
2021-08-02,2021,LM_08_MVF_20210527_CS_4800_4786,Greenville,25.75,2357.3,False
2021-08-02,2021,LM_12_EYB_20210511_CS_5584_5546,Greenville,25.75,2449.9,False
2021-08-02,2021,LM_09_LPM_20210606_CS_5146_5104,Greenville,25.75,2488.4,False
2021-08-02,2021,LM_12_EYB_20210509_CS_5658_5620,Greenville,25.75,2639.0,False
2021-08-02,2021,LM_06_MBV_20210625_CS_4530_4498,Greenville,25.75,2666.3,False
2021-08-02,2021,LM_09_LPM_20210605_CS_5176_5148,Greenville,25.75,2849.0,False
2021-08-02,2021,LM_08_MVF_20210526_CS_4958_4786,Greenville,25.75,2934.3,False
2021-08-02,2021,LM_05_VGG_20210722_CS_4288_4244,Greenville,25.75,3029.3,False
2021-08-02,2021,LM_05_VGG_20210723_CS_4334_4290,Greenville,25.75,3029.3,False
2021-08-02,2021,LM_13_OZE_20210506_CS_5810_5796,Memphis,5.01,3039.6,False
2021-08-02,2021,LM_11_YBS_20210518_CS_5446_5406,Greenville,25.75,3065.8,False
2021-08-02,2021,LM_11_YBS_20210520_CS_5502_5488,Greenville,25.75,3159.0,False
2021-08-02,2021,LM_07_FMB_20210609_CS_4786_4756,Greenville,25.75,3215.7,False
2021-08-02,2021,LM_04_GGK_20210716_CS_4044_4018,Greenville,25.75,3792.1,False
2021-08-03,2021,LM_04_GGK_20210724_CS_3900_3870,Greenville,24.35,985.7,True
2021-08-03,2021,LM_15_CVB_20210423_CS_6094_6056,Memphis,4.99,1197.1,True
2021-08-03,2021,LM_14_VBO_20210426_CS_5860_5824,Memphis,4.99,1202.5,True
2021-08-03,2021,LM_14_VBO_20210425_CS_5902_5862,Memphis,4.99,1358.0,True
2021-08-03,2021,LM_05_VGG_20210719_CS_4146_4098,Greenville,24.35,1364.9,True
2021-08-03,2021,LM_07_FMB_20210622_CS_4700_4530,Greenville,24.35,1403.0,False
2021-08-03,2021,LM_06_MBV_20210628_CS_4496_4450,Greenville,24.35,1422.3,False
2021-08-03,2021,LM_09_LPM_20210610_CS_5032_4998,Greenville,24.35,1441.3,False
2021-08-03,2021,LM_04_GGK_20210725_CS_3868_3820,Greenville,24.35,1464.5,False
2021-08-03,2021,LM_12_EYB_20210510_CS_5610_5586,Greenville,24.35,1533.8,False
2021-08-03,2021,LM_07_FMB_20210620_CS_4754_4724,Greenville,24.35,1571.9,False
2021-08-03,2021,LM_07_FMB_20210621_CS_4722_4702,Greenville,24.35,1573.6,False
2021-08-03,2021,LM_05_VGG_20210718_CS_4096_4076,Greenville,24.35,1619.7,False
2021-08-03,2021,LM_06_MBV_20210629_CS_54448_4414,Greenville,24.35,1645.0,False
2021-08-03,2021,LM_05_VGG_20210721_CS_4242_4188,Greenville,24.35,1656.6,False
2021-08-03,2021,LM_13_OZE_20210509_CS_5696_5658,Greenville,24.35,1665.3,False
2021-08-03,2021,LM_09_LPM_20210611_CS_4996_4958,Greenville,24.35,1681.6,False
2021-08-03,2021,LM_15_CVB_20210421_CS_6150_6128,Memphis,4.99,1683.4,False
2021-08-03,2021,LM_07_FMB_20210624_CS_4630_4584,Greenville,24.35,1696.3,False
2021-08-03,2021,LM_15_CVB_20210425_CS_6026_6000,Memphis,4.99,1744.4,False
2021-08-03,2021,LM_04_GGK_20210723_CS_3942_3902,Greenville,24.35,1781.2,False
2021-08-03,2021,LM_12_EYB_20210512_CS_5544_5502,Greenville,24.35,1792.8,False
2021-08-03,2021,LM_09_LPM_20210607_CS_5102_5068,Greenville,24.35,1798.1,False
2021-08-03,2021,LM_05_VGG_20210724_CS_4376_4336,Greenville,24.35,1813.0,False
2021-08-03,2021,LM_05_VGG_20210720_CS_4182_4148,Greenville,24.35,1832.9,False
2021-08-03,2021,LM_04_GGK_20210714_CS_4076_4046,Greenville,24.35,1840.2,False
2021-08-03,2021,LM_02_GCG_20210802_CS_3468_3454,Greenville,24.35,1900.9,False
2021-08-03,2021,LM_14_VBO_20210427_CS_5822_5810,Memphis,4.99,1932.4,False
2021-08-03,2021,LM_04_GGK_20210717_CS_4030_3978,Greenville,24.35,1935.4,False
2021-08-03,2021,LM_13_OZE_20210507_CS_5794_5748,Greenville,24.35,1936.3,False
2021-08-03,2021,LM_09_LPM_20210604_CS_5220_5178,Greenville,24.35,1949.9,False
2021-08-03,2021,LM_15_CVB_20210420_CS_6170_6152,Memphis,4.99,1991.1,False
2021-08-03,2021,LM_07_FMB_20210623_CS_4672_4548,Greenville,24.35,2000.7,False
2021-08-03,2021,LM_13_OZE_20210508_CS_5746_5698,Greenville,24.35,2019.8,False
2021-08-03,2021,LM_14_VBO_20210424_CS_5938_5904,Memphis,4.99,2034.4,False
2021-08-03,2021,LM_11_YBS_20210519_CS_5486_5448,Greenville,24.35,2231.8,False
2021-08-03,2021,LM_15_CVB_20210424_CS_6070_6028,Memphis,4.99,2241.6,False
2021-08-03,2021,LM_08_MVF_20210527_CS_4800_4786,Greenville,24.35,2258.8,False
2021-08-03,2021,LM_09_LPM_20210606_CS_5146_5104,Greenville,24.35,2449.8,False
2021-08-03,2021,LM_12_EYB_20210511_CS_5584_5546,Greenville,24.35,2449.9,False
2021-08-03,2021,LM_09_LPM_20210605_CS_5176_5148,Greenville,24.35,2605.8,False
2021-08-03,2021,LM_12_EYB_20210509_CS_5658_5620,Greenville,24.35,2623.3,False
2021-08-03,2021,LM_06_MBV_20210625_CS_4530_4498,Greenville,24.35,2628.5,False
2021-08-03,2021,LM_11_YBS_20210518_CS_5446_5406,Greenville,24.35,2638.2,False
2021-08-03,2021,LM_08_MVF_20210526_CS_4958_4786,Greenville,24.35,2677.5,False
2021-08-03,2021,LM_02_GCG_20210803_CS_3504_3468,Greenville,24.35,2899.1,False
2021-08-03,2021,LM_05_VGG_20210722_CS_4288_4244,Greenville,24.35,3016.3,False
2021-08-03,2021,LM_05_VGG_20210723_CS_4334_4290,Greenville,24.35,3016.3,False
2021-08-03,2021,LM_13_OZE_20210506_CS_5810_5796,Memphis,4.99,3039.6,False
2021-08-03,2021,LM_11_YBS_20210520_CS_5502_5488,Greenville,24.35,3072.6,False
2021-08-03,2021,LM_07_FMB_20210609_CS_4786_4756,Greenville,24.35,3139.1,False
2021-08-03,2021,LM_04_GGK_20210716_CS_4044_4018,Greenville,24.35,3729.6,False
2021-08-04,2021,LM_04_GGK_20210724_CS_3900_3870,Greenville,23.49,970.3,True
2021-08-04,2021,LM_15_CVB_20210423_CS_6094_6056,Memphis,5.21,1197.1,True
2021-08-04,2021,LM_14_VBO_20210426_CS_5860_5824,Memphis,5.21,1202.5,True
2021-08-04,2021,LM_05_VGG_20210719_CS_4146_4098,Greenville,23.49,1341.3,True
2021-08-04,2021,LM_09_LPM_20210610_CS_5032_4998,Greenville,23.49,1355.9,True
2021-08-04,2021,LM_14_VBO_20210425_CS_5902_5862,Memphis,5.21,1358.0,False
2021-08-04,2021,LM_07_FMB_20210622_CS_4700_4530,Greenville,23.49,1378.6,False
2021-08-04,2021,LM_06_MBV_20210628_CS_4496_4450,Greenville,23.49,1405.6,False
2021-08-04,2021,LM_04_GGK_20210725_CS_3868_3820,Greenville,23.49,1450.4,False
2021-08-04,2021,LM_12_EYB_20210510_CS_5610_5586,Greenville,23.49,1518.4,False
2021-08-04,2021,LM_07_FMB_20210621_CS_4722_4702,Greenville,23.49,1541.3,False
2021-08-04,2021,LM_07_FMB_20210620_CS_4754_4724,Greenville,23.49,1556.6,False
2021-08-04,2021,LM_05_VGG_20210718_CS_4096_4076,Greenville,23.49,1595.0,False
2021-08-04,2021,LM_06_MBV_20210629_CS_54448_4414,Greenville,23.49,1624.7,False
2021-08-04,2021,LM_05_VGG_20210721_CS_4242_4188,Greenville,23.49,1635.0,False
2021-08-04,2021,LM_13_OZE_20210509_CS_5696_5658,Greenville,23.49,1659.9,False
2021-08-04,2021,LM_07_FMB_20210624_CS_4630_4584,Greenville,23.49,1670.8,False
2021-08-04,2021,LM_09_LPM_20210611_CS_4996_4958,Greenville,23.49,1671.2,False
2021-08-04,2021,LM_15_CVB_20210421_CS_6150_6128,Memphis,5.21,1683.4,False
2021-08-04,2021,LM_15_CVB_20210425_CS_6026_6000,Memphis,5.21,1744.4,False
2021-08-04,2021,LM_04_GGK_20210723_CS_3942_3902,Greenville,23.49,1757.4,False
2021-08-04,2021,LM_12_EYB_20210512_CS_5544_5502,Greenville,23.49,1777.1,False
2021-08-04,2021,LM_05_VGG_20210724_CS_4376_4336,Greenville,23.49,1779.0,False
2021-08-04,2021,LM_09_LPM_20210607_CS_5102_5068,Greenville,23.49,1779.0,False
2021-08-04,2021,LM_05_VGG_20210720_CS_4182_4148,Greenville,23.49,1826.1,False
2021-08-04,2021,LM_04_GGK_20210714_CS_4076_4046,Greenville,23.49,1826.5,False
2021-08-04,2021,LM_02_GCG_20210802_CS_3468_3454,Greenville,23.49,1879.7,False
2021-08-04,2021,LM_04_GGK_20210717_CS_4030_3978,Greenville,23.49,1917.8,False
2021-08-04,2021,LM_09_LPM_20210604_CS_5220_5178,Greenville,23.49,1918.5,False
2021-08-04,2021,LM_13_OZE_20210507_CS_5794_5748,Greenville,23.49,1924.0,False
2021-08-04,2021,LM_14_VBO_20210427_CS_5822_5810,Memphis,5.21,1932.4,False
2021-08-04,2021,LM_07_FMB_20210623_CS_4672_4548,Greenville,23.49,1990.9,False
2021-08-04,2021,LM_15_CVB_20210420_CS_6170_6152,Memphis,5.21,1991.1,False
2021-08-04,2021,LM_13_OZE_20210508_CS_5746_5698,Greenville,23.49,2009.3,False
2021-08-04,2021,LM_14_VBO_20210424_CS_5938_5904,Memphis,5.21,2034.4,False
2021-08-04,2021,LM_11_YBS_20210519_CS_5486_5448,Greenville,23.49,2202.7,False
2021-08-04,2021,LM_15_CVB_20210424_CS_6070_6028,Memphis,5.21,2241.6,False
2021-08-04,2021,LM_08_MVF_20210527_CS_4800_4786,Greenville,23.49,2243.7,False
2021-08-04,2021,LM_02_GCG_20210804_CS_3546_3492,Greenville,23.49,2260.5,False
2021-08-04,2021,LM_09_LPM_20210606_CS_5146_5104,Greenville,23.49,2400.7,False
2021-08-04,2021,LM_12_EYB_20210511_CS_5584_5546,Greenville,23.49,2449.9,False
2021-08-04,2021,LM_11_YBS_20210518_CS_5446_5406,Greenville,23.49,2477.4,False
2021-08-04,2021,LM_09_LPM_20210605_CS_5176_5148,Greenville,23.49,2576.3,False
2021-08-04,2021,LM_06_MBV_20210625_CS_4530_4498,Greenville,23.49,2610.1,False
2021-08-04,2021,LM_12_EYB_20210509_CS_5658_5620,Greenville,23.49,2615.6,False
2021-08-04,2021,LM_08_MVF_20210526_CS_4958_4786,Greenville,23.49,2631.8,False
2021-08-04,2021,LM_02_GCG_20210803_CS_3504_3468,Greenville,23.49,2899.1,False
2021-08-04,2021,LM_11_YBS_20210520_CS_5502_5488,Greenville,23.49,2995.9,False
2021-08-04,2021,LM_05_VGG_20210722_CS_4288_4244,Greenville,23.49,3009.0,False
2021-08-04,2021,LM_05_VGG_20210723_CS_4334_4290,Greenville,23.49,3009.0,False
2021-08-04,2021,LM_13_OZE_20210506_CS_5810_5796,Memphis,5.21,3039.6,False
2021-08-04,2021,LM_07_FMB_20210609_CS_4786_4756,Greenville,23.49,3085.7,False
2021-08-04,2021,LM_04_GGK_20210716_CS_4044_4018,Greenville,23.49,3697.2,False
2021-08-05,2021,LM_04_GGK_20210724_CS_3900_3870,Greenville,23.23,970.3,True
2021-08-05,2021,LM_15_CVB_20210423_CS_6094_6056,Memphis,5.55,1225.0,True
2021-08-05,2021,LM_14_VBO_20210426_CS_5860_5824,Memphis,5.55,1289.2,True
2021-08-05,2021,LM_05_VGG_20210719_CS_4146_4098,Greenville,23.23,1341.3,True
2021-08-05,2021,LM_09_LPM_20210610_CS_5032_4998,Greenville,23.23,1355.9,True
2021-08-05,2021,LM_14_VBO_20210425_CS_5902_5862,Memphis,5.55,1364.5,False
2021-08-05,2021,LM_07_FMB_20210622_CS_4700_4530,Greenville,23.23,1378.6,False
2021-08-05,2021,LM_06_MBV_20210628_CS_4496_4450,Greenville,23.23,1405.6,False
2021-08-05,2021,LM_04_GGK_20210725_CS_3868_3820,Greenville,23.23,1450.4,False
2021-08-05,2021,LM_12_EYB_20210510_CS_5610_5586,Greenville,23.23,1518.4,False
2021-08-05,2021,LM_07_FMB_20210621_CS_4722_4702,Greenville,23.23,1541.3,False
2021-08-05,2021,LM_07_FMB_20210620_CS_4754_4724,Greenville,23.23,1556.6,False
2021-08-05,2021,LM_05_VGG_20210718_CS_4096_4076,Greenville,23.23,1595.0,False
2021-08-05,2021,LM_06_MBV_20210629_CS_54448_4414,Greenville,23.23,1624.7,False
2021-08-05,2021,LM_05_VGG_20210721_CS_4242_4188,Greenville,23.23,1635.0,False
2021-08-05,2021,LM_13_OZE_20210509_CS_5696_5658,Greenville,23.23,1659.9,False
2021-08-05,2021,LM_07_FMB_20210624_CS_4630_4584,Greenville,23.23,1670.8,False
2021-08-05,2021,LM_09_LPM_20210611_CS_4996_4958,Greenville,23.23,1671.2,False
2021-08-05,2021,LM_15_CVB_20210421_CS_6150_6128,Memphis,5.55,1717.0,False
2021-08-05,2021,LM_04_GGK_20210723_CS_3942_3902,Greenville,23.23,1757.4,False
2021-08-05,2021,LM_12_EYB_20210512_CS_5544_5502,Greenville,23.23,1777.1,False
2021-08-05,2021,LM_05_VGG_20210724_CS_4376_4336,Greenville,23.23,1779.0,False
2021-08-05,2021,LM_09_LPM_20210607_CS_5102_5068,Greenville,23.23,1779.0,False
2021-08-05,2021,LM_15_CVB_20210425_CS_6026_6000,Memphis,5.55,1790.4,False
2021-08-05,2021,LM_05_VGG_20210720_CS_4182_4148,Greenville,23.23,1826.1,False
2021-08-05,2021,LM_04_GGK_20210714_CS_4076_4046,Greenville,23.23,1826.5,False
2021-08-05,2021,LM_02_GCG_20210802_CS_3468_3454,Greenville,23.23,1879.7,False
2021-08-05,2021,LM_04_GGK_20210717_CS_4030_3978,Greenville,23.23,1917.8,False
2021-08-05,2021,LM_09_LPM_20210604_CS_5220_5178,Greenville,23.23,1918.5,False
2021-08-05,2021,LM_13_OZE_20210507_CS_5794_5748,Greenville,23.23,1924.0,False
2021-08-05,2021,LM_14_VBO_20210427_CS_5822_5810,Memphis,5.55,1942.4,False
2021-08-05,2021,LM_07_FMB_20210623_CS_4672_4548,Greenville,23.23,1990.9,False
2021-08-05,2021,LM_13_OZE_20210508_CS_5746_5698,Greenville,23.23,2009.3,False
2021-08-05,2021,LM_15_CVB_20210420_CS_6170_6152,Memphis,5.55,2030.2,False
2021-08-05,2021,LM_14_VBO_20210424_CS_5938_5904,Memphis,5.55,2067.3,False
2021-08-05,2021,LM_11_YBS_20210519_CS_5486_5448,Greenville,23.23,2202.7,False
2021-08-05,2021,LM_08_MVF_20210527_CS_4800_4786,Greenville,23.23,2243.7,False
2021-08-05,2021,LM_02_GCG_20210804_CS_3546_3492,Greenville,23.23,2260.5,False
2021-08-05,2021,LM_15_CVB_20210424_CS_6070_6028,Memphis,5.55,2266.2,False
2021-08-05,2021,LM_09_LPM_20210606_CS_5146_5104,Greenville,23.23,2400.7,False
2021-08-05,2021,LM_12_EYB_20210511_CS_5584_5546,Greenville,23.23,2449.9,False
2021-08-05,2021,LM_11_YBS_20210518_CS_5446_5406,Greenville,23.23,2477.4,False
2021-08-05,2021,LM_09_LPM_20210605_CS_5176_5148,Greenville,23.23,2576.3,False
2021-08-05,2021,LM_06_MBV_20210625_CS_4530_4498,Greenville,23.23,2610.1,False
2021-08-05,2021,LM_12_EYB_20210509_CS_5658_5620,Greenville,23.23,2615.6,False
2021-08-05,2021,LM_08_MVF_20210526_CS_4958_4786,Greenville,23.23,2631.8,False
2021-08-05,2021,LM_02_GCG_20210803_CS_3504_3468,Greenville,23.23,2899.1,False
2021-08-05,2021,LM_11_YBS_20210520_CS_5502_5488,Greenville,23.23,2995.9,False
2021-08-05,2021,LM_05_VGG_20210722_CS_4288_4244,Greenville,23.23,3009.0,False
2021-08-05,2021,LM_05_VGG_20210723_CS_4334_4290,Greenville,23.23,3009.0,False
2021-08-05,2021,LM_13_OZE_20210506_CS_5810_5796,Memphis,5.55,3052.8,False
2021-08-05,2021,LM_07_FMB_20210609_CS_4786_4756,Greenville,23.23,3085.7,False
2021-08-05,2021,LM_04_GGK_20210716_CS_4044_4018,Greenville,23.23,3697.2,False
2021-08-06,2021,LM_04_GGK_20210724_CS_3900_3870,Greenville,22.94,970.3,True
2021-08-06,2021,LM_15_CVB_20210423_CS_6094_6056,Memphis,5.34,1197.1,True
2021-08-06,2021,LM_14_VBO_20210426_CS_5860_5824,Memphis,5.34,1202.5,True
2021-08-06,2021,LM_05_VGG_20210719_CS_4146_4098,Greenville,22.94,1341.3,True
2021-08-06,2021,LM_09_LPM_20210610_CS_5032_4998,Greenville,22.94,1355.9,True
2021-08-06,2021,LM_14_VBO_20210425_CS_5902_5862,Memphis,5.34,1358.0,False
2021-08-06,2021,LM_07_FMB_20210622_CS_4700_4530,Greenville,22.94,1378.6,False
2021-08-06,2021,LM_06_MBV_20210628_CS_4496_4450,Greenville,22.94,1405.6,False
2021-08-06,2021,LM_04_GGK_20210725_CS_3868_3820,Greenville,22.94,1450.4,False
2021-08-06,2021,LM_12_EYB_20210510_CS_5610_5586,Greenville,22.94,1518.4,False
2021-08-06,2021,LM_07_FMB_20210621_CS_4722_4702,Greenville,22.94,1541.3,False
2021-08-06,2021,LM_07_FMB_20210620_CS_4754_4724,Greenville,22.94,1556.6,False
2021-08-06,2021,LM_05_VGG_20210718_CS_4096_4076,Greenville,22.94,1595.0,False
2021-08-06,2021,LM_06_MBV_20210629_CS_54448_4414,Greenville,22.94,1624.7,False
2021-08-06,2021,LM_05_VGG_20210721_CS_4242_4188,Greenville,22.94,1635.0,False
2021-08-06,2021,LM_13_OZE_20210509_CS_5696_5658,Greenville,22.94,1659.9,False
2021-08-06,2021,LM_07_FMB_20210624_CS_4630_4584,Greenville,22.94,1670.8,False
2021-08-06,2021,LM_09_LPM_20210611_CS_4996_4958,Greenville,22.94,1671.2,False
2021-08-06,2021,LM_15_CVB_20210421_CS_6150_6128,Memphis,5.34,1683.4,False
2021-08-06,2021,LM_15_CVB_20210425_CS_6026_6000,Memphis,5.34,1744.4,False
2021-08-06,2021,LM_04_GGK_20210723_CS_3942_3902,Greenville,22.94,1757.4,False
2021-08-06,2021,LM_12_EYB_20210512_CS_5544_5502,Greenville,22.94,1777.1,False
2021-08-06,2021,LM_05_VGG_20210724_CS_4376_4336,Greenville,22.94,1779.0,False
2021-08-06,2021,LM_09_LPM_20210607_CS_5102_5068,Greenville,22.94,1779.0,False
2021-08-06,2021,LM_05_VGG_20210720_CS_4182_4148,Greenville,22.94,1826.1,False
2021-08-06,2021,LM_04_GGK_20210714_CS_4076_4046,Greenville,22.94,1826.5,False
2021-08-06,2021,LM_02_GCG_20210802_CS_3468_3454,Greenville,22.94,1879.7,False
2021-08-06,2021,LM_04_GGK_20210717_CS_4030_3978,Greenville,22.94,1917.8,False
2021-08-06,2021,LM_09_LPM_20210604_CS_5220_5178,Greenville,22.94,1918.5,False
2021-08-06,2021,LM_13_OZE_20210507_CS_5794_5748,Greenville,22.94,1924.0,False
2021-08-06,2021,LM_14_VBO_20210427_CS_5822_5810,Memphis,5.34,1932.4,False
2021-08-06,2021,LM_07_FMB_20210623_CS_4672_4548,Greenville,22.94,1990.9,False
