survey_id,year,date,lat,lon
LM_09_LPM_20150613_CS_5072_5112,2015,2015-06-13,33.034919587724666,-91.15820543173139
LM_01_GCB_20180912_CS_3200_3454,2018,2018-09-12,31.30024970046391,-91.51480185157388
LM_08_MVF_20190512_CS_4914_4916,2019,2019-05-12,32.84756993697781,-91.1162785646871
LM_05_VGG_20150819_CS_4336_4350,2015,2015-08-19,32.298569989875304,-90.92244244661606
LM_07_FMB_20180813_CS_MB_4690_4695,2018,2018-08-13,32.66017266701207,-91.15652388855511
LM_15_CVB_20190307_CS_MB_5963_5958,2019,2019-03-07,33.94029430657194,-91.02763435515257
LM_11_YBS_20160703_CS_MB_5323_5328,2016,2016-07-03,33.30755420158826,-91.17419489477457
LM_11_YBS_20160701_CS_MB_5338_5343,2016,2016-07-01,33.32949101412529,-91.17014906834449
LM_11_YBS_20150610_CS_MB_5367_5368,2015,2015-06-10,33.35730748319658,-91.13430389533575
LM_02_GCG_20180907_CS_3454_3660,2018,2018-09-07,31.373261169311956,-91.46922410986573
LM_06_MBV_20170806_CS,2017,2017-08-06,32.35160003852227,-90.9848915534167
LM_08_MVF_20170707_CS_MB_48475_48525,2017,2017-07-07,32.76579313178217,-91.15151807553465
LM_13_OZE_20190227_CS_5750_5796,2019,2019-02-27,33.74139900147663,-91.13669923998714
LM_03_KGC_20160826_CS_3792_3820,2016,2016-08-26,31.798248776520815,-91.3606643834196
LM_08_MVF_20200630_CS_4810_4880_SPECIAL,2020,2020-06-30,32.76901359629514,-91.13862642344394
LM_15_CVB_20200427_CS_MB_5938_5943,2020,2020-04-27,33.914363252372446,-91.02287952489542
LM_03_KGC_20170811_CS,2017,2017-08-11,31.634718640004383,-91.4012535770341
LM_22_RAN_20150410_CS_7730_7799_SORT,2015,2015-04-10,35.59310919927731,-89.89158142727419
