survey_id,year,date,lat,lon
LM_06_MBV_20180801_CS_MB_4405_4410,2018,2018-08-01,32.34642095476265,-90.96219522830926
LM_15_CVB_20180804_CS_MB_5955_5960,2018,2018-08-04,33.94031052433042,-91.02355573884824
LM_08_MVF_20160727_CS_4820_4842,2016,2016-07-27,32.74355512415039,-91.14948595849613
LM_15_CVB_20170419_CS,2017,2017-04-19,34.06562726443235,-90.90126024309268
LM_03_KGC_20170809_CS,2017,2017-08-09,31.78165892932269,-91.37074060426613
LM_08_MVF_20190529_CS_MB_4865_4870,2019,2019-05-29,32.793798985161175,-91.15019758405852
LM_06_MBV_20190719_CS_MB_4355_4360,2019,2019-07-19,32.31693864185649,-90.90486646777325
LM_11_YBS_20160703_CS_MB_5328_5333,2016,2016-07-03,33.31412975321614,-91.17447127445013
LM_09_LPM_20150610_CS_5172_5194,2015,2015-06-10,33.127120232861564,-91.10228488278591
LM_11_YBS_20160622_CS_MB_5353_5358,2016,2016-06-22,33.34359899735414,-91.15070669055137
LM_11_YBS_20180516_CS_5394_5430,2018,2018-05-16,33.426877296760374,-91.11457492240457
LM_14_VBO_20190222_CS_5810_5842,2019,2019-02-22,33.780614381054484,-91.065739885711
LM_10_SSL_20170607_CS,2017,2017-06-07,33.282450320016636,-91.14511277457207
LM_13_OZE_20170509_CS,2017,2017-05-09,33.719864936049156,-91.16024653847525
LM_15_CVB_20190305_CS_MB_5983_5978,2019,2019-03-05,33.950125536808,-91.0610206753042
LM_08_MVF_20190605_CS_MB_4825_4830,2019,2019-06-05,32.74443635855922,-91.14432725875834
LM_07_FMB_20170716_CS_MB_46725_46775,2017,2017-07-16,32.624530430512,-91.15001171489563
LM_14_VBO_20200501_CS_5852_5900,2020,2020-05-01,33.83526239537778,-91.05570951747582
LM_09_LPM_20200604_CS_5146_5188,2020,2020-06-04,33.119360548138864,-91.12322364949907
LM_13_OZE_20150422_CS_5794_5810,2015,2015-04-22,33.7754260431782,-91.10817588666069
LM_02_GCG_20170813_CS,2017,2017-08-13,31.563063850681175,-91.4318262577546
LM_08_MVF_20180825_CS_MB_4800_4805,2018,2018-08-25,32.73610159353562,-91.10800082686548
LM_13_OZE_20150423_CS_5732_5792,2015,2015-04-23,33.73405688991009,-91.15073150640038
