survey_id,year,date,lat,lon
LM_13_OZE_20160611_CS_5734_5774,2016,2016-06-11,33.72314494590292,-91.15449919787451
LM_01_GCB_20190611_CS_3250_3302,2019,2019-06-11,31.23328454703304,-91.62825809668121
LM_07_FMB_20170711_CS_MB_46925_46975,2017,2017-07-11,32.65947722687056,-91.14662656655285
LM_11_YBS_20160707_CS_MB_5290_5293,2016,2016-07-07,33.27037948108284,-91.13402160521134
LM_04_GGK_20180822_CS_3820_4076,2018,2018-08-22,31.960634271762313,-91.16886858975603
LM_26_HIK_20170418_CS_9350_9450_SORT,2017,2017-04-18,36.80137489504089,-89.13078989936743
LM_06_MBV_20160807_CS_MB_4377_4382,2016,2016-08-07,32.339477840542536,-90.91121156865766
LM_06_MBV_20170805_CS,2017,2017-08-05,32.39268516849321,-91.00145974045712
LM_15_CVB_20200425_CS_6060_6158,2020,2020-04-25,34.038258148932314,-90.95412290975722
LM_03_KGC_20150905_CS_3704_3746,2015,2015-09-05,31.687351042646764,-91.39543843745132
LM_04_GGK_20190514_CS_3898_3949,2019,2019-05-14,31.889241667006928,-91.22177070073239
LM_09_LPM_20190411_CS_5088_5134,2019,2019-04-11,33.05920798527639,-91.15534164046649
LM_02_GCG_20160902_CS_3476_3510,2016,2016-09-02,31.41327749649503,-91.48638023515748
LM_09_LPM_20160724_CS_5158_5200,2016,2016-07-24,33.12945577738231,-91.11002893322188
LM_06_MBV_20160809_CS_MB_4362_4367,2016,2016-08-09,32.3233781498488,-90.90129904305965
LM_05_VGG_20180726_CS_4076_4350,2018,2018-07-26,32.22526190486766,-90.98125318557577
LM_11_YBS_20150430_CS_5492_5502,2015,2015-04-30,33.51153013735566,-91.18634208637533
LM_06_MBV_20170720_CS_MB_43825_43875,2017,2017-07-20,32.33734203982695,-90.90406720358864
LM_10_SSL_20190325_CS_5328_5368,2019,2019-03-25,33.33641200115093,-91.15956776530358
LM_15_CVB_20200430_CS_MB_5948_6000,2020,2020-04-30,33.93199072238409,-91.01653622932687
LM_07_FMB_20190627_CS_MB_4685_4690,2019,2019-06-27,32.645820569705684,-91.14687214801283
LM_12_EYB_20190304_CS_5502_5520,2019,2019-03-04,33.52257465461086,-91.20596662170612
LM_04_GGK_20150825_CS_3908_3934,2015,2015-08-25,31.887158824393435,-91.22229274189115
