survey_id,year,date,lat,lon
LM_13_OZE_20180503_CS_5810_5796,2018,2018-05-03,33.66227966192564,-91.20223457507365
LM_06_MBV_20150812_CS_MB_4382_4387,2015,2015-08-12,32.34023246489455,-90.92067977287897
LM_08_MVF_20170702_CS_MB_48425_48475,2017,2017-07-02,32.75964417791008,-91.15335791215847
LM_17_CLD_20150428_CS_6339_6410_SORT,2015,2015-04-28,34.296892591867326,-90.78062473380264
LM_09_LPM_20150605_CS_5194_5224,2015,2015-06-05,33.16199502820875,-91.08847253386847
LM_10_SSL_20160625_CS_5284_5290,2016,2016-06-25,33.26535896434001,-91.12617416255033
LM_15_CVB_20170419_CS_MB_59625_59675,2017,2017-04-19,33.94371048949737,-91.03537664751045
LM_08_MVF_20180823_CS_MB_4845_4850,2018,2018-08-23,32.76531457497117,-91.15475206123135
LM_07_FMB_20160729_CS_MB_4678_4683,2016,2016-07-29,32.63215280173189,-91.14826476521347
LM_10_SSL_20150519_CS_5234_5268,2015,2015-05-19,33.22328559179296,-91.10215499875301
LM_07_FMB_20170725_CS,2017,2017-07-25,32.474163845717456,-91.09822866052247
LM_08_MVF_20180827_CS_MB_4825_4830,2018,2018-08-27,32.74081250823467,-91.1470547156687
LM_02_GCG_20160829_CS_3638_3660,2016,2016-08-29,31.577755970167104,-91.40877115583962
LM_06_MBV_20170719_CS_MB_43525_43575,2017,2017-07-19,32.3123160769242,-90.90747202421537
LM_12_EYB_20170515_CS,2017,2017-05-15,33.61860656359934,-91.14758227217003
LM_04_GGK_20150823_CS_3996_4046,2015,2015-08-23,31.986966428943283,-91.12982136747848
LM_04_GGK_20150826_CS_3862_3906,2015,2015-08-26,31.861896869203044,-91.27372884687206
LM_08_MVF_20190603_CS_MB_4830_4835,2019,2019-06-03,32.74922580658418,-91.14728128288573
