survey_id,year,date,lat,lon
LM_11_YBS_20150701_CS_MB_5298_5303,2015,2015-07-01,33.27829913879487,-91.14425260746941
LM_05_VGG_20160821_CS_4216_4266,2016,2016-08-21,32.170419559033775,-90.99489029239005
LM_08_MVF_20180731_CS_MB_4890_4895,2018,2018-07-31,32.82908368559959,-91.14270489157437
LM_08_MVF_20160728_CS_4786_4818,2016,2016-07-28,32.73632980884835,-91.1020835557113
LM_14_VBO_20190219_CS_5908_5938,2019,2019-02-19,33.895185054860775,-91.04482511493515
LM_11_YBS_20180515_CS_5432_5488,2018,2018-05-15,33.475528790967715,-91.14311507012941
LM_08_MVF_20190531_CS_MB_4850_4855,2019,2019-05-31,32.772141617390844,-91.15583039160313
LM_06_MBV_20160802_CS_MB_4407_4412,2016,2016-08-02,32.34631320697046,-90.96203378193411
LM_06_MBV_20180801_CS_MB_4410_4415,2018,2018-08-01,32.34709419201282,-90.9687959419912
LM_11_YBS_20200629_CS_5330_5360_SPECIAL,2020,2020-06-29,33.3339730976504,-91.16078540466846
LM_08_MVF_20180824_CS_MB_4835_4840,2018,2018-08-24,32.75319306079257,-91.15168425014073
LM_04_GGK_20190516_CS_3820_3848,2019,2019-05-16,31.83701374214059,-91.34262294048564
LM_15_CVB_20180713_CS_597_594,2018,2018-07-13,33.9315938784723,-91.02619415452236
LM_12_EYB_20150501_CS_5592_5636,2015,2015-05-01,33.605273045867065,-91.14778671759456
LM_15_CVB_20190302_CS_MB_6002_5998,2019,2019-03-02,33.96564478539521,-91.08575403325598
LM_06_MBV_20150809_CS_MB_4397_4402,2015,2015-08-09,32.34193033251871,-90.94553088017985
