survey_id,year,date,lat,lon
LM_15_CVB_20180417_CS_6170_6000,2018,2018-04-17,34.00570558339607,-91.00802077950829
LM_04_GGK_20160819_CS_3910_3956,2016,2016-08-19,31.90021843942245,-91.21424267109104
LM_07_FMB_20160729_CS_4738_4786,2016,2016-07-29,32.7079236003794,-91.06334220032889
LM_06_MBV_20180808_CS_MB_4385_4390,2018,2018-08-08,32.340571163118106,-90.93147159574362
LM_07_FMB_20170706_CS_MB_46975_47025,2017,2017-07-06,32.65382315611235,-91.1330776309334
LM_11_YBS_20150611_CS_MB_5363_5368,2015,2015-06-11,33.35384946667225,-91.13762569423645
LM_14_VBO_20190221_CS_5844_5880,2019,2019-02-21,33.8167505952372,-91.05063060886124
LM_14_VBO_20190220_CS_5882_5906,2019,2019-02-20,33.87901023534718,-91.05882924124764
LM_02_GCG_20200930_CS_3555_3585_SPECIAL,2020,2020-09-30,31.511687456148564,-91.50341193818235
LM_06_MBV_20170721_CS_MB_43725_43775,2017,2017-07-21,32.33734203982695,-90.90406720358864
LM_09_LPM_20190416_CS_5036_5086,2019,2019-04-16,32.99117652875213,-91.15697407791765
LM_07_FMB_20150723_CS_4720_4778,2015,2015-07-23,32.70004823162599,-91.0767313941012
LM_06_MBV_20180815_CS_MB_4350_4355,2018,2018-08-15,32.310994813478864,-90.90825847964906
LM_07_FMB_20190625_CS_MB_4695_4700,2019,2019-06-25,32.66168401889849,-91.14522257789473
LM_15_CVB_20170414_CS_MB_59875_59925,2017,2017-04-14,33.95428692616288,-91.07944727072673
LM_07_FMB_20160714_CS_MB_4708_4713,2016,2016-07-14,32.66783605977051,-91.12682071373763
LM_11_YBS_20150501_CS_5446_5490,2015,2015-05-01,33.48537380290144,-91.1488838678175
LM_14_VBO_20170426_CS,2017,2017-04-26,33.910025241788894,-91.03384525400966
LM_26_HIK_20150315_CS_9488_9532_SORT,2015,2015-03-15,36.95629992110913,-89.10911370144116
LM_13_OZE_20170510_CS,2017,2017-05-10,33.6853714074593,-91.21275065978446
LM_06_MBV_20150818_CS_MB_4347_4352,2015,2015-08-18,32.30676455123967,-90.91230662928845
LM_24_CAR_20170425_CS_8490_8600_SORT,2017,2017-04-25,36.256734045527764,-89.63036018154418
LM_07_FMB_20150715_CS_MB_4698_4703,2015,2015-07-15,32.65362612316031,-91.13313249041614
LM_06_MBV_20190709_CS_MB_4385_4390,2019,2019-07-09,32.34064921999088,-90.9292664553346
LM_08_MVF_20190612_CS_MB_4820_4825,2019,2019-06-12,32.74174841639299,-91.13746601942793
LM_08_MVF_20170610_CS_MB_48925_48975,2017,2017-06-10,32.82687615742945,-91.13591606782552
