survey_id,year,date,lat,lon
LM_08_MVF_20170713_CS_MB_47975_48025,2017,2017-07-13,32.73652254619209,-91.10069125189614
LM_04_GGK_20180824_CS_3820_4076,2018,2018-08-24,31.8602230402816,-91.29252120305843
LM_11_YBS_20180517_CS_5368_5392,2018,2018-05-17,33.37017459597065,-91.12236684254151
LM_05_VGG_20180731_CS_4076_4350,2018,2018-07-31,32.06264502763616,-91.07229402425267
LM_13_OZE_20190228_CS_5700_5748,2019,2019-02-28,33.6993115984745,-91.19345633901108
LM_07_FMB_20190408_CS_4600_4632,2019,2019-04-08,32.55442810645847,-91.10615694460267
LM_02_GCG_20180904_CS_3454_3660,2018,2018-09-04,31.538519920279466,-91.45932998786658
LM_22_RAN_20170407_CS_7710_7800_SORT,2017,2017-04-07,35.581116101708034,-89.8919559095729
LM_10_SSL_20170606_CS,2017,2017-06-06,33.33110370209019,-91.15780441381305
LM_04_GGK_20180823_CS_3820_4076,2018,2018-08-23,31.891134318647655,-91.22433790541338
LM_02_GCG_20160901_CS_3512_3554,2016,2016-09-01,31.459491113848134,-91.5116482262233
LM_03_KGC_20190522_CS_3704_3774,2019,2019-05-22,31.70771297184738,-91.39134433855295
LM_06_MBV_20150730_CS_4480_4508,2015,2015-07-30,32.42711969920314,-91.0208810894615
LM_13_OZE_20190307_CS_5658_5698,2019,2019-03-07,33.66053391471614,-91.20344270063217
LM_08_MVF_20170701_CS_MB_48575_48625,2017,2017-07-01,32.77981135575566,-91.15170769364488
LM_15_CVB_20190322_CS_6078_6098,2019,2019-03-22,34.019331443800404,-90.95554279971195
LM_15_CVB_20150514_CS_MB_5992_5997,2015,2015-05-14,33.95910955047542,-91.08840735371342
LM_03_KGC_20160828_CS_3708_3756,2016,2016-08-28,31.699558523032657,-91.39160645550332
