survey_id,year,date,lat,lon
LM_08_MVF_20190602_CS_MB_4840_4845,2019,2019-06-02,32.759591765280845,-91.1534953660824
LM_05_VGG_20190508_CS_4330_4350,2019,2019-05-08,32.29469006626958,-90.92661782432639
LM_15_CVB_20150520_CS_MB_5953_5958,2015,2015-05-20,33.937508319620136,-91.01969601619176
LM_09_LPM_20200603_CS_5116_5144,2020,2020-06-03,33.090037929874946,-91.16512616653253
LM_07_FMB_20150723_CS_MB_4683_4688,2015,2015-07-23,32.64823320136577,-91.15013597626522
LM_02_GCG_20190604_CS_3454_3496,2019,2019-06-04,31.389254395289775,-91.47634439492589
LM_15_CVB_20150517_CS_MB_5967_5973,2015,2015-05-17,33.946424806542886,-91.04390153590847
LM_05_VGG_20160819_CS_4306_4350,2016,2016-08-19,32.28282987710795,-90.94129240480935
LM_08_MVF_20180825_CS_MB_4830_4835,2018,2018-08-25,32.74672970060504,-91.15061144961504
LM_05_VGG_20190506_CS_4248_4296,2019,2019-05-06,32.21738534609175,-90.98644162467775
LM_03_KGC_20180830_CS_3660_3820,2018,2018-08-30,31.797626916753238,-91.3603153805388
LM_07_FMB_20160713_CS_MB_4718_4720,2016,2016-07-13,32.67148380517939,-91.10822774785693
LM_08_MVF_20170609_CS_MB_48975_49025,2017,2017-06-09,32.83582391702532,-91.14019980450588
LM_09_LPM_20180606_CS_4958_5234,2018,2018-06-06,33.19023153856063,-91.08879683476644
LM_09_LPM_20170708_CS,2017,2017-07-08,32.93794952777205,-91.09267908185049
LM_15_CVB_20170422_CS_MB_59425_59475,2017,2017-04-22,33.92155958823977,-91.01846474067541
LM_15_CVB_20170423_CS_MB_59380_59425,2017,2017-04-23,33.913714141006395,-91.02320340713642
LM_10_SSL_20160627_CS_5234_5252,2016,2016-06-27,33.20783431885115,-91.09363770501126
LM_15_CVB_20170412_CS,2017,2017-04-12,34.017836409600626,-90.93749353771258
LM_08_MVF_20160720_CS_4890_4920,2016,2016-07-20,32.838262126435566,-91.12724304891063
LM_05_VGG_20190507_CS_4298_4328,2019,2019-05-07,32.268765722233084,-90.95991086931203
LM_07_FMB_20180703_CS_4530_4784,2018,2018-07-03,32.605004599353904,-91.14094795041454
