survey_id,year,date,lat,lon
LM_15_CVB_20200501_CS_MB_5978_5983,2020,2020-05-01,33.950190838473425,-91.0616613083805
LM_08_MVF_20150719_CS_4838_4874,2015,2015-07-19,32.77405210728279,-91.14715166197142
LM_06_MBV_20170718_CS_MB_43475_43525,2017,2017-07-18,32.30680912786077,-90.91208733316496
LM_05_VGG_20170806_CS,2017,2017-08-06,32.133162743857206,-91.04204010093207
LM_11_YBS_20150503_CS_5382_5404,2015,2015-05-03,33.38564521874552,-91.11503208396313
LM_07_FMB_20160717_CS_MB_4698_4703,2016,2016-07-17,32.66699876028109,-91.14586257370811
LM_09_LPM_20190407_CS_5170_5204,2019,2019-04-07,33.13344295829115,-91.09845405790819
LM_15_CVB_20170413_CS_MB_59975_60000,2017,2017-04-13,33.96562617793723,-91.0867770886668
LM_03_KGC_20180904_CS_3660_3820,2018,2018-09-04,31.618645236164852,-91.40177451919102
LM_09_LPM_20180613_CS_4958_5234,2018,2018-06-13,32.91425135813555,-91.07398269330172
LM_06_MBV_20180723_CS_4414_4530,2018,2018-07-23,32.34887816199633,-90.97982180141749
LM_12_EYB_20190301_CS_5522_5556,2019,2019-03-01,33.5528178383374,-91.22462881991198
LM_05_VGG_20170808_CS,2017,2017-08-08,32.05934703303852,-91.07041287433891
LM_06_MBV_20150809_CS_MB_4402_4407,2015,2015-08-09,32.343553277205984,-90.95378690339717
LM_11_YBS_20160706_CS_MB_5303_5308,2016,2016-07-06,33.28384309082539,-91.15054207736637
LM_15_CVB_20150523_CS_MB_5942_5948,2015,2015-05-23,33.92040041624321,-91.01896473093812
LM_04_GGK_20160820_CS_3858_3908,2016,2016-08-20,31.863494837070455,-91.27582072459226
LM_13_OZE_20200509_CS_5658_5692,2020,2020-05-09,33.662220280937376,-91.19396933533514
LM_09_LPM_20180609_CS_4958_5234,2018,2018-06-09,33.06035241020517,-91.1600911312632
LM_09_LPM_20160725_CS_5126_5156,2016,2016-07-25,33.10896847209661,-91.15928154934585
LM_06_MBV_20160808_CS_MB_4372_4377,2016,2016-08-08,32.335725471773145,-90.90459151921759
LM_06_MBV_20180813_CS_MB_4365_4370,2018,2018-08-13,32.33045031323131,-90.90228453221575
LM_09_LPM_20150611_CS_5140_5170,2015,2015-06-11,33.11912683692604,-91.13748043739795
LM_02_GCG_20150903_CS_3614_3660,2015,2015-09-03,31.56671860122726,-91.42443727280916
LM_04_GGK_20180821_CS_3820_4076,2018,2018-08-21,31.999489223421865,-91.10132635996365
