survey_id,year,date,lat,lon
LM_15_CVB_20180730_CS_MB_5990_5995,2018,2018-07-30,33.95616322318608,-91.0858135485428
LM_03_KGC_20170810_CS,2017,2017-08-10,31.71512443257608,-91.38480958823384
LM_06_MBV_20190717_CS_MB_4370_4375,2019,2019-07-17,32.33577508767805,-90.90431069008
LM_11_YBS_20170605_CS,2017,2017-06-05,33.36104101768111,-91.12953972082973
LM_11_YBS_20150614_CS_MB_5348_5353,2015,2015-06-14,33.33975546727583,-91.15800823576114
LM_08_MVF_20190621_CS_MB_4795_4800,2019,2019-06-21,32.736517151151354,-91.10101358252902
LM_15_CVB_20160512_CS_6072_6100,2016,2016-05-12,34.018947647011295,-90.95910723005922
LM_05_VGG_20160823_CS_4124_4160,2016,2016-08-23,32.12665099994291,-91.10251932975629
LM_08_MVF_20170625_CS_MB_48825_48875,2017,2017-06-25,32.814669652799644,-91.14339947112263
LM_09_LPM_20160803_CS_4958_4974,2016,2016-08-03,32.905068324228886,-91.06716834688811
LM_08_MVF_20190501_CS_MB_4935_4940,2019,2019-05-01,32.87353599755983,-91.08713254715899
LM_15_CVB_20170420_CS_MB_59525_59575,2017,2017-04-20,33.93483999935275,-91.01959283879977
LM_15_CVB_20150515_CS_MB_5987_5993,2015,2015-05-15,33.95352955917902,-91.0793615253345
LM_15_CVB_20200428_CS_MB_5998_6000,2020,2020-04-28,33.96561965402268,-91.08609195966442
LM_15_CVB_20160513_CS_6030_6070,2016,2016-05-13,34.002290480256065,-91.01265657295995
LM_09_LPM_20200528_CS_5046_5082,2020,2020-05-28,32.995596272932886,-91.15724899057926
LM_15_CVB_20200501_CS_MB_5983_5988,2020,2020-05-01,33.952736144775805,-91.07111814810614
LM_13_OZE_20160612_CS_5714_5732,2016,2016-06-12,33.70371811320482,-91.19824942687916
LM_24_CAR_20150323_CS_8560_8641_SORT,2015,2015-03-23,36.28122725856942,-89.58038417456888
LM_07_FMB_20170715_CS,2017,2017-07-15,32.7125049048158,-91.06140002704706
LM_14_VBO_20150416_CS_5900_5938,2015,2015-04-16,33.88981436491411,-91.04799109710149
LM_07_FMB_20150709_CS_MB_4713_4718,2015,2015-07-09,32.66923515906811,-91.11519437507887
