survey_id,year,date,lat,lon
LM_15_CVB_20200502_CS_MB_5973_5978,2020,2020-05-02,33.94892927057481,-91.05336300062217
LM_06_MBV_20170719_CS_MB_43575_43625,2017,2017-07-19,32.318264686708396,-90.90381655575226
LM_14_VBO_20200430_CS_5902_5938,2020,2020-04-30,33.89670000437031,-91.04738104172013
LM_22_RAN_20150410_CS_7661_7730_SORT,2015,2015-04-10,35.52951610520105,-89.93999950307995
LM_10_SSL_20190322_CS_5234_5238,2019,2019-03-22,33.19845702610523,-91.09034417287963
LM_04_GGK_20180825_CS_3820_4076,2018,2018-08-25,31.837508470147732,-91.34192866532523
LM_10_SSL_20200515_CS_5266_5324,2020,2020-05-15,33.27097989446961,-91.13365750584906
LM_04_GGK_20180820_CS_3820_4076,2018,2018-08-20,32.02872516765409,-91.0720841675692
LM_14_VBO_20180428_CS_5938_5810,2018,2018-04-28,33.80208507646497,-91.06316418489952
LM_11_YBS_20160706_CS_MB_5308_5313,2016,2016-07-06,33.28982172159139,-91.15652429757574
LM_02_GCG_20170817_CS,2017,2017-08-17,31.37317640873165,-91.4704685363211
LM_05_VGG_20170805_CS,2017,2017-08-05,32.195765902921224,-90.98841850034148
LM_05_VGG_20150822_CS_4222_4274,2015,2015-08-22,32.18160603163015,-90.99160784334612
LM_07_FMB_20180814_CS_MB_4680_4685,2018,2018-08-14,32.63852234228486,-91.15724226561802
LM_05_VGG_20190504_CS_4144_4196,2019,2019-05-04,32.13390968525641,-91.07451218045061
LM_06_MBV_20180708_CS_4414_4530,2018,2018-07-08,32.44673821720534,-91.07359547698793
LM_07_FMB_20150730_CS_4546_4592,2015,2015-07-30,32.49304683853734,-91.10796599557234
LM_08_MVF_20150626_CS_4918_4958,2015,2015-06-26,32.871897121315456,-91.09169256916773
LM_15_CVB_20190303_CS_MB_5993_5988,2019,2019-03-03,33.95618437219839,-91.078918999647
LM_07_FMB_20160730_CS_4662_4736,2016,2016-07-30,32.64505033878374,-91.11800291853821
LM_10_SSL_20190323_CS_5240_5278,2019,2019-03-23,33.22883607745897,-91.10539674407535
