survey_id,year,date,lat,lon
LM_08_MVF_20190603_CS_MB_4835_4840,2019,2019-06-03,32.75357817855702,-91.14918213600768
LM_08_MVF_20170630_CS_MB_48675_48725,2017,2017-06-30,32.79388757515686,-91.15046163158233
LM_12_EYB_20150502_CS_5550_5590,2015,2015-05-02,33.578253422166505,-91.18778692199446
LM_11_YBS_20170531_CS,2017,2017-05-31,33.50825796960582,-91.1786713634232
LM_07_FMB_20180808_CS_MB_4715_4720,2018,2018-08-08,32.670567606421685,-91.10989989481294
LM_06_MBV_20180710_CS_4414_4530,2018,2018-07-10,32.37853265982268,-90.99795052702211
LM_17_CLD_20170325_CS_6220_6289_SORT,2017,2017-03-25,34.176525108390706,-90.89483858493251
LM_06_MBV_20160803_CS_MB_4397_4402,2016,2016-08-03,32.341871671458726,-90.94547353843541
LM_11_YBS_20150627_CS_MB_5323_5328,2015,2015-06-27,33.30758773231123,-91.17369874847864
LM_06_MBV_20190720_CS_MB_4345_4350,2019,2019-07-20,32.3072964776266,-90.91197399810191
LM_08_MVF_20170713_CS_MB_48025_48075,2017,2017-07-13,32.73672701981518,-91.10736517449077
LM_06_MBV_20180805_CS_MB_4390_4395,2018,2018-08-05,32.341408193695415,-90.93911778342476
LM_06_MBV_20150814_CS_MB_4367_4372,2015,2015-08-14,32.33062447478265,-90.9023764450105
LM_08_MVF_20190508_CS_MB_4920_4925,2019,2019-05-08,32.85713394508164,-91.1050003672467
LM_08_MVF_20180828_CS_MB_4815_4820,2018,2018-08-28,32.739962632251554,-91.13225611671768
