survey_id,year,date,lat,lon
LM_13_OZE_20150430_CS_5658_5680,2015,2015-04-30,33.66012210153337,-91.19002219447151
LM_11_YBS_20200524_CS_5448_5502,2020,2020-05-24,33.49584205685569,-91.15533766234488
LM_11_YBS_20160705_CS_5451_5502,2016,2016-07-05,33.4936182896148,-91.15739235821695
LM_05_VGG_20150820_CS_4300_4334,2015,2015-08-20,32.27185149000194,-90.95553672608922
LM_07_FMB_20150708_CS_MB_4718_4723,2015,2015-07-08,32.67148121531689,-91.10814759756813
LM_15_CVB_20180413_CS_6170_6000,2018,2018-04-13,34.08861090974351,-90.91301383288406
LM_06_MBV_20160804_CS_MB_4392_4397,2016,2016-08-04,32.34132890182335,-90.93746415415357
LM_12_EYB_20150430_CS_5638_5658,2015,2015-04-30,33.63270007352478,-91.16287105881547
LM_04_GGK_20160818_CS_3958_4016,2016,2016-08-18,31.962172876238135,-91.16842756692698
LM_07_FMB_20180702_CS_4530_4784,2018,2018-07-02,32.70218329371342,-91.07680680468391
LM_15_CVB_20160428_CS_MB_5973_5978,2016,2016-04-28,33.948463748990626,-91.05325295730974
LM_11_YBS_20160705_CS_MB_5313_5318,2016,2016-07-05,33.295465283492,-91.16276394069715
LM_09_LPM_20160726_CS_5087_5124,2016,2016-07-26,33.05155283954511,-91.15761538921973
LM_15_CVB_20200427_CS_6000_6022,2020,2020-04-27,33.979992276379406,-91.07858092647206
LM_13_OZE_20170508_CS,2017,2017-05-08,33.764518166612916,-91.12044669003488
LM_15_CVB_20170418_CS_MB_59725_59775,2017,2017-04-18,33.94742673446011,-91.05331082857413
LM_15_CVB_20180807_CS_MB_5942_5946,2018,2018-08-07,33.91988360247062,-91.01902923389852
LM_06_MBV_20180815_CS_MB_4355_4360,2018,2018-08-15,32.31699972890734,-90.90397687859425
LM_09_LPM_20150604_CS_5226_5234,2015,2015-06-04,33.190118124210144,-91.08886941483868
LM_08_MVF_20180812_CS_MB_4865_4870,2018,2018-08-12,32.7943838114032,-91.15576556689935
