survey_id,year,date,lat,lon
LM_06_MBV_20160806_CS_MB_4382_4387,2016,2016-08-06,32.340311869214815,-90.92025956099495
LM_13_OZE_20160613_CS_5658_5712,2016,2016-06-13,33.67376786607396,-91.20322350197917
LM_15_CVB_20180415_CS_6170_6000,2018,2018-04-15,34.02795296928451,-90.90465683740403
LM_04_GGK_20150824_CS_3936_3994,2015,2015-08-24,31.940247490051934,-91.19174966262096
LM_09_LPM_20150615_CS_4992_5032,2015,2015-06-15,32.95219048881776,-91.10782073141246
LM_15_CVB_20170414_CS_MB_59825_59875,2017,2017-04-14,33.95257844861292,-91.06947731834669
LM_15_CVB_20190316_CS_MB_5948_5942,2019,2019-03-16,33.92177787880506,-91.01893714640728
LM_11_YBS_20160712_CS_5368_5398,2016,2016-07-12,33.37433349137924,-91.11914408757023
LM_05_VGG_20150824_CS_4141_4174,2015,2015-08-24,32.19327717897535,-91.0397728972008
LM_02_GCG_20170815_CS,2017,2017-08-15,31.46809546856646,-91.50797437554334
LM_10_SSL_20190324_CS_5254_5326,2019,2019-03-24,33.26527076287544,-91.1351399508817
LM_02_GCG_20170816_CS,2017,2017-08-16,31.409047234669437,-91.48619866522175
LM_08_MVF_20190423_CS_4940_4958,2019,2019-04-23,32.88534711130646,-91.07769891389532
LM_06_MBV_20170719_CS_MB_43925_43975,2017,2017-07-19,32.34136567524992,-90.93735384275041
LM_07_FMB_20180708_CS_4530_4784,2018,2018-07-08,32.496610770923894,-91.10760921117317
LM_08_MVF_20190514_CS_4900_4906,2019,2019-05-14,32.83520948419505,-91.13084270622932
LM_05_VGG_20180728_CS_4076_4350,2018,2018-07-28,32.132792050501024,-91.02116912406693
LM_14_VBO_20160530_CS_5898_5938,2016,2016-05-30,33.88830622290269,-91.04804454750474
LM_15_CVB_20160501_CS_MB_5948_5953,2016,2016-05-01,33.93133942288114,-91.01624108350708
LM_10_SSL_20170605_CS,2017,2017-06-05,33.349481427526285,-91.14211076624146
