ahp_mile,navd88_ft
789.0,207.7
788.9,207.3
788.8,207.3
788.7,207.3
788.6,207.0
788.5,207.0
788.4,206.9
788.3,206.7
788.2,206.6
788.1,206.6
788.0,206.6
787.9,206.51
787.8,206.41
787.7,206.41
787.6,206.31
787.5,206.21
787.4,206.21
787.3,206.21
787.2,206.21
787.1,206.21
787.0,206.0
786.9,206.0
786.8,205.8
786.7,205.8
786.6,205.7
786.5,205.7
786.4,205.7
786.3,205.7
786.2,205.6
786.1,205.6
786.0,205.5
785.9,205.5
785.8,205.5
785.7,205.41
785.6,205.41
785.5,205.41
785.4,205.31
785.3,205.31
785.2,205.31
785.1,205.21
785.0,205.21
784.9,205.21
784.8,205.01
784.7,204.81
784.6,204.4
784.5,204.4
784.4,204.4
784.3,204.4
784.2,204.4
784.1,204.4
784.0,204.3
783.9,204.1
783.8,204.1
783.7,204.0
783.6,204.0
783.5,204.0
783.4,203.8
783.3,203.8
783.2,203.8
783.1,203.71
783.0,203.61
782.9,203.51
782.8,203.51
782.7,203.5
782.6,203.4
782.5,203.4
782.4,203.3
782.3,203.2
782.2,203.2
782.1,203.1
782.0,203.1
781.9,203.1
781.8,203.0
781.7,202.9
781.6,202.81
781.5,202.81
781.4,202.71
781.3,202.5
781.2,202.5
781.1,202.5
781.0,202.5
780.9,202.4
780.8,202.3
780.7,202.3
780.6,202.3
780.5,202.3
780.4,202.2
780.3,202.2
780.2,202.2
780.1,202.2
780.0,201.9
779.9,201.9
779.8,201.8
779.7,201.8
779.6,201.8
779.5,201.8
779.4,201.8
779.3,201.7
779.2,201.7
779.1,201.7
779.0,201.6
778.9,201.6
778.8,201.6
778.7,201.6
778.6,201.6
778.5,201.5
778.4,201.5
778.3,201.5
778.2,201.5
778.1,201.5
778.0,201.5
777.9,201.5
777.8,201.5
777.7,201.5
777.6,201.5
777.5,201.41
777.4,201.41
777.3,201.41
777.2,201.31
777.1,201.31
777.0,201.31
776.9,201.31
776.8,201.31
776.7,201.21
776.6,201.11
776.5,201.11
776.4,201.11
776.3,201.11
776.2,200.91
776.1,200.91
776.0,200.91
775.9,200.91
775.8,200.81
775.7,200.8
775.6,200.8
775.5,200.8
775.4,200.8
775.3,200.7
775.2,200.7
775.1,200.7
775.0,200.7
774.9,200.7
774.8,200.7
774.7,200.6
774.6,200.4
774.5,200.4
774.4,200.4
774.3,200.4
774.2,200.4
774.1,200.4
774.0,200.4
773.9,200.31
773.8,200.31
773.7,200.31
773.6,200.31
773.5,200.31
773.4,200.2
773.3,200.1
773.2,200.0
773.1,199.7
773.0,199.5
772.9,199.4
772.8,199.3
772.7,199.1
772.6,198.9
772.5,198.6
772.4,198.4
772.3,198.1
772.2,198.1
772.1,198.1
772.0,198.0
771.9,197.9
771.8,197.9
771.7,197.7
771.6,197.7
771.5,197.5
771.4,197.5
771.3,197.4
771.2,197.4
771.1,196.8
771.0,196.8
770.9,196.8
770.8,196.8
770.7,196.8
770.6,196.8
770.5,196.71
770.4,196.71
770.3,196.61
770.2,196.61
770.1,196.31
770.0,196.31
769.9,196.21
769.8,196.01
769.7,195.81
769.6,195.71
769.5,195.51
769.4,195.5
769.3,195.3
769.2,195.2
769.1,195.2
769.0,195.2
768.9,195.2
768.8,195.2
768.7,195.2
768.6,195.2
768.5,195.2
768.4,195.2
768.3,195.2
768.2,195.1
768.1,195.1
768.0,195.1
767.9,195.1
767.8,195.0
767.7,195.0
767.6,195.0
767.5,194.9
767.4,194.9
767.3,194.9
767.2,194.71
767.1,194.71
767.0,194.61
766.9,194.61
766.8,194.51
766.7,194.31
766.6,194.3
766.5,194.1
766.4,193.9
766.3,193.8
766.2,193.8
766.1,193.5
766.0,193.5
765.9,193.5
765.8,193.4
765.7,193.4
765.6,193.4
765.5,193.3
765.4,193.3
765.3,193.3
765.2,193.3
765.1,193.2
765.0,193.2
764.9,193.11
764.8,193.11
764.7,193.11
764.6,193.01
764.5,193.01
764.4,193.01
764.3,193.01
764.2,193.01
764.1,193.01
764.0,193.01
763.9,193.01
763.8,193.01
763.7,193.01
763.6,193.01
763.5,192.81
763.4,192.71
763.3,192.71
763.2,192.71
763.1,192.71
763.0,192.51
762.9,192.51
762.8,192.51
762.7,192.51
762.6,192.41
762.5,192.41
762.4,192.4
762.3,192.4
762.2,192.3
762.1,192.3
762.0,192.3
761.9,192.3
761.8,192.2
761.7,192.2
761.6,192.2
761.5,192.2
761.4,192.2
761.3,192.1
761.2,192.1
761.1,192.0
761.0,192.0
760.9,191.9
760.8,191.9
760.7,191.8
760.6,191.7
760.5,191.7
760.4,191.6
760.3,191.5
760.2,191.4
760.1,191.4
760.0,191.4
759.9,191.01
759.8,191.01
759.7,191.01
759.6,191.01
759.5,191.0
759.4,191.0
759.3,191.0
759.2,191.0
759.1,191.0
759.0,190.9
758.9,190.9
758.8,190.9
758.7,190.9
758.6,190.9
758.5,190.8
758.4,190.8
758.3,190.7
758.2,190.7
758.1,190.7
758.0,190.7
757.9,190.7
757.8,190.7
757.7,190.6
757.6,190.6
757.5,190.6
757.4,190.6
757.3,190.5
757.2,190.5
757.1,190.5
757.0,190.41
756.9,190.41
756.8,190.41
756.7,190.31
756.6,190.31
756.5,190.31
756.4,190.31
756.3,190.31
756.2,190.2
756.1,190.2
756.0,190.0
755.9,190.0
755.8,190.0
755.7,190.0
755.6,189.9
755.5,189.6
755.4,189.6
755.3,189.6
755.2,189.6
755.1,189.4
755.0,189.3
754.9,189.1
754.8,188.9
754.7,188.9
754.6,188.9
754.5,188.9
754.4,188.9
754.3,188.9
754.2,188.8
754.1,188.8
754.0,188.8
753.9,188.8
753.8,188.8
753.7,188.8
753.6,188.7
753.5,188.7
753.4,188.7
753.3,188.7
753.2,188.6
753.1,188.6
753.0,188.6
752.9,188.6
752.8,188.5
752.7,188.5
752.6,188.5
752.5,188.5
752.4,188.5
752.3,188.5
752.2,188.5
752.1,188.5
752.0,188.5
751.9,188.21
751.8,188.11
751.7,188.11
751.6,188.01
751.5,188.01
751.4,188.01
751.3,187.91
751.2,187.91
751.1,187.91
751.0,187.91
750.9,187.91
750.8,187.91
750.7,187.71
750.6,187.6
750.5,187.6
750.4,187.6
750.3,187.6
750.2,187.6
750.1,187.5
750.0,187.5
749.9,187.5
749.8,187.41
749.7,187.41
749.6,187.41
749.5,187.41
749.4,187.41
749.3,187.4
749.2,187.4
749.1,187.4
749.0,187.4
748.9,187.4
748.8,187.3
748.7,187.3
748.6,187.21
748.5,187.11
748.4,187.01
748.3,186.91
748.2,186.91
748.1,186.9
748.0,186.8
747.9,186.7
747.8,186.7
747.7,186.5
747.6,186.4
747.5,186.2
747.4,186.2
747.3,186.1
747.2,186.1
747.1,185.9
747.0,185.8
746.9,185.8
746.8,185.8
746.7,185.7
746.6,185.5
746.5,185.5
746.4,185.4
746.3,185.3
746.2,185.3
746.1,185.3
746.0,185.3
745.9,185.2
745.8,185.1
745.7,185.1
745.6,185.0
745.5,184.9
745.4,184.8
745.3,184.8
745.2,184.6
745.1,184.6
745.0,184.3
744.9,184.2
744.8,184.1
744.7,184.0
744.6,183.8
744.5,183.7
744.4,183.4
744.3,183.3
744.2,183.1
744.1,183.1
744.0,183.1
743.9,183.1
743.8,183.1
743.7,183.1
743.6,183.1
743.5,182.9
743.4,182.9
743.3,182.9
743.2,182.71
743.1,182.61
743.0,182.61
742.9,182.41
742.8,182.4
742.7,182.3
742.6,182.2
742.5,182.1
742.4,182.1
742.3,182.0
742.2,181.9
742.1,181.81
742.0,181.71
741.9,181.51
741.8,181.41
741.7,181.4
741.6,181.3
741.5,181.1
741.4,181.1
741.3,181.0
741.2,180.8
741.1,180.7
741.0,180.7
740.9,180.61
740.8,180.61
740.7,180.41
740.6,180.3
740.5,180.2
740.4,180.2
740.3,180.2
740.2,180.1
740.1,180.0
740.0,180.0
739.9,179.8
739.8,179.8
739.7,179.8
739.6,179.7
739.5,179.6
739.4,179.5
739.3,179.5
739.2,179.4
739.1,179.1
739.0,179.1
738.9,179.1
738.8,178.9
738.7,178.9
738.6,178.9
738.5,178.9
738.4,178.9
738.3,178.9
738.2,178.9
738.1,178.8
738.0,178.8
737.9,178.7
737.8,178.6
737.7,178.6
737.6,178.6
737.5,178.6
737.4,178.6
737.3,178.51
737.2,178.51
737.1,178.21
737.0,178.21
736.9,178.21
736.8,178.21
736.7,178.11
736.6,177.91
736.5,177.81
736.4,177.71
736.3,177.71
736.2,177.41
736.1,177.3
736.0,177.2
735.9,177.1
735.8,177.1
735.7,177.1
735.6,177.1
735.5,177.1
735.4,177.1
735.3,177.1
735.2,177.0
735.1,177.0
735.0,176.91
734.9,176.91
734.8,176.9
734.7,176.9
734.6,176.8
734.5,176.8
734.4,176.8
734.3,176.8
734.2,176.8
734.1,176.8
734.0,176.8
733.9,176.8
733.8,176.8
733.7,176.71
733.6,176.7
733.5,176.7
733.4,176.6
733.3,176.5
733.2,176.4
733.1,176.2
733.0,176.11
732.9,176.01
732.8,176.01
732.7,175.91
732.6,175.91
732.5,175.9
732.4,175.9
732.3,175.8
732.2,175.8
732.1,175.8
732.0,175.8
731.9,175.8
731.8,175.8
731.7,175.7
731.6,175.6
731.5,175.6
731.4,175.6
731.3,175.6
731.2,175.6
731.1,175.6
731.0,175.6
730.9,175.5
730.8,175.5
730.7,175.5
730.6,175.5
730.5,175.5
730.4,175.5
730.3,175.5
730.2,175.3
730.1,175.3
730.0,175.3
729.9,175.3
729.8,175.2
729.7,175.2
729.6,175.2
729.5,175.2
729.4,175.2
729.3,175.2
729.2,175.1
729.1,175.1
729.0,175.1
728.9,175.1
728.8,175.1
728.7,175.1
728.6,175.1
728.5,175.1
728.4,175.1
728.3,175.1
728.2,175.1
728.1,175.0
728.0,175.0
727.9,175.0
727.8,174.99
727.7,174.99
727.6,174.99
727.5,174.99
727.4,174.99
727.3,174.99
727.2,174.99
727.1,174.99
727.0,174.99
726.9,174.99
726.8,174.99
726.7,174.99
726.6,174.99
726.5,174.99
726.4,174.99
726.3,174.99
726.2,174.9
726.1,174.8
726.0,174.8
725.9,174.8
725.8,174.8
725.7,174.6
725.6,174.6
725.5,174.5
725.4,174.4
725.3,174.4
725.2,174.3
725.1,174.2
725.0,174.2
724.9,174.1
724.8,174.1
724.7,174.0
724.6,173.9
724.5,173.7
724.4,173.7
724.3,173.6
724.2,173.5
724.1,173.4
724.0,173.4
723.9,173.4
723.8,173.4
723.7,173.31
723.6,173.3
723.5,173.3
723.4,173.3
723.3,173.3
723.2,173.3
723.1,173.3
723.0,173.2
722.9,173.2
722.8,173.2
722.7,173.2
722.6,173.2
722.5,173.1
722.4,173.1
722.3,173.0
722.2,173.0
722.1,173.0
722.0,173.0
721.9,172.8
721.8,172.8
721.7,172.7
721.6,172.5
721.5,172.5
721.4,172.4
721.3,172.3
721.2,172.1
721.1,172.1
721.0,172.1
720.9,171.9
720.8,171.9
720.7,171.9
720.6,171.8
720.5,171.7
720.4,171.7
720.3,171.6
720.2,171.3
720.1,171.3
720.0,171.1
719.9,171.1
719.8,170.9
719.7,170.9
719.6,170.6
719.5,170.6
719.4,170.6
719.3,170.6
719.2,170.5
719.1,170.5
719.0,170.5
718.9,170.5
718.8,170.5
718.7,170.3
718.6,170.3
718.5,170.2
718.4,170.2
718.3,170.2
718.2,170.0
718.1,169.9
718.0,169.9
717.9,169.8
717.8,169.7
717.7,169.6
717.6,169.5
717.5,169.4
717.4,169.4
717.3,169.3
717.2,169.3
717.1,169.2
717.0,169.2
716.9,169.1
716.8,169.1
716.7,169.1
716.6,169.1
716.5,169.0
716.4,168.8
716.3,168.8
716.2,168.8
716.1,168.7
716.0,168.7
715.9,168.7
715.8,168.69
715.7,168.6
715.6,168.6
715.5,168.6
715.4,168.6
715.3,168.6
715.2,168.5
715.1,168.5
715.0,168.3
714.9,168.2
714.8,167.7
714.7,167.6
714.6,167.4
714.5,167.4
714.4,167.4
714.3,167.3
714.2,167.3
714.1,167.3
714.0,167.1
713.9,167.1
713.8,167.1
713.7,167.1
713.6,167.1
713.5,167.1
713.4,167.0
713.3,167.0
713.2,167.0
713.1,166.8
713.0,166.8
712.9,166.8
712.8,166.8
712.7,166.8
712.6,166.8
712.5,166.8
712.4,166.8
712.3,166.8
712.2,166.8
712.1,166.8
712.0,166.8
711.9,166.8
711.8,166.7
711.7,166.6
711.6,166.6
711.5,166.6
711.4,166.6
711.3,166.6
711.2,166.6
711.1,166.5
711.0,166.5
710.9,166.4
710.8,166.4
710.7,166.1
710.6,166.1
710.5,166.1
710.4,165.9
710.3,165.8
710.2,165.5
710.1,165.5
710.0,165.3
709.9,165.2
709.8,164.9
709.7,164.9
709.6,164.9
709.5,164.9
709.4,164.9
709.3,164.9
709.2,164.9
709.1,164.9
709.0,164.9
708.9,164.81
708.8,164.81
708.7,164.81
708.6,164.81
708.5,164.8
708.4,164.8
708.3,164.8
708.2,164.8
708.1,164.8
708.0,164.8
707.9,164.8
707.8,164.8
707.7,164.8
707.6,164.8
707.5,164.8
707.4,164.8
707.3,164.8
707.2,164.8
707.1,164.8
707.0,164.6
706.9,164.6
706.8,164.6
706.7,164.6
706.6,164.6
706.5,164.5
706.4,164.49
706.3,164.49
706.2,164.3
706.1,164.1
706.0,164.0
705.9,163.9
705.8,163.6
705.7,163.5
705.6,163.5
705.5,163.4
705.4,163.4
705.3,163.39
705.2,163.1
705.1,163.1
705.0,163.1
704.9,162.8
704.8,162.6
704.7,162.5
704.6,162.4
704.5,162.2
704.4,162.1
704.3,161.9
704.2,161.9
704.1,161.9
704.0,161.8
703.9,161.8
703.8,161.7
703.7,161.7
703.6,161.6
703.5,161.6
703.4,161.4
703.3,161.3
703.2,161.2
703.1,161.19
703.0,161.1
702.9,161.1
702.8,161.0
702.7,161.0
702.6,160.8
702.5,160.7
702.4,160.7
702.3,160.6
702.2,160.6
702.1,160.6
702.0,160.5
701.9,160.5
701.8,160.5
701.7,160.4
701.6,160.4
701.5,160.2
701.4,160.2
701.3,160.1
701.2,160.1
701.1,160.1
701.0,160.1
700.9,160.1
700.8,160.1
700.7,160.0
700.6,159.9
700.5,159.9
700.4,159.8
700.3,159.79
700.2,159.79
700.1,159.79
700.0,159.4
699.9,159.2
699.8,159.1
699.7,159.1
699.6,159.0
699.5,159.0
699.4,159.0
699.3,159.0
699.2,158.7
699.1,158.7
699.0,158.7
698.9,158.7
698.8,158.6
698.7,158.5
698.6,158.4
698.5,158.4
698.4,158.4
698.3,158.3
698.2,158.3
698.1,158.3
698.0,158.2
697.9,158.1
697.8,157.9
697.7,157.9
697.6,157.8
697.5,157.6
697.4,157.4
697.3,157.4
697.2,157.1
697.1,157.0
697.0,156.8
696.9,156.8
696.8,156.6
696.7,156.6
696.6,156.2
696.5,156.0
696.4,156.0
696.3,155.9
696.2,155.8
696.1,155.8
696.0,155.8
695.9,155.79
695.8,155.7
695.7,155.7
695.6,155.7
695.5,155.7
695.4,155.7
695.3,155.7
695.2,155.6
695.1,155.6
695.0,155.3
694.9,155.3
694.8,155.2
694.7,155.0
694.6,154.9
694.5,154.9
694.4,154.9
694.3,154.9
694.2,154.7
694.1,154.7
694.0,154.7
693.9,154.6
693.8,154.5
693.7,154.5
693.6,154.5
693.5,154.5
693.4,154.5
693.3,154.3
693.2,154.3
693.1,154.3
693.0,154.3
692.9,154.3
692.8,154.3
692.7,154.3
692.6,154.2
692.5,154.2
692.4,154.2
692.3,154.2
692.2,154.2
692.1,154.2
692.0,154.2
691.9,154.1
691.8,154.1
691.7,154.0
691.6,153.9
691.5,153.9
691.4,153.8
691.3,153.8
691.2,153.8
691.1,153.7
691.0,153.7
690.9,153.7
690.8,153.5
690.7,153.5
690.6,153.5
690.5,153.21
690.4,153.21
690.3,153.21
690.2,153.21
690.1,153.21
690.0,153.21
689.9,153.21
689.8,153.21
689.7,153.11
689.6,153.11
689.5,153.01
689.4,152.91
689.3,152.71
689.2,152.71
689.1,152.71
689.0,152.71
688.9,152.71
688.8,152.71
688.7,152.61
688.6,152.61
688.5,152.61
688.4,152.51
688.3,152.41
688.2,152.3
688.1,152.3
688.0,152.3
687.9,152.2
687.8,152.2
687.7,152.0
687.6,152.0
687.5,152.0
687.4,152.0
687.3,151.8
687.2,151.8
687.1,151.8
687.0,151.71
686.9,151.71
686.8,151.61
686.7,151.61
686.6,151.61
686.5,151.61
686.4,151.6
686.3,151.6
686.2,151.6
686.1,151.6
686.0,151.6
685.9,151.6
685.8,151.6
685.7,151.6
685.6,151.6
685.5,151.6
685.4,151.6
685.3,151.6
685.2,151.51
685.1,151.51
685.0,151.51
684.9,151.51
684.8,151.51
684.7,151.51
684.6,151.51
684.5,151.51
684.4,151.51
684.3,151.51
684.2,151.51
684.1,151.51
684.0,151.41
683.9,151.41
683.8,151.4
683.7,151.3
683.6,151.3
683.5,151.1
683.4,151.1
683.3,151.0
683.2,150.9
683.1,150.8
683.0,150.8
682.9,150.6
682.8,150.6
682.7,150.4
682.6,150.4
682.5,150.4
682.4,150.3
682.3,150.2
682.2,150.2
682.1,150.2
682.0,150.1
681.9,150.1
681.8,150.1
681.7,150.0
681.6,149.9
681.5,149.8
681.4,149.8
681.3,149.8
681.2,149.6
681.1,149.6
681.0,149.5
680.9,149.4
680.8,149.3
680.7,149.3
680.6,149.2
680.5,149.2
680.4,149.2
680.3,149.1
680.2,149.1
680.1,149.0
680.0,149.0
679.9,149.0
679.8,149.0
679.7,149.0
679.6,149.0
679.5,149.0
679.4,149.0
679.3,149.0
679.2,149.0
679.1,149.0
679.0,149.0
678.9,149.0
678.8,149.0
678.7,149.0
678.6,148.91
678.5,148.9
678.4,148.9
678.3,148.9
678.2,148.9
678.1,148.9
678.0,148.9
677.9,148.9
677.8,148.9
677.7,148.8
677.6,148.6
677.5,148.6
677.4,148.6
677.3,148.51
677.2,148.41
677.1,148.41
677.0,148.21
676.9,148.11
676.8,148.1
676.7,148.1
676.6,148.0
676.5,147.8
676.4,147.7
676.3,147.7
676.2,147.7
676.1,147.6
676.0,147.5
675.9,147.4
675.8,147.3
675.7,147.21
675.6,146.91
675.5,146.71
675.4,146.51
675.3,146.31
675.2,146.31
675.1,146.11
675.0,146.11
674.9,146.01
674.8,145.91
674.7,145.91
674.6,145.81
674.5,145.8
674.4,145.8
674.3,145.7
674.2,145.7
674.1,145.7
674.0,145.7
673.9,145.7
673.8,145.7
673.7,145.7
673.6,145.7
673.5,145.7
673.4,145.6
673.3,145.6
673.2,145.6
673.1,145.6
673.0,145.5
672.9,145.5
672.8,145.5
672.7,145.4
672.6,145.4
672.5,145.4
672.4,145.3
672.3,145.2
672.2,145.2
672.1,145.1
672.0,145.01
671.9,145.01
671.8,144.91
671.7,144.91
671.6,144.71
671.5,144.71
671.4,144.61
671.3,144.6
671.2,144.6
671.1,144.5
671.0,144.5
670.9,144.5
670.8,144.5
670.7,144.5
670.6,144.4
670.5,144.31
670.4,144.31
670.3,144.31
670.2,144.21
670.1,144.21
670.0,144.2
669.9,144.1
669.8,144.1
669.7,144.1
669.6,144.1
669.5,144.1
669.4,144.0
669.3,144.0
669.2,144.0
669.1,143.8
669.0,143.8
668.9,143.61
668.8,143.6
668.7,143.6
668.6,143.6
668.5,143.6
668.4,143.5
668.3,143.4
668.2,143.3
668.1,143.2
668.0,143.1
667.9,143.0
667.8,143.0
667.7,143.0
667.6,142.9
667.5,142.7
667.4,142.7
667.3,142.6
667.2,142.5
667.1,142.3
667.0,142.3
666.9,142.1
666.8,142.1
666.7,142.1
666.6,142.1
666.5,142.0
666.4,141.7
666.3,141.31
666.2,141.3
666.1,141.3
666.0,141.3
665.9,141.3
665.8,141.3
665.7,141.1
665.6,141.0
665.5,141.0
665.4,140.9
665.3,140.9
665.2,140.7
665.1,140.7
665.0,140.5
664.9,140.5
664.8,140.5
664.7,140.5
664.6,140.3
664.5,140.3
664.4,140.3
664.3,140.2
664.2,140.2
664.1,140.2
664.0,140.1
663.9,140.0
663.8,140.0
663.7,140.0
663.6,140.0
663.5,140.0
663.4,140.0
663.3,139.9
663.2,139.9
663.1,139.9
663.0,139.9
662.9,139.9
662.8,139.9
662.7,139.8
662.6,139.8
662.5,139.8
662.4,139.8
662.3,139.8
662.2,139.7
662.1,139.7
662.0,139.7
661.9,139.6
661.8,139.6
661.7,139.6
661.6,139.6
661.5,139.6
661.4,139.6
661.3,139.5
661.2,139.5
661.1,139.4
661.0,139.4
660.9,139.4
660.8,139.3
660.7,139.3
660.6,139.3
660.5,139.3
660.4,139.2
660.3,139.2
660.2,139.2
660.1,139.1
660.0,139.1
659.9,139.1
659.8,139.0
659.7,139.0
659.6,138.8
659.5,138.8
659.4,138.8
659.3,138.7
659.2,138.7
659.1,138.7
659.0,138.6
658.9,138.6
658.8,138.6
658.7,138.5
658.6,138.5
658.5,138.5
658.4,138.2
658.3,138.2
658.2,138.1
658.1,138.0
658.0,138.0
657.9,137.8
657.8,137.8
657.7,137.8
657.6,137.8
657.5,137.8
657.4,137.8
657.3,137.7
657.2,137.7
657.1,137.6
657.0,137.5
656.9,137.49
656.8,137.4
656.7,137.3
656.6,137.2
656.5,137.1
656.4,137.1
656.3,137.1
656.2,136.9
656.1,136.9
656.0,136.9
655.9,136.8
655.8,136.79
655.7,136.7
655.6,136.7
655.5,136.7
655.4,136.7
655.3,136.6
655.2,136.6
655.1,136.6
655.0,136.6
654.9,136.59
654.8,136.5
654.7,136.5
654.6,136.5
654.5,136.5
654.4,136.5
654.3,136.5
654.2,136.5
654.1,136.5
654.0,136.5
653.9,136.5
653.8,136.4
653.7,136.4
653.6,136.4
653.5,136.3
653.4,136.3
653.3,136.3
653.2,136.3
653.1,136.2
653.0,136.2
652.9,136.2
652.8,135.9
652.7,135.9
652.6,135.7
652.5,135.7
652.4,135.7
652.3,135.5
652.2,135.4
652.1,135.3
652.0,135.1
651.9,135.1
651.8,134.9
651.7,134.7
651.6,134.1
651.5,133.6
651.4,133.6
651.3,133.6
651.2,133.6
651.1,133.6
651.0,133.3
650.9,133.3
650.8,133.3
650.7,133.3
650.6,133.11
650.5,133.1
650.4,133.1
650.3,133.1
650.2,133.1
650.1,133.1
650.0,133.1
649.9,133.1
649.8,132.8
649.7,132.8
649.6,132.8
649.5,132.8
649.4,132.8
649.3,132.8
649.2,132.8
649.1,132.8
649.0,132.8
648.9,132.8
648.8,132.8
648.7,132.7
648.6,132.7
648.5,132.6
648.4,132.6
648.3,132.6
648.2,132.5
648.1,132.5
648.0,132.5
647.9,132.5
647.8,132.5
647.7,132.5
647.6,132.5
647.5,132.5
647.4,132.5
647.3,132.2
647.2,132.0
647.1,132.0
647.0,131.8
646.9,131.8
646.8,131.8
646.7,131.8
646.6,131.8
646.5,131.8
646.4,131.8
646.3,131.8
646.2,131.8
646.1,131.8
646.0,131.8
645.9,131.8
645.8,131.4
645.7,131.4
645.6,131.4
645.5,131.4
645.4,131.4
645.3,131.4
645.2,131.4
645.1,131.4
645.0,131.4
644.9,131.4
644.8,131.4
644.7,131.4
644.6,131.4
644.5,131.4
644.4,131.4
644.3,131.4
644.2,131.4
644.1,131.4
644.0,131.4
643.9,131.4
643.8,131.3
643.7,131.3
643.6,131.2
643.5,131.2
643.4,131.2
643.3,131.1
643.2,131.1
643.1,131.1
643.0,131.1
642.9,131.1
642.8,131.0
642.7,131.0
642.6,130.9
642.5,130.8
642.4,130.7
642.3,130.7
642.2,130.7
642.1,130.7
642.0,130.7
641.9,130.7
641.8,130.6
641.7,130.6
641.6,130.6
641.5,130.6
641.4,130.6
641.3,130.6
641.2,130.6
641.1,130.5
641.0,130.5
640.9,130.5
640.8,130.49
640.7,130.49
640.6,130.49
640.5,130.49
640.4,130.49
640.3,130.3
640.2,130.3
640.1,130.3
640.0,130.3
639.9,130.2
639.8,130.2
639.7,130.2
639.6,130.1
639.5,130.1
639.4,130.0
639.3,130.0
639.2,129.9
639.1,129.9
639.0,129.9
638.9,129.7
638.8,129.7
638.7,129.3
638.6,129.3
638.5,129.2
638.4,129.2
638.3,129.2
638.2,129.2
638.1,129.2
638.0,129.2
637.9,129.2
637.8,129.1
637.7,129.1
637.6,129.0
637.5,128.9
637.4,128.7
637.3,128.7
637.2,128.6
637.1,128.5
637.0,128.5
636.9,128.5
636.8,128.5
636.7,128.5
636.6,128.5
636.5,128.5
636.4,128.4
636.3,128.4
636.2,128.3
636.1,128.3
636.0,128.3
635.9,128.3
635.8,128.3
635.7,128.3
635.6,128.3
635.5,128.2
635.4,128.1
635.3,128.1
635.2,128.1
635.1,128.1
635.0,128.1
634.9,128.1
634.8,128.0
634.7,128.0
634.6,128.0
634.5,127.9
634.4,127.9
634.3,127.9
634.2,127.9
634.1,127.9
634.0,127.8
633.9,127.8
633.8,127.7
633.7,127.6
633.6,127.5
633.5,127.5
633.4,127.4
633.3,127.2
633.2,127.11
633.1,127.11
633.0,127.11
632.9,127.11
632.8,127.11
632.7,127.1
632.6,127.1
632.5,127.1
632.4,127.1
632.3,127.1
632.2,127.1
632.1,127.1
632.0,127.1
631.9,127.1
631.8,127.1
631.7,127.1
631.6,127.1
631.5,127.1
631.4,127.1
631.3,127.1
631.2,127.1
631.1,127.1
631.0,127.1
630.9,127.1
630.8,127.1
630.7,127.1
630.6,127.0
630.5,127.0
630.4,126.9
630.3,126.9
630.2,126.9
630.1,126.8
630.0,126.5
629.9,126.5
629.8,126.5
629.7,126.4
629.6,126.3
629.5,126.2
629.4,126.1
629.3,125.9
629.2,125.6
629.1,125.4
629.0,125.1
628.9,125.0
628.8,124.8
628.7,124.8
628.6,124.8
628.5,124.8
628.4,124.8
628.3,124.8
628.2,124.8
628.1,124.8
628.0,124.8
627.9,124.8
627.8,124.8
627.7,124.7
627.6,124.7
627.5,124.7
627.4,124.7
627.3,124.7
627.2,124.7
627.1,124.7
627.0,124.6
626.9,124.6
626.8,124.5
626.7,124.5
626.6,124.5
626.5,124.4
626.4,124.4
626.3,124.4
626.2,124.3
626.1,124.3
626.0,124.2
625.9,124.1
625.8,124.1
625.7,123.9
625.6,123.9
625.5,123.8
625.4,123.8
625.3,123.6
625.2,123.4
625.1,123.4
625.0,123.3
624.9,123.2
624.8,123.0
624.7,123.0
624.6,123.0
624.5,123.0
624.4,123.0
624.3,123.0
624.2,123.0
624.1,123.0
624.0,123.0
623.9,123.0
623.8,122.9
623.7,122.9
623.6,122.8
623.5,122.7
623.4,122.6
623.3,122.6
623.2,122.5
623.1,122.4
623.0,122.3
622.9,122.3
622.8,122.2
622.7,122.1
622.6,122.0
622.5,122.0
622.4,121.9
622.3,121.8
622.2,121.8
622.1,121.8
622.0,121.8
621.9,121.8
621.8,121.7
621.7,121.7
621.6,121.6
621.5,121.6
621.4,121.6
621.3,121.5
621.2,121.5
621.1,121.4
621.0,121.4
620.9,121.4
620.8,121.2
620.7,121.2
620.6,121.1
620.5,121.1
620.4,121.0
620.3,120.7
620.2,120.7
620.1,120.5
620.0,120.5
619.9,120.4
619.8,120.4
619.7,120.4
619.6,120.4
619.5,120.4
619.4,120.4
619.3,120.4
619.2,120.4
619.1,120.4
619.0,120.3
618.9,120.3
618.8,120.3
618.7,120.2
618.6,120.2
618.5,120.1
618.4,120.1
618.3,120.1
618.2,120.1
618.1,120.1
618.0,120.1
617.9,120.1
617.8,120.1
617.7,120.1
617.6,120.1
617.5,120.1
617.4,120.1
617.3,120.1
617.2,120.1
617.1,120.0
617.0,120.0
616.9,120.0
616.8,119.9
616.7,119.9
616.6,119.9
616.5,119.8
616.4,119.7
616.3,119.6
616.2,119.6
616.1,119.4
616.0,119.2
615.9,119.1
615.8,119.0
615.7,118.8
615.6,118.7
615.5,118.5
615.4,118.5
615.3,118.4
615.2,118.4
615.1,118.4
615.0,118.4
614.9,118.4
614.8,118.4
614.7,118.4
614.6,118.4
614.5,118.4
614.4,118.4
614.3,118.3
