MileMarker,thresh_el,LAT,LON
229.0,6.410653013103405,30.436121,-91.196946
230.0,6.603712449483068,30.450585,-91.196099
231.0,6.796771885862732,30.464932,-91.197011
232.0,6.989831322242396,30.479417,-91.196847
233.0,7.18289075862206,30.494187,-91.19693
234.0,7.375950195001723,30.508613,-91.197959
235.0,7.569009631381387,30.521159,-91.205158
236.0,7.76206906776105,30.51867,-91.22099
237.0,7.955128504140713,30.5135,-91.23675
238.0,8.148187940520378,30.50819,-91.25247
239.0,8.341247376900041,30.5041,-91.26855
240.0,8.534306813279704,30.5075,-91.28433
241.0,8.727366249659369,30.51918,-91.27857
242.0,8.920425686039032,30.52612,-91.26367
243.0,9.113485122418695,30.53326,-91.24896
244.0,9.30654455879836,30.54495,-91.23944
245.0,9.499603995178022,30.55876,-91.24307
246.0,9.692663431557687,30.56812,-91.25584
247.0,9.88572286793735,30.57258,-91.27139
248.0,10.078782304317013,30.57211,-91.28807
249.0,10.271841740696676,30.57229,-91.30481
250.0,10.46490117707634,30.58006,-91.31739
251.0,10.657960613456005,30.5945,-91.3149
252.0,10.851020049835668,30.60542,-91.30396
253.0,11.044079486215331,30.61865,-91.29554
254.0,11.237138922594994,30.63376,-91.29215
255.0,11.430198358974657,30.64786,-91.29795
256.0,11.623257795354322,30.65388,-91.31214
257.0,11.816317231733986,30.65639,-91.32784
258.0,12.00937666811365,30.66477,-91.34011
259.0,12.202436104493312,30.67905,-91.34297
260.0,12.395495540872975,30.69315,-91.34685
261.0,12.58855497725264,30.70758,-91.34982
262.0,12.781614413632303,30.72167,-91.35363
263.0,12.974673850011968,30.73521,-91.35911
264.0,13.16773328639163,30.74814,-91.36704
265.0,13.360792722771293,30.75757,-91.37992
266.0,13.553852159150956,30.75763,-91.39644
267.0,13.746911595530621,30.75148,-91.41165
268.0,13.939971031910286,30.74397,-91.42604
269.0,14.133030468289949,30.73757,-91.44128
270.0,14.326089904669612,30.73612,-91.45764
271.0,14.519149341049275,30.74273,-91.47267
272.0,14.71220877742894,30.74518,-91.48894
273.0,14.905268213808602,30.74322,-91.50547
274.0,15.098327650188267,30.73794,-91.52124
275.0,15.29138708656793,30.73252,-91.53683
276.0,15.484446522947593,30.73063,-91.55326
277.0,15.677505959327258,30.73453,-91.56946
278.0,15.87056539570692,30.74245,-91.58373
279.0,16.06362483208658,30.7526,-91.59534
280.0,16.25668426846625,30.76643,-91.59532
281.0,16.44974370484591,30.77386,-91.58116
282.0,16.642803141225574,30.77671,-91.5646
283.0,16.83586257760524,30.78188,-91.54934
284.0,17.028922013984904,30.79322,-91.53913
285.0,17.221981450364567,30.80731,-91.53424
286.0,17.41504088674423,30.82135,-91.52994
287.0,17.608100323123892,30.83501,-91.52436
288.0,17.801159759503555,30.84915,-91.51914
289.0,17.99421919588322,30.86287,-91.51531
290.0,18.18727863226288,30.87728,-91.51634
291.0,18.380338068642548,30.89135,-91.5208
292.0,18.57339750502221,30.90383,-91.52934
293.0,18.766456941401874,30.91314,-91.54219
294.0,18.95951637778154,30.91838,-91.55789
295.0,19.152575814161203,30.91646,-91.57473
296.0,19.345635250540866,30.91513,-91.59175
297.0,19.53869468692053,30.91631,-91.60866
298.0,19.731754123300192,30.91933,-91.62505
299.0,19.924813559679855,30.92637,-91.63962
300.0,20.117872996059518,30.93777,-91.65008
301.0,20.31093243243918,30.950393,-91.656845
302.0,20.503991868818847,30.96388,-91.66195
303.0,20.69705130519851,30.97835,-91.66353
304.0,20.890110741578173,30.99141,-91.65809
305.0,21.08317017795784,30.99836,-91.6433
306.0,21.276229614337502,31.00439,-91.62804
307.0,21.469289050717165,31.00918,-91.61197
308.0,21.66234848709683,31.01463,-91.59626
309.0,21.85540792347649,31.02168,-91.58146
310.0,22.048467359856154,31.03182,-91.56941
311.0,22.241526796235817,31.04522,-91.56196
312.0,22.43458623261548,31.05909,-91.56014
313.0,22.627645668995143,31.0708,-91.56977
314.0,22.820705105374806,31.08077,-91.58207
315.0,23.013764541754476,31.09041,-91.59472
316.0,23.20682397813414,31.10017,-91.60732
317.0,23.399883414513802,31.10864,-91.62009
318.0,23.592942850893465,31.12213,-91.62627
319.0,23.786002287273128,31.13619,-91.62172
320.0,23.97906172365279,31.14721,-91.6109
321.0,24.172121160032454,31.15779,-91.59928
