MileMarker,thresh_el,LAT,LON
690.0,150.41372692456042,34.77034,-90.46153
691.0,150.90427265609773,34.78273,-90.47056
692.0,151.40482952501335,34.79667,-90.47398
693.0,151.50494089879652,34.81029,-90.46806
694.0,151.905386393929,34.81671,-90.45295
695.0,152.50605463662777,34.82115,-90.43624
696.0,153.00661150554342,34.82718,-90.42015
697.0,154.0077252433747,34.83661,-90.40679
698.0,155.40928447633843,34.84398,-90.39155
699.0,155.90984134525405,34.85049,-90.37594
700.0,156.61062096173598,34.8553,-90.35941
701.0,157.31140057821784,34.85867,-90.34225
702.0,157.71184607335036,34.8646,-90.32642
703.0,158.3125143160491,34.87244,-90.31129
704.0,159.013293932531,34.8795,-90.29594
705.0,160.31474179171164,34.88478,-90.27953
706.0,161.21574415575978,34.8914,-90.26389
707.0,161.81641239845854,34.90092,-90.25085
708.0,162.0166351460248,34.91368,-90.24268
709.0,162.11674651980792,34.92817,-90.24241
710.0,162.51719201494043,34.94263,-90.24361
711.0,163.71852850033795,34.95438,-90.25337
712.0,164.01886262168733,34.96035,-90.26932
713.0,164.01886262168733,34.9689,-90.28357
714.0,164.3191967430367,34.97871,-90.29624
715.0,165.52053322843423,34.99199,-90.30323
716.0,165.92097872356672,35.00567,-90.29867
717.0,166.42153559248234,35.01579,-90.28619
718.0,167.12231520896427,35.02112,-90.27024
719.0,167.72298345166303,35.02047,-90.25266
720.0,168.32365169436176,35.01978,-90.23502
721.0,169.32476543219303,35.02287,-90.2178
722.0,170.22576779624117,35.03085,-90.2032
723.0,170.42599054380742,35.04206,-90.19213
724.0,170.6262132913737,35.0543,-90.18288
725.0,171.4271042816387,35.06833,-90.17878
726.0,172.02777252433748,35.08282,-90.18038
727.0,172.2179841345254,35.09723,-90.17928
728.0,172.22799527190372,35.11153,-90.1757
729.0,172.32810664568683,35.12352,-90.16625
730.0,172.5283293932531,35.13084,-90.15118
731.0,172.82866351460245,35.13109,-90.13384
732.0,173.02888626216873,35.12471,-90.11812
733.0,173.33923152089642,35.11843,-90.10237
734.0,174.03,35.12115,-90.08556
735.0,174.1334852787586,35.13128,-90.07279
736.0,174.40631010457673,35.1439,-90.06493
737.0,175.3564931186331,35.15843,-90.06438
738.0,175.9115505228838,35.17294,-90.06313
739.0,176.19378310131637,35.18755,-90.06245
740.0,177.04048083661408,35.2019,-90.06327
741.0,177.6990235196234,35.21515,-90.07026
742.0,178.64920653367975,35.22745,-90.07988
743.0,179.49590426897748,35.24012,-90.0884
744.0,179.956884147084,35.25312,-90.09617
745.0,181.08581446081428,35.26627,-90.10334
746.0,182.0265897222562,35.28042,-90.10733
747.0,182.49697735297715,35.29485,-90.10757
748.0,183.43775261441905,35.30939,-90.10694
749.0,184.0022177712842,35.3237,-90.10404
750.0,184.09629529742838,35.33697,-90.09701
751.0,184.48201315461955,35.35114,-90.09406
752.0,185.03707055887028,35.36466,-90.08777
753.0,185.13114808501447,35.37756,-90.07984
754.0,185.31930313730285,35.39037,-90.07133
755.0,185.7896907680238,35.40143,-90.05995
756.0,186.44823345103313,35.41015,-90.04585
757.0,186.83395130822433,35.41747,-90.03052
758.0,187.10677613404246,35.42365,-90.01457
759.0,187.29493118633087,35.43208,-90.00036
760.0,187.76531881705182,35.44598,-89.99688
761.0,188.32978397391696,35.46025,-89.99907
762.0,188.61201655234953,35.47432,-90.00364
763.0,188.80957935725232,35.48755,-90.01067
764.0,189.27996698797327,35.50206,-90.01206
765.0,189.45871428764724,35.51421,-90.00317
766.0,189.7409468660798,35.52127,-89.98791
767.0,190.78520740628034,35.52322,-89.97039
768.0,191.24618728438685,35.5213,-89.95285
769.0,191.34026481053104,35.51791,-89.93571
770.0,192.38452535073156,35.51302,-89.91926
771.0,192.8455052288381,35.51962,-89.90397
772.0,193.9744355425684,35.53352,-89.89974
773.0,195.38559843473124,35.54787,-89.90078
774.0,196.23229617002895,35.56196,-89.90436
775.0,196.51452874846152,35.57647,-89.90462
776.0,196.71209155336433,35.59099,-89.90331
777.0,197.0884016579411,35.60522,-89.90032
778.0,197.26714895761506,35.61781,-89.89174
779.0,197.36122648375922,35.62575,-89.87729
780.0,197.64345906219182,35.6378,-89.87743
781.0,198.20792421905696,35.64677,-89.89149
782.0,198.7723893759221,35.65269,-89.90742
783.0,199.2521847592575,35.6594,-89.92324
784.0,199.93585412153388,35.67017,-89.93441
